lag_0,lag_1,lag_2,lag_3,lag_7,lag_14,lag_21,lag_28,lag_365,lag_366,rolling_7,rolling_30,hdd_fc,cdd_fc,dew_point_fc,solar_rad_fc
130958,125645.0,130836.0,139444.0,127287.0,129894.0,121164.0,119483.0,128731.0,137208.0,132771.2857142857,122490.73333333334,8.0,0.0,30.1,8.02
129218,130958.0,125645.0,130836.0,131009.0,133566.0,120096.0,121288.0,134395.0,128731.0,133295.7142857143,123225.06666666668,9.5,0.0,28.1,8.31
128292,129218.0,130958.0,125645.0,137711.0,133914.0,125808.0,119281.0,129477.0,134395.0,133039.85714285713,123871.53333333334,0.0,0.0,45.9,4.25
121602,128292.0,129218.0,130958.0,137467.0,128387.0,125099.0,109892.0,119684.0,129477.0,131694.2857142857,124165.16666666669,5.0,0.0,44.5,0.91
113711,121602.0,128292.0,129218.0,139444.0,125083.0,123623.0,112019.0,131981.0,119684.0,129427.85714285714,124175.63333333332,22.0,0.0,12.8,8.9
123588,113711.0,121602.0,128292.0,130836.0,115626.0,116918.0,108414.0,129502.0,131981.0,125751.71428571428,123989.96666666666,19.5,0.0,18.5,8.61
122776,123588.0,113711.0,121602.0,125645.0,111408.0,117329.0,108279.0,119817.0,129502.0,124716.28571428572,124446.5,7.5,0.0,32.8,5.31
126574,122776.0,123588.0,113711.0,130958.0,127287.0,129894.0,121164.0,120531.0,119817.0,124306.42857142857,124805.06666666668,13.5,0.0,19.3,8.06
128663,126574.0,122776.0,123588.0,129218.0,131009.0,133566.0,120096.0,134843.0,120531.0,123680.14285714286,125410.4,14.5,0.0,21.2,6.69
130838,128663.0,126574.0,122776.0,128292.0,137711.0,133914.0,125808.0,131905.0,134843.0,123600.85714285714,126089.86666666668,8.0,0.0,34.3,2.68
125533,130838.0,128663.0,126574.0,121602.0,137467.0,128387.0,125099.0,124168.0,131905.0,123964.57142857143,126412.33333333331,13.5,0.0,27.2,5.44
119140,125533.0,130838.0,128663.0,113711.0,139444.0,125083.0,123623.0,135759.0,124168.0,124526.14285714286,126593.56666666668,6.5,0.0,35.9,7.2
117017,119140.0,125533.0,130838.0,123588.0,130836.0,115626.0,116918.0,133483.0,135759.0,125301.71428571428,126371.3,14.0,0.0,31.4,1.36
120616,117017.0,119140.0,125533.0,122776.0,125645.0,111408.0,117329.0,122924.0,133483.0,124363.0,126101.9,11.0,0.0,32.3,6.29
128719,120616.0,117017.0,119140.0,126574.0,130958.0,127287.0,129894.0,123997.0,122924.0,124054.42857142857,126001.66666666669,11.0,0.0,29.7,4.68
128968,128719.0,120616.0,117017.0,128663.0,129218.0,131009.0,133566.0,138154.0,123997.0,124360.85714285714,126395.03333333334,12.5,0.0,25.6,8.54
129542,128968.0,128719.0,120616.0,130838.0,128292.0,137711.0,133914.0,136907.0,138154.0,124404.42857142857,126783.0,14.5,0.0,21.2,9.28
130964,129542.0,128968.0,128719.0,125533.0,121602.0,137467.0,128387.0,140076.0,136907.0,124219.28571428572,126771.26666666666,18.0,0.0,20.4,8.93
132855,130964.0,129542.0,128968.0,119140.0,113711.0,139444.0,125083.0,144582.0,140076.0,124995.14285714286,126684.53333333334,19.5,0.0,14.0,7.62
125392,132855.0,130964.0,129542.0,117017.0,123588.0,130836.0,115626.0,137402.0,144582.0,126954.42857142857,126649.23333333334,15.0,0.0,21.0,9.37
121856,125392.0,132855.0,130964.0,120616.0,122776.0,125645.0,111408.0,119972.0,137402.0,128150.85714285714,126549.4,17.5,0.0,21.9,3.87
133886,121856.0,125392.0,132855.0,128719.0,126574.0,130958.0,127287.0,116201.0,119972.0,128328.0,126441.83333333331,11.5,0.0,24.4,9.6
130237,133886.0,121856.0,125392.0,128968.0,128663.0,129218.0,131009.0,132956.0,116201.0,129066.14285714286,127050.5,11.0,0.0,25.8,7.16
128863,130237.0,133886.0,121856.0,129542.0,130838.0,128292.0,137711.0,134513.0,132956.0,129247.42857142857,127678.13333333332,6.0,0.0,31.6,7.14
126268,128863.0,130237.0,133886.0,130964.0,125533.0,121602.0,137467.0,132082.0,134513.0,129150.42857142857,127730.66666666669,8.0,0.0,35.0,3.81
127490,126268.0,128863.0,130237.0,132855.0,119140.0,113711.0,139444.0,134558.0,132082.0,128479.57142857143,127572.63333333332,8.0,0.0,37.0,3.75
118102,127490.0,126268.0,128863.0,125392.0,117017.0,123588.0,130836.0,144695.0,134558.0,127713.14285714286,127231.93333333332,10.5,0.0,24.9,9.46
117057,118102.0,127490.0,126268.0,121856.0,120616.0,122776.0,125645.0,137365.0,144695.0,126671.71428571428,126586.43333333332,9.0,0.0,27.6,9.52
122824,117057.0,118102.0,127490.0,133886.0,128719.0,126574.0,130958.0,126410.0,137365.0,125986.14285714286,125840.2,11.0,0.0,23.7,6.89
129324,122824.0,117057.0,118102.0,130237.0,128968.0,128663.0,129218.0,142280.0,126410.0,124405.85714285714,125573.13333333332,16.5,0.0,18.6,9.3
131120,129324.0,122824.0,117057.0,128863.0,129542.0,130838.0,128292.0,148015.0,142280.0,124275.42857142857,125695.76666666666,16.0,0.0,18.5,8.87
132003,131120.0,129324.0,122824.0,126268.0,130964.0,125533.0,121602.0,143862.0,148015.0,124597.85714285714,125701.16666666669,9.5,0.0,23.8,8.82
128305,132003.0,131120.0,129324.0,127490.0,132855.0,119140.0,113711.0,139314.0,143862.0,125417.14285714286,125794.0,20.0,0.0,10.1,8.82
125923,128305.0,132003.0,131120.0,118102.0,125392.0,117017.0,123588.0,135154.0,139314.0,125533.57142857143,125794.43333333332,23.0,0.0,6.8,11.03
128382,125923.0,128305.0,132003.0,117057.0,121856.0,120616.0,122776.0,126400.0,135154.0,126650.85714285714,125938.46666666666,20.0,0.0,13.9,9.14
136576,128382.0,125923.0,128305.0,122824.0,133886.0,128719.0,126574.0,122177.0,126400.0,128268.71428571428,126427.5,17.5,0.0,23.1,2.4
135932,136576.0,128382.0,125923.0,129324.0,130237.0,128968.0,128663.0,136627.0,122177.0,130233.28571428572,126860.43333333332,16.0,0.0,25.7,7.94
134036,135932.0,136576.0,128382.0,131120.0,128863.0,129542.0,130838.0,136552.0,136627.0,131177.2857142857,127298.96666666666,23.0,0.0,12.1,10.93
138145,134036.0,135932.0,136576.0,132003.0,126268.0,130964.0,125533.0,138459.0,136552.0,131593.85714285713,127547.7,30.5,0.0,0.6,12.19
146437,138145.0,134036.0,135932.0,128305.0,127490.0,132855.0,119140.0,140924.0,138459.0,132471.2857142857,127863.76666666666,25.5,0.0,3.3,12.33
136292,146437.0,138145.0,134036.0,125923.0,118102.0,125392.0,117017.0,137659.0,140924.0,135061.57142857142,128383.73333333334,27.0,0.0,9.2,5.3
135216,136292.0,146437.0,138145.0,128382.0,117057.0,121856.0,120616.0,125498.0,137659.0,136542.85714285713,128742.36666666668,22.0,0.0,25.1,1.66
140057,135216.0,136292.0,146437.0,136576.0,122824.0,133886.0,128719.0,122930.0,125498.0,137519.14285714287,129278.23333333334,18.5,0.0,27.0,3.06
137952,140057.0,135216.0,136292.0,135932.0,129324.0,130237.0,128968.0,133021.0,122930.0,138016.42857142858,130046.23333333334,17.0,0.0,23.6,6.5
138779,137952.0,140057.0,135216.0,134036.0,131120.0,128863.0,129542.0,132023.0,133021.0,138305.0,130624.1,13.0,0.0,22.8,13.02
135223,138779.0,137952.0,140057.0,138145.0,132003.0,126268.0,130964.0,133837.0,132023.0,138982.57142857142,130959.43333333332,8.0,0.0,29.7,10.05
130750,135223.0,138779.0,137952.0,146437.0,128305.0,127490.0,132855.0,136492.0,133837.0,138565.14285714287,131167.93333333332,11.0,0.0,22.0,12.97
122034,130750.0,135223.0,138779.0,136292.0,125923.0,118102.0,125392.0,135744.0,136492.0,136324.14285714287,131208.2,18.0,0.0,24.9,3.03
125601,122034.0,130750.0,135223.0,135216.0,128382.0,117057.0,121856.0,127588.0,135744.0,134287.2857142857,130910.53333333334,27.0,0.0,9.9,13.87
141172,125601.0,122034.0,130750.0,140057.0,136576.0,122824.0,133886.0,124149.0,127588.0,132913.7142857143,130668.73333333334,20.0,0.0,20.4,4.59
140180,141172.0,125601.0,122034.0,137952.0,135932.0,129324.0,130237.0,135691.0,124149.0,133073.0,131194.73333333334,19.5,0.0,16.3,13.3
138469,140180.0,141172.0,125601.0,138779.0,134036.0,131120.0,128863.0,133740.0,135691.0,133391.2857142857,131805.53333333333,20.5,0.0,20.4,12.74
139773,138469.0,140180.0,141172.0,135223.0,138145.0,132003.0,126268.0,133541.0,133740.0,133347.0,131958.3,25.0,0.0,11.4,11.44
140363,139773.0,138469.0,140180.0,130750.0,146437.0,128305.0,127490.0,136077.0,133541.0,133997.0,132276.16666666666,22.5,0.0,14.4,7.24
132183,140363.0,139773.0,138469.0,122034.0,136292.0,125923.0,118102.0,139289.0,136077.0,135370.2857142857,132659.5,17.5,0.0,25.0,7.07
126416,132183.0,140363.0,139773.0,125601.0,135216.0,128382.0,117057.0,134595.0,139289.0,136820.14285714287,132856.66666666666,16.5,0.0,25.7,3.73
130360,126416.0,132183.0,140363.0,141172.0,140057.0,136576.0,122824.0,126028.0,134595.0,136936.57142857142,132820.86666666667,7.5,0.0,35.3,11.43
129738,130360.0,126416.0,132183.0,140180.0,137952.0,135932.0,129324.0,125814.0,126028.0,135392.0,133229.46666666667,22.0,0.0,12.6,13.96
135983,129738.0,130360.0,126416.0,138469.0,138779.0,134036.0,131120.0,134632.0,125814.0,133900.2857142857,133652.16666666666,23.0,0.0,18.3,2.96
140048,135983.0,129738.0,130360.0,139773.0,135223.0,138145.0,132003.0,131988.0,134632.0,133545.14285714287,134090.8,19.5,0.0,26.1,3.72
138927,140048.0,135983.0,129738.0,140363.0,130750.0,146437.0,128305.0,138646.0,131988.0,133584.42857142858,134448.26666666666,19.5,0.0,19.9,10.56
128536,138927.0,140048.0,135983.0,132183.0,122034.0,136292.0,125923.0,141414.0,138646.0,133379.2857142857,134708.5,19.5,0.0,14.9,16.51
126574,128536.0,138927.0,140048.0,126416.0,125601.0,135216.0,128382.0,125920.0,141414.0,132858.2857142857,134592.93333333332,14.5,0.0,26.3,3.62
136545,126574.0,128536.0,138927.0,130360.0,141172.0,140057.0,136576.0,119214.0,125920.0,132880.85714285713,134535.23333333334,9.5,0.0,29.8,7.6
131994,136545.0,126574.0,128536.0,129738.0,140180.0,137952.0,135932.0,129724.0,119214.0,133764.42857142858,134889.3,3.5,0.0,31.7,15.55
126791,131994.0,136545.0,126574.0,135983.0,138469.0,138779.0,134036.0,130168.0,129724.0,134086.7142857143,135009.7,5.0,0.0,25.7,16.74
125507,126791.0,131994.0,136545.0,140048.0,139773.0,135223.0,138145.0,131364.0,130168.0,132773.57142857142,134683.53333333333,11.0,0.0,22.8,16.35
126063,125507.0,126791.0,131994.0,138927.0,140363.0,130750.0,146437.0,133929.0,131364.0,130696.28571428572,134336.03333333333,6.0,0.0,39.3,4.34
118029,126063.0,125507.0,126791.0,128536.0,132183.0,122034.0,136292.0,138016.0,133929.0,128858.57142857143,134070.26666666666,7.0,0.0,34.8,4.37
116302,118029.0,126063.0,125507.0,126574.0,126416.0,125601.0,135216.0,129490.0,138016.0,127357.57142857143,133399.73333333334,10.0,0.0,34.8,4.91
127058,116302.0,118029.0,126063.0,136545.0,130360.0,141172.0,140057.0,126062.0,129490.0,125890.14285714286,132395.23333333334,23.0,0.0,6.2,18.03
135634,127058.0,116302.0,118029.0,131994.0,129738.0,140180.0,137952.0,131611.0,126062.0,124534.85714285714,132087.43333333332,8.0,0.0,20.9,17.43
128236,135634.0,127058.0,116302.0,126791.0,135983.0,138469.0,138779.0,128988.0,131611.0,125054.85714285714,132101.36666666667,14.0,0.0,20.9,12.43
128077,128236.0,135634.0,127058.0,125507.0,140048.0,139773.0,135223.0,128251.0,128988.0,125261.28571428572,131707.33333333334,20.0,0.0,7.4,18.71
133762,128077.0,128236.0,135634.0,126063.0,138927.0,140363.0,130750.0,129517.0,128251.0,125628.42857142857,131378.16666666666,18.5,0.0,13.8,12.18
124363,133762.0,128077.0,128236.0,118029.0,128536.0,132183.0,122034.0,132096.0,129517.0,126728.28571428572,131210.93333333332,15.0,0.0,15.3,16.94
121035,124363.0,133762.0,128077.0,116302.0,126574.0,126416.0,125601.0,122125.0,132096.0,127633.14285714286,130848.93333333332,15.5,0.0,14.3,19.12
130321,121035.0,124363.0,133762.0,127058.0,136545.0,130360.0,141172.0,113235.0,122125.0,128309.28571428572,130525.1,0.0,0.0,27.9,18.37
122402,130321.0,121035.0,124363.0,135634.0,131994.0,129738.0,140180.0,126959.0,113235.0,128775.42857142857,130801.33333333331,2.5,0.0,33.1,18.67
120607,122402.0,130321.0,121035.0,128236.0,126791.0,135983.0,138469.0,125748.0,126959.0,126885.14285714286,130694.7,0.0,0.0,41.2,17.79
118569,120607.0,122402.0,130321.0,128077.0,125507.0,140048.0,139773.0,124617.0,125748.0,125795.28571428572,130009.2,0.0,0.0,37.2,17.74
115813,118569.0,120607.0,122402.0,133762.0,126063.0,138927.0,140363.0,128016.0,124617.0,124437.0,129288.83333333331,7.5,0.0,16.4,19.92
110810,115813.0,118569.0,120607.0,124363.0,118029.0,128536.0,132183.0,126067.0,128016.0,121872.85714285714,128533.63333333332,7.5,0.0,17.9,16.88
106228,110810.0,115813.0,118569.0,121035.0,116302.0,126574.0,126416.0,114037.0,126067.0,119936.71428571428,127568.2,18.5,0.0,4.0,20.69
130016,106228.0,110810.0,115813.0,130321.0,127058.0,136545.0,130360.0,112339.0,114037.0,117821.42857142857,126430.36666666668,17.0,0.0,16.1,9.0
132268,130016.0,106228.0,110810.0,122402.0,135634.0,131994.0,129738.0,125963.0,112339.0,117777.85714285714,126358.13333333332,9.5,0.0,33.3,10.07
127813,132268.0,130016.0,106228.0,120607.0,128236.0,126791.0,135983.0,123622.0,125963.0,119187.28571428572,126553.2,6.0,0.0,41.0,2.22
125791,127813.0,132268.0,130016.0,118569.0,128077.0,125507.0,140048.0,120106.0,123622.0,120216.71428571428,126468.3,13.0,0.0,14.4,20.23
126141,125791.0,127813.0,132268.0,115813.0,133762.0,126063.0,138927.0,121029.0,120106.0,121248.42857142857,126336.73333333334,4.0,0.0,23.8,21.28
114326,126141.0,125791.0,127813.0,110810.0,124363.0,118029.0,128536.0,117898.0,121029.0,122723.85714285714,126008.66666666669,0.0,0.0,30.1,21.51
108863,114326.0,126141.0,125791.0,106228.0,121035.0,116302.0,126574.0,108006.0,117898.0,123226.14285714286,125151.26666666666,0.0,0.0,34.1,21.49
118163,108863.0,114326.0,126141.0,130016.0,130321.0,127058.0,136545.0,110110.0,108006.0,123602.57142857143,124149.13333333332,0.0,0.0,41.5,20.47
117592,118163.0,108863.0,114326.0,132268.0,122402.0,135634.0,131994.0,122419.0,110110.0,121909.28571428572,123803.36666666668,0.0,0.0,46.4,5.43
119037,117592.0,118163.0,108863.0,127813.0,120607.0,128236.0,126791.0,115575.0,122419.0,119812.71428571428,123503.96666666666,0.0,0.0,52.0,16.21
117259,119037.0,117592.0,118163.0,125791.0,118569.0,128077.0,125507.0,116769.0,115575.0,118559.0,122920.36666666668,0.0,2.0,51.4,14.31
116519,117259.0,119037.0,117592.0,126141.0,115813.0,133762.0,126063.0,112983.0,116769.0,117340.14285714286,122429.2,0.0,0.0,41.3,17.68
104347,116519.0,117259.0,119037.0,114326.0,110810.0,124363.0,118029.0,109059.0,112983.0,115965.57142857143,122086.8,0.0,0.0,50.5,3.57
105956,104347.0,116519.0,117259.0,108863.0,106228.0,121035.0,116302.0,106277.0,109059.0,114540.0,121381.46666666666,0.0,0.0,27.8,21.22
114360,105956.0,104347.0,116519.0,118163.0,130016.0,130321.0,127058.0,106911.0,106277.0,114124.71428571428,120711.23333333334,0.0,0.0,34.6,22.77
114118,114360.0,105956.0,104347.0,117592.0,132268.0,122402.0,135634.0,111212.0,106911.0,113581.42857142857,120588.93333333332,0.0,0.0,48.9,9.6
114786,114118.0,114360.0,105956.0,119037.0,127813.0,120607.0,128236.0,111690.0,111212.0,113085.14285714286,120516.13333333332,2.0,0.0,34.1,11.08
116292,114786.0,114118.0,114360.0,117259.0,125791.0,118569.0,128077.0,109617.0,111690.0,112477.85714285714,120107.06666666668,16.5,0.0,13.7,15.26
120447,116292.0,114786.0,114118.0,116519.0,126141.0,115813.0,133762.0,109109.0,109617.0,112339.71428571428,119462.33333333331,7.5,0.0,18.4,24.13
111331,120447.0,116292.0,114786.0,104347.0,114326.0,110810.0,124363.0,109396.0,109109.0,112900.85714285714,119202.7,0.0,0.0,30.7,19.54
104967,111331.0,120447.0,116292.0,105956.0,108863.0,106228.0,121035.0,103204.0,109396.0,113898.57142857143,118644.5,0.0,0.0,29.4,24.04
114036,104967.0,111331.0,120447.0,114360.0,118163.0,130016.0,130321.0,101605.0,103204.0,113757.28571428572,117684.66666666669,0.0,0.0,28.9,24.55
113346,114036.0,104967.0,111331.0,114118.0,117592.0,132268.0,122402.0,105411.0,101605.0,113711.0,117340.43333333332,0.0,0.0,38.2,20.92
113367,113346.0,114036.0,104967.0,114786.0,119037.0,127813.0,120607.0,104373.0,105411.0,113600.71428571428,117084.13333333332,0.0,0.0,42.6,23.45
113231,113367.0,113346.0,114036.0,116292.0,117259.0,125791.0,118569.0,105413.0,104373.0,113398.0,116519.0,0.0,0.0,44.5,12.21
113740,113231.0,113367.0,113346.0,120447.0,116519.0,126141.0,115813.0,106910.0,105413.0,112960.71428571428,116213.3,0.0,0.0,50.1,16.39
105504,113740.0,113231.0,113367.0,111331.0,104347.0,114326.0,110810.0,108499.0,106910.0,112002.57142857143,115984.4,0.0,0.0,52.6,4.14
105602,105504.0,113740.0,113231.0,104967.0,105956.0,108863.0,106228.0,103586.0,108499.0,111170.14285714286,115548.9,2.0,0.0,42.5,4.24
117678,105602.0,105504.0,113740.0,114036.0,114360.0,118163.0,130016.0,100836.0,103586.0,111260.85714285714,115208.53333333334,0.0,0.0,41.8,20.55
115146,117678.0,105602.0,105504.0,113346.0,114118.0,117592.0,132268.0,108641.0,100836.0,111781.14285714286,115437.46666666666,0.0,0.0,47.0,17.22
114547,115146.0,117678.0,105602.0,113367.0,114786.0,119037.0,127813.0,105963.0,108641.0,112038.28571428572,115734.73333333334,0.0,0.0,50.2,4.22
116273,114547.0,115146.0,117678.0,113231.0,116292.0,117259.0,125791.0,106648.0,105963.0,112206.85714285714,115219.1,3.0,0.0,37.0,17.77
115586,116273.0,114547.0,115146.0,113740.0,120447.0,116519.0,126141.0,107893.0,106648.0,112641.42857142857,114685.93333333332,0.5,0.0,37.6,12.41
106596,115586.0,116273.0,114547.0,105504.0,111331.0,104347.0,114326.0,109478.0,107893.0,112905.14285714286,114278.36666666668,0.0,0.0,39.6,16.05
103432,106596.0,115586.0,116273.0,105602.0,104967.0,105956.0,108863.0,106391.0,109478.0,113061.14285714286,113638.53333333334,0.0,0.0,43.0,18.46
113034,103432.0,106596.0,115586.0,117678.0,114036.0,114360.0,118163.0,102400.0,106391.0,112751.14285714286,112881.56666666668,0.0,0.0,43.6,23.82
113496,113034.0,103432.0,106596.0,115146.0,113346.0,114118.0,117592.0,106144.0,102400.0,112087.71428571428,112838.5,0.0,0.0,40.1,17.85
113972,113496.0,113034.0,103432.0,114547.0,113367.0,114786.0,119037.0,107374.0,106144.0,111852.0,112992.93333333332,8.0,0.0,20.6,17.51
117557,113972.0,113496.0,113034.0,116273.0,113231.0,116292.0,117259.0,109181.0,107374.0,111769.85714285714,112853.23333333334,0.0,0.0,26.9,26.23
114808,117557.0,113972.0,113496.0,115586.0,113740.0,120447.0,116519.0,109799.0,109181.0,111953.28571428572,112852.06666666668,0.0,0.0,35.7,24.58
103866,114808.0,117557.0,113972.0,106596.0,105504.0,111331.0,104347.0,110868.0,109799.0,111842.14285714286,112711.1,0.0,0.0,44.5,10.41
103336,103866.0,114808.0,117557.0,103432.0,105602.0,104967.0,105956.0,101933.0,110868.0,111452.14285714286,112264.66666666669,0.0,0.0,28.0,27.48
113175,103336.0,103866.0,114808.0,113034.0,117678.0,114036.0,114360.0,104175.0,101933.0,111438.42857142857,111825.23333333334,0.0,0.0,32.5,23.16
113664,113175.0,103336.0,103866.0,113496.0,115146.0,113346.0,114118.0,110360.0,104175.0,111458.57142857143,112119.5,0.0,3.5,52.5,21.5
116211,113664.0,113175.0,103336.0,113972.0,114547.0,113367.0,114786.0,106833.0,110360.0,111482.57142857143,112376.43333333332,0.0,2.0,59.2,8.83
119535,116211.0,113664.0,113175.0,117557.0,116273.0,113231.0,116292.0,108896.0,106833.0,111802.42857142857,112438.13333333332,0.0,0.0,43.6,21.83
115848,119535.0,116211.0,113664.0,114808.0,115586.0,113740.0,120447.0,109556.0,108896.0,112085.0,112618.7,0.0,0.0,31.3,27.73
103765,115848.0,119535.0,116211.0,103866.0,106596.0,105504.0,111331.0,107240.0,109556.0,112233.57142857143,112654.1,0.0,4.0,44.2,21.77
104744,103765.0,115848.0,119535.0,103336.0,103432.0,105602.0,104967.0,101092.0,107240.0,112219.14285714286,112236.53333333334,0.0,0.0,50.0,7.15
116045,104744.0,103765.0,115848.0,113175.0,113034.0,117678.0,114036.0,101934.0,101092.0,112420.28571428572,111713.1,0.0,0.0,54.6,15.22
115824,116045.0,104744.0,103765.0,113664.0,113496.0,115146.0,113346.0,106922.0,101934.0,112830.28571428572,111870.23333333334,0.0,0.0,52.2,6.15
115496,115824.0,116045.0,104744.0,116211.0,113972.0,114547.0,113367.0,104493.0,106922.0,113138.85714285714,112232.13333333332,0.0,0.0,38.8,26.57
112628,115496.0,115824.0,116045.0,119535.0,117557.0,116273.0,113231.0,106901.0,104493.0,113036.71428571428,112280.8,0.0,0.0,39.0,23.22
111869,112628.0,115496.0,115824.0,115848.0,114808.0,115586.0,113740.0,105000.0,106901.0,112050.0,112256.86666666668,0.0,0.0,43.1,12.25
104435,111869.0,112628.0,115496.0,103765.0,103866.0,106596.0,105504.0,107045.0,105000.0,111481.57142857143,112206.93333333332,0.0,0.0,41.5,18.15
101730,104435.0,111869.0,112628.0,104744.0,103336.0,103432.0,105602.0,105448.0,107045.0,111577.28571428572,111913.73333333334,0.0,0.0,44.1,12.51
113642,101730.0,104435.0,111869.0,116045.0,113175.0,113034.0,117678.0,101273.0,105448.0,111146.71428571428,111513.4,0.0,0.0,37.3,20.95
112533,113642.0,101730.0,104435.0,115824.0,113664.0,113496.0,115146.0,106548.0,101273.0,110803.42857142857,111784.66666666669,0.0,0.0,36.3,27.86
112466,112533.0,113642.0,101730.0,115496.0,116211.0,113972.0,114547.0,106020.0,106548.0,110333.28571428572,112015.7,0.0,0.0,36.7,26.41
112234,112466.0,112533.0,113642.0,112628.0,119535.0,117557.0,116273.0,105496.0,106020.0,109900.42857142857,111841.96666666666,0.0,0.0,40.1,26.69
114713,112234.0,112466.0,112533.0,111869.0,115848.0,114808.0,115586.0,104813.0,105496.0,109844.14285714286,111744.9,0.0,2.0,42.9,25.86
106969,114713.0,112234.0,112466.0,104435.0,103765.0,103866.0,106596.0,112782.0,104813.0,110250.42857142857,111750.43333333332,0.0,2.0,44.8,21.23
106379,106969.0,114713.0,112234.0,101730.0,104744.0,103336.0,103432.0,109350.0,112782.0,110612.42857142857,111440.3,0.0,2.0,46.9,25.62
119562,106379.0,106969.0,114713.0,113642.0,116045.0,113175.0,113034.0,101478.0,109350.0,111276.57142857143,111133.4,0.0,6.0,46.4,24.8
125449,119562.0,106379.0,106969.0,112533.0,115824.0,113664.0,113496.0,106351.0,101478.0,112122.28571428572,111565.6,0.0,10.5,50.2,28.56
135636,125449.0,119562.0,106379.0,112466.0,115496.0,116211.0,113972.0,104990.0,106351.0,113967.42857142857,112299.5,0.0,2.5,47.1,28.03
127285,135636.0,125449.0,119562.0,112234.0,112628.0,119535.0,117557.0,104160.0,104990.0,117277.42857142857,113052.9,0.0,3.5,50.4,27.95
125978,127285.0,135636.0,125449.0,114713.0,111869.0,115848.0,114808.0,104754.0,104160.0,119427.57142857143,113512.53333333334,0.0,12.0,56.4,19.43
131007,125978.0,127285.0,135636.0,106969.0,104435.0,103765.0,103866.0,109076.0,104754.0,121036.85714285714,113912.73333333334,0.0,13.0,60.8,22.07
143933,131007.0,125978.0,127285.0,106379.0,101730.0,104744.0,103336.0,105665.0,109076.0,124470.85714285714,114361.06666666668,0.0,0.0,45.1,18.94
128641,143933.0,131007.0,125978.0,119562.0,113642.0,116045.0,113175.0,98759.0,105665.0,129835.71428571428,115331.9,0.0,0.5,50.9,24.41
124219,128641.0,143933.0,131007.0,125449.0,112533.0,115824.0,113664.0,102478.0,98759.0,131132.7142857143,116157.73333333334,0.0,10.5,63.9,23.4
143580,124219.0,128641.0,143933.0,135636.0,112466.0,115496.0,116211.0,111744.0,102478.0,130957.0,116853.83333333331,0.0,8.0,55.7,29.29
144678,143580.0,124219.0,128641.0,127285.0,112234.0,112628.0,119535.0,114887.0,111744.0,132091.85714285713,117867.33333333331,0.0,0.0,45.4,13.99
121714,144678.0,143580.0,124219.0,125978.0,114713.0,111869.0,115848.0,119979.0,114887.0,134576.57142857142,118901.13333333332,1.0,0.0,45.5,5.71
105407,121714.0,144678.0,143580.0,131007.0,106969.0,104435.0,103765.0,127358.0,119979.0,133967.42857142858,119084.56666666668,1.0,0.0,46.8,4.65
104357,105407.0,121714.0,144678.0,143933.0,106379.0,101730.0,104744.0,120443.0,127358.0,130310.28571428572,118613.63333333332,0.0,0.0,48.2,15.04
104281,104357.0,105407.0,121714.0,128641.0,119562.0,113642.0,116045.0,105733.0,120443.0,124656.57142857143,118230.6,0.0,1.5,52.5,20.8
118089,104281.0,104357.0,105407.0,124219.0,125449.0,112533.0,115824.0,108395.0,105733.0,121176.57142857143,118247.8,0.0,3.5,56.2,19.52
122150,118089.0,104281.0,104357.0,143580.0,135636.0,112466.0,115496.0,111306.0,108395.0,120300.85714285714,118692.63333333332,0.0,2.0,61.5,12.66
125374,122150.0,118089.0,104281.0,144678.0,127285.0,112234.0,112628.0,124072.0,111306.0,117239.42857142857,118896.13333333332,0.0,5.5,65.3,15.28
134942,125374.0,122150.0,118089.0,121714.0,125978.0,114713.0,111869.0,135911.0,124072.0,114481.71428571428,119214.46666666666,0.0,12.5,64.3,27.29
139282,134942.0,125374.0,122150.0,105407.0,131007.0,106969.0,104435.0,138728.0,135911.0,116371.42857142857,119862.66666666669,0.0,19.0,65.5,25.86
157383,139282.0,134942.0,125374.0,104357.0,143933.0,106379.0,101730.0,137443.0,138728.0,121210.71428571428,120751.13333333332,0.0,18.5,69.9,22.3
182078,157383.0,139282.0,134942.0,104281.0,128641.0,119562.0,113642.0,117827.0,137443.0,128785.85714285714,122268.26666666666,0.0,16.0,72.9,19.36
183066,182078.0,157383.0,139282.0,118089.0,124219.0,125449.0,112533.0,126037.0,117827.0,139899.7142857143,124856.36666666668,0.0,16.0,71.5,24.09
185200,183066.0,182078.0,157383.0,122150.0,143580.0,135636.0,112466.0,141241.0,126037.0,149182.14285714287,127567.56666666668,0.0,9.5,59.2,25.37
164490,185200.0,183066.0,182078.0,125374.0,144678.0,127285.0,112234.0,151018.0,141241.0,158189.2857142857,129952.83333333331,0.0,0.5,53.8,11.24
133401,164490.0,185200.0,183066.0,134942.0,121714.0,125978.0,114713.0,149906.0,151018.0,163777.2857142857,131684.73333333334,0.0,0.5,58.9,14.13
118807,133401.0,164490.0,185200.0,139282.0,105407.0,131007.0,106969.0,146423.0,149906.0,163557.14285714287,132382.56666666668,0.0,4.0,58.5,18.9
117076,118807.0,133401.0,164490.0,157383.0,104357.0,143933.0,106379.0,120480.0,146423.0,160632.14285714287,132601.66666666666,0.0,3.5,61.7,16.06
134552,117076.0,118807.0,133401.0,182078.0,104281.0,128641.0,119562.0,109258.0,120480.0,154874.0,132680.43333333332,0.0,8.0,59.9,24.62
