lag_0,lag_1,lag_2,lag_3,lag_7,lag_14,lag_21,lag_28,lag_365,lag_366,rolling_7,rolling_30,tmin_fc,tmax_fc,tavg_fc,dew_point_fc,rh_mean_fc,prcp_fc,snow_fc,snwd_fc,solar_rad_fc,cloud_cover_fc,hdd_fc,cdd_fc,tavg_3day_fc,cdd_3day_fc,hdd_3day_fc,is_weekend_next,is_holiday_next,daylight_hours_next
112983,116769.0,115575.0,122419.0,121029.0,128016.0,129517.0,133929.0,132901.0,131720.0,115972.3,123804.4,50.0,69.0,59.5,38.6,61.0,0.0,0.0,0.0,20.31,37.0,0.0,0.0,50.3,0.0,2.8,0.0,0.0,12.49
109059,112983.0,116769.0,115575.0,117898.0,126067.0,132096.0,138016.0,131634.0,132901.0,114822.9,123231.6,44.0,54.0,49.0,38.4,77.0,0.45,0.0,0.0,3.95,86.0,1.0,0.0,52.5,0.0,0.7,1.0,0.0,12.53
106277,109059.0,112983.0,116769.0,108006.0,114037.0,122125.0,129490.0,129664.0,131634.0,113560.1,122488.1,44.0,47.0,45.5,45.1,93.0,0.05,0.0,0.0,4.82,100.0,4.5,0.0,51.3,0.0,1.8,1.0,0.0,12.58
106911,106277.0,109059.0,112983.0,110110.0,112339.0,113235.0,126062.0,115078.0,129664.0,113313.1,121566.3,41.0,52.0,46.5,42.6,88.0,0.04,0.0,0.0,13.5,78.0,3.5,0.0,47.0,0.0,3.0,0.0,0.0,12.62
111212,106911.0,106277.0,109059.0,122419.0,125963.0,126959.0,131611.0,115241.0,115078.0,112856.1,120529.5,41.0,49.0,45.0,36.9,81.0,0.06,0.0,0.0,7.55,99.0,5.0,0.0,45.7,0.0,4.3,0.0,0.0,12.67
111690,111212.0,106911.0,106277.0,115575.0,123622.0,125748.0,128988.0,131674.0,115241.0,111255.1,119920.2,38.0,56.0,47.0,30.2,60.0,0.0,0.0,0.0,19.39,80.0,3.0,0.0,46.2,0.0,3.8,0.0,0.0,12.71
109617,111690.0,111212.0,106911.0,116769.0,120106.0,124617.0,128251.0,131047.0,131674.0,110700.1,119441.2,38.0,58.0,48.0,28.5,50.0,0.0,0.0,0.0,18.82,46.0,2.0,0.0,46.7,0.0,3.3,0.0,0.0,12.76
109109,109617.0,111690.0,111212.0,112983.0,121029.0,128016.0,129517.0,128648.0,131047.0,109678.4,118708.0,45.0,52.0,48.5,39.7,77.0,0.13,0.0,0.0,5.35,99.0,1.5,0.0,47.8,0.0,2.2,0.0,0.0,12.8
109396,109109.0,109617.0,111690.0,109059.0,117898.0,126067.0,132096.0,126966.0,128648.0,109125.0,118045.4,46.0,62.0,54.0,41.5,75.0,0.02,0.0,0.0,8.91,96.0,0.0,0.0,50.2,0.0,1.2,1.0,0.0,12.85
103204,109396.0,109109.0,109617.0,106277.0,108006.0,114037.0,122125.0,130603.0,126966.0,109173.1,117416.9,47.0,65.0,56.0,45.0,83.0,0.0,0.0,0.0,14.34,68.0,0.0,0.0,52.8,0.0,0.5,1.0,0.0,12.89
101605,103204.0,109396.0,109109.0,106911.0,110110.0,112339.0,113235.0,117035.0,130603.0,108734.1,116539.8,49.0,66.0,57.5,38.1,62.0,0.07,0.0,0.0,23.46,38.0,0.0,0.0,55.8,0.0,0.0,0.0,0.0,12.93
105411,101605.0,103204.0,109396.0,111212.0,122419.0,125963.0,126959.0,112880.0,117035.0,107976.1,115523.4,52.0,68.0,60.0,34.9,51.0,0.0,0.0,0.0,20.72,74.0,0.0,0.0,57.8,0.0,0.0,0.0,0.0,12.98
104373,105411.0,101605.0,103204.0,111690.0,115575.0,123622.0,125748.0,128595.0,112880.0,107147.4,114966.3,49.0,64.0,56.5,47.0,76.0,0.2,0.0,0.0,17.88,56.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,13.02
105413,104373.0,105411.0,101605.0,109617.0,116769.0,120106.0,124617.0,127521.0,128595.0,106102.1,114670.9,43.0,59.0,51.0,41.1,75.0,0.12,0.0,0.0,10.22,50.0,0.0,0.0,55.8,0.0,0.0,0.0,0.0,13.07
106910,105413.0,104373.0,105411.0,109109.0,112983.0,121029.0,128016.0,125957.0,127521.0,105501.6,113952.7,37.0,49.0,43.0,26.3,53.0,0.01,0.0,0.0,15.31,63.0,7.0,0.0,50.2,0.0,2.3,0.0,0.0,13.11
