lag_0,lag_1,lag_2,lag_3,lag_7,lag_14,lag_21,lag_28,lag_365,lag_366,rolling_7,rolling_30,tmin_fc,tmax_fc,tavg_fc,dew_point_fc,rh_mean_fc,prcp_fc,snow_fc,snwd_fc,solar_rad_fc,cloud_cover_fc,hdd_fc,cdd_fc,tavg_3day_fc,cdd_3day_fc,hdd_3day_fc,is_weekend_next,is_holiday_next,daylight_hours_next
144678,143580.0,124219.0,128641.0,127285.0,112234.0,112628.0,119535.0,114887.0,111744.0,132091.9,117867.3,49.0,69.0,59.0,45.4,63.0,1.22,0.0,0.0,13.99,81.0,0.0,0.0,69.2,6.2,0.0,0.0,0.0,14.83
121714,144678.0,143580.0,124219.0,125978.0,114713.0,111869.0,115848.0,119979.0,114887.0,134576.6,118901.1,47.0,51.0,49.0,45.5,85.0,0.46,0.0,0.0,5.71,100.0,1.0,0.0,60.3,2.7,0.3,1.0,0.0,14.85
105407,121714.0,144678.0,143580.0,131007.0,106969.0,104435.0,103765.0,127358.0,119979.0,133967.4,119084.6,47.0,51.0,49.0,46.8,89.0,0.89,0.0,0.0,4.65,100.0,1.0,0.0,52.3,0.0,0.7,1.0,0.0,14.87
104357,105407.0,121714.0,144678.0,143933.0,106379.0,101730.0,104744.0,120443.0,127358.0,130310.3,118613.6,49.0,70.0,59.5,48.2,73.0,0.02,0.0,0.0,15.04,83.0,0.0,0.0,52.5,0.0,0.7,0.0,1.0,14.89
104281,104357.0,105407.0,121714.0,128641.0,119562.0,113642.0,116045.0,105733.0,120443.0,124656.6,118230.6,57.0,76.0,66.5,52.5,72.0,0.0,0.0,0.0,20.8,88.0,0.0,1.5,58.3,0.5,0.3,0.0,0.0,14.91
118089,104281.0,104357.0,105407.0,124219.0,125449.0,112533.0,115824.0,108395.0,105733.0,121176.6,118247.8,62.0,75.0,68.5,56.2,77.0,0.0,0.0,0.0,19.52,94.0,0.0,3.5,64.8,1.7,0.0,0.0,0.0,14.93
122150,118089.0,104281.0,104357.0,143580.0,135636.0,112466.0,115496.0,111306.0,108395.0,120300.9,118692.6,60.0,74.0,67.0,61.5,91.0,0.38,0.0,0.0,12.66,98.0,0.0,2.0,67.3,2.3,0.0,0.0,0.0,14.95
125374,122150.0,118089.0,104281.0,144678.0,127285.0,112234.0,112628.0,124072.0,111306.0,117239.4,118896.1,63.0,78.0,70.5,65.3,87.0,0.39,0.0,0.0,15.28,79.0,0.0,5.5,68.7,3.7,0.0,0.0,0.0,14.96
134942,125374.0,122150.0,118089.0,121714.0,125978.0,114713.0,111869.0,135911.0,124072.0,114481.7,119214.5,66.0,89.0,77.5,64.3,71.0,0.0,0.0,0.0,27.29,13.0,0.0,12.5,71.7,6.7,0.0,1.0,0.0,14.98
139282,134942.0,125374.0,122150.0,105407.0,131007.0,106969.0,104435.0,138728.0,135911.0,116371.4,119862.7,76.0,92.0,84.0,65.5,65.0,0.0,0.0,0.0,25.86,17.0,0.0,19.0,77.3,12.3,0.0,1.0,0.0,15.0
157383,139282.0,134942.0,125374.0,104357.0,143933.0,106379.0,101730.0,137443.0,138728.0,121210.7,120751.1,76.0,91.0,83.5,69.9,77.0,0.07,0.0,0.0,22.3,54.0,0.0,18.5,81.7,16.7,0.0,0.0,0.0,15.01
182078,157383.0,139282.0,134942.0,104281.0,128641.0,119562.0,113642.0,117827.0,137443.0,128785.9,122268.3,72.0,90.0,81.0,72.9,86.0,0.47,0.0,0.0,19.36,84.0,0.0,16.0,82.8,17.8,0.0,0.0,0.0,15.02
183066,182078.0,157383.0,139282.0,118089.0,124219.0,125449.0,112533.0,126037.0,117827.0,139899.7,124856.4,72.0,90.0,81.0,71.5,81.0,0.01,0.0,0.0,24.09,76.0,0.0,16.0,81.8,16.8,0.0,0.0,0.0,15.04
185200,183066.0,182078.0,157383.0,122150.0,143580.0,135636.0,112466.0,141241.0,126037.0,149182.1,127567.6,65.0,84.0,74.5,59.2,64.0,0.0,0.0,0.0,25.37,59.0,0.0,9.5,78.8,13.8,0.0,0.0,0.0,15.05
164490,185200.0,183066.0,182078.0,125374.0,144678.0,127285.0,112234.0,151018.0,141241.0,158189.3,129952.8,62.0,69.0,65.5,53.8,69.0,0.0,0.0,0.0,11.24,85.0,0.0,0.5,73.7,8.7,0.0,0.0,0.0,15.06
133401,164490.0,185200.0,183066.0,134942.0,121714.0,125978.0,114713.0,149906.0,151018.0,163777.3,131684.7,62.0,69.0,65.5,58.9,80.0,0.0,0.0,0.0,14.13,80.0,0.0,0.5,68.5,3.5,0.0,1.0,0.0,15.07
118807,133401.0,164490.0,185200.0,139282.0,105407.0,131007.0,106969.0,146423.0,149906.0,163557.1,132382.6,62.0,76.0,69.0,58.5,77.0,0.01,0.0,0.0,18.9,61.0,0.0,4.0,66.7,1.7,0.0,1.0,0.0,15.08
117076,118807.0,133401.0,164490.0,157383.0,104357.0,143933.0,106379.0,120480.0,146423.0,160632.1,132601.7,64.0,73.0,68.5,61.7,84.0,0.22,0.0,0.0,16.06,77.0,0.0,3.5,67.7,2.7,0.0,0.0,0.0,15.08
134552,117076.0,118807.0,133401.0,182078.0,104281.0,128641.0,119562.0,109258.0,120480.0,154874.0,132680.4,66.0,80.0,73.0,59.9,74.0,0.0,0.0,0.0,24.62,44.0,0.0,8.0,70.2,5.2,0.0,0.0,0.0,15.09
142937,134552.0,117076.0,118807.0,183066.0,118089.0,124219.0,125449.0,121816.0,109258.0,148084.6,133599.9,62.0,77.0,69.5,49.7,56.0,0.0,0.0,0.0,29.93,11.0,0.0,4.5,70.3,5.3,0.0,0.0,0.0,15.09
135297,142937.0,134552.0,117076.0,185200.0,122150.0,143580.0,135636.0,124252.0,121816.0,142351.9,134818.5,57.0,78.0,67.5,46.9,54.0,0.0,0.0,0.0,30.29,17.0,0.0,2.5,70.0,5.0,0.0,0.0,0.0,15.1
132504,135297.0,142937.0,134552.0,164490.0,125374.0,144678.0,127285.0,127685.0,124252.0,135222.9,135343.0,63.0,84.0,73.5,53.1,58.0,0.0,0.0,0.0,27.42,50.0,0.0,8.5,70.2,5.2,0.0,0.0,1.0,15.1
141117,132504.0,135297.0,142937.0,133401.0,134942.0,121714.0,125978.0,134290.0,127685.0,130653.4,135578.1,65.0,88.0,76.5,62.4,66.0,0.14,0.0,0.0,21.2,96.0,0.0,11.5,72.5,7.5,0.0,1.0,1.0,15.1
144873,141117.0,132504.0,135297.0,118807.0,139282.0,105407.0,131007.0,140428.0,134290.0,131755.7,135760.8,66.0,86.0,76.0,65.7,77.0,0.0,0.0,0.0,23.68,38.0,0.0,11.0,75.3,10.3,0.0,1.0,0.0,15.1
147051,144873.0,141117.0,132504.0,117076.0,157383.0,104357.0,143933.0,139405.0,140428.0,135479.4,136347.1,75.0,86.0,80.5,71.1,83.0,0.0,0.0,0.0,22.52,74.0,0.0,15.5,77.7,12.7,0.0,0.0,0.0,15.1
180010,147051.0,144873.0,141117.0,134552.0,182078.0,104281.0,128641.0,143250.0,139405.0,139761.6,137049.5,59.0,78.0,68.5,64.4,85.0,0.24,0.0,0.0,9.87,91.0,0.0,3.5,75.0,10.0,0.0,0.0,0.0,15.1
155375,180010.0,147051.0,144873.0,142937.0,183066.0,118089.0,124219.0,169030.0,143250.0,146255.6,138683.0,55.0,76.0,65.5,47.8,58.0,0.0,0.0,0.0,26.35,32.0,0.0,0.5,71.5,6.5,0.0,0.0,0.0,15.1
129862,155375.0,180010.0,147051.0,135297.0,185200.0,122150.0,143580.0,171255.0,169030.0,148032.4,139064.4,61.0,77.0,69.0,53.1,66.0,0.0,0.0,0.0,28.69,22.0,0.0,4.0,67.7,2.7,0.0,0.0,0.0,15.1
133803,129862.0,155375.0,180010.0,132504.0,164490.0,125374.0,144678.0,167586.0,171255.0,147256.0,139105.1,64.0,81.0,72.5,59.2,77.0,0.0,0.0,0.0,28.53,76.0,0.0,7.5,69.0,4.0,0.0,0.0,0.0,15.09
138370,133803.0,129862.0,155375.0,141117.0,133401.0,134942.0,121714.0,157504.0,167586.0,147441.6,139424.5,68.0,83.0,75.5,68.8,87.0,0.04,0.0,0.0,19.55,87.0,0.0,10.5,72.3,7.3,0.0,1.0,0.0,15.09
147001,138370.0,133803.0,129862.0,144873.0,118807.0,139282.0,105407.0,157836.0,157504.0,147049.1,139250.9,73.0,90.0,81.5,71.7,81.0,0.0,0.0,0.0,19.62,82.0,0.0,16.5,76.5,11.5,0.0,1.0,0.0,15.08
159179,147001.0,138370.0,133803.0,147051.0,117076.0,157383.0,104357.0,147406.0,157836.0,147353.1,139328.3,76.0,92.0,84.0,71.6,72.0,0.0,0.0,0.0,24.68,66.0,0.0,19.0,80.3,15.3,0.0,0.0,0.0,15.07
194131,159179.0,147001.0,138370.0,180010.0,134552.0,182078.0,104281.0,156108.0,147406.0,149085.7,140577.1,78.0,95.0,86.5,73.1,71.0,0.0,0.0,0.0,25.12,17.0,0.0,21.5,84.0,19.0,0.0,0.0,0.0,15.07
206885,194131.0,159179.0,147001.0,155375.0,142937.0,183066.0,118089.0,166276.0,156108.0,151103.0,143534.6,73.0,98.0,85.5,70.8,64.0,0.65,0.0,0.0,24.37,22.0,0.0,20.5,85.3,20.3,0.0,0.0,0.0,15.06
212086,206885.0,194131.0,159179.0,129862.0,135297.0,185200.0,122150.0,154125.0,166276.0,158461.6,146952.2,72.0,84.0,78.0,69.9,79.0,0.9,0.0,0.0,13.59,71.0,0.0,13.0,83.3,18.3,0.0,0.0,0.0,15.05
185946,212086.0,206885.0,194131.0,133803.0,132504.0,164490.0,125374.0,152004.0,154125.0,170207.9,150545.7,62.0,79.0,70.5,68.4,89.0,0.67,0.0,0.0,11.53,100.0,0.0,5.5,78.0,13.0,0.0,0.0,0.0,15.04
161877,185946.0,212086.0,206885.0,138370.0,141117.0,133401.0,134942.0,163768.0,152004.0,177656.9,152807.6,59.0,66.0,62.5,60.1,88.0,0.34,0.0,0.0,11.15,98.0,0.0,0.0,70.3,6.2,0.0,1.0,0.0,15.02
120541,161877.0,185946.0,212086.0,147001.0,144873.0,118807.0,139282.0,166411.0,163768.0,181015.0,154131.8,60.0,79.0,69.5,60.6,77.0,0.0,0.0,0.0,23.67,42.0,0.0,4.5,67.5,3.3,0.0,1.0,1.0,15.01
118334,120541.0,161877.0,185946.0,159179.0,147051.0,117076.0,157383.0,145710.0,166411.0,177235.0,153970.7,67.0,83.0,75.0,66.8,82.0,0.0,0.0,0.0,22.28,30.0,0.0,10.0,69.0,4.8,0.0,0.0,1.0,15.0
141039,118334.0,120541.0,161877.0,194131.0,180010.0,134552.0,182078.0,155847.0,145710.0,171400.0,153417.1,71.0,92.0,81.5,69.4,73.0,0.55,0.0,0.0,24.7,81.0,0.0,16.5,75.3,10.3,0.0,0.0,0.0,14.98
178255,141039.0,118334.0,120541.0,206885.0,155375.0,142937.0,183066.0,176113.0,155847.0,163815.4,153475.7,71.0,91.0,81.0,73.2,80.0,0.0,0.0,0.0,24.42,24.0,0.0,16.0,79.2,14.2,0.0,0.0,0.0,14.97
190084,178255.0,141039.0,118334.0,212086.0,129862.0,135297.0,185200.0,167938.0,176113.0,159725.4,154171.4,71.0,84.0,77.5,72.1,88.0,2.27,0.0,0.0,14.96,91.0,0.0,12.5,80.0,15.0,0.0,0.0,0.0,14.95
184239,190084.0,178255.0,141039.0,185946.0,133803.0,132504.0,164490.0,175949.0,167938.0,156582.3,154438.3,70.0,85.0,77.5,70.1,82.0,2.06,0.0,0.0,17.21,85.0,0.0,12.5,78.7,13.7,0.0,0.0,0.0,14.93
172232,184239.0,190084.0,178255.0,161877.0,138370.0,141117.0,133401.0,180313.0,175949.0,156338.4,154477.4,68.0,81.0,74.5,68.2,83.0,0.27,0.0,0.0,18.81,47.0,0.0,9.5,76.5,11.5,0.0,1.0,0.0,14.91
152105,172232.0,184239.0,190084.0,120541.0,147001.0,144873.0,118807.0,168873.0,180313.0,157817.7,154045.1,70.0,78.0,74.0,69.0,88.0,0.01,0.0,0.0,10.85,88.0,0.0,9.0,75.3,10.3,0.0,1.0,0.0,14.89
146754,152105.0,172232.0,184239.0,118334.0,159179.0,147051.0,117076.0,161294.0,168873.0,162326.9,153632.3,72.0,86.0,79.0,73.7,91.0,1.42,0.0,0.0,13.92,95.0,0.0,14.0,75.8,10.8,0.0,0.0,0.0,14.87
176422,146754.0,152105.0,172232.0,141039.0,194131.0,180010.0,134552.0,157805.0,161294.0,166386.9,154077.4,69.0,72.0,70.5,70.0,91.0,0.0,0.0,0.0,10.24,100.0,0.0,5.5,74.5,9.5,0.0,0.0,0.0,14.85
157758,176422.0,146754.0,152105.0,178255.0,206885.0,155375.0,142937.0,176295.0,157805.0,171441.6,155997.9,69.0,87.0,78.0,71.4,85.0,0.0,0.0,0.0,20.1,78.0,0.0,13.0,75.8,10.8,0.0,0.0,0.0,14.83
169728,157758.0,176422.0,146754.0,190084.0,212086.0,129862.0,135297.0,170243.0,176295.0,168513.4,157354.0,74.0,89.0,81.5,71.7,81.0,0.0,0.0,0.0,23.07,47.0,0.0,16.5,76.7,11.7,0.0,0.0,0.0,14.81
183799,169728.0,157758.0,176422.0,184239.0,185946.0,133803.0,132504.0,164706.0,170243.0,165605.4,158526.5,79.0,91.0,85.0,71.5,73.0,0.0,0.0,0.0,24.56,43.0,0.0,20.0,81.5,16.5,0.0,0.0,0.0,14.78
198095,183799.0,169728.0,157758.0,172232.0,161877.0,138370.0,141117.0,153193.0,164706.0,165542.6,159888.6,73.0,91.0,82.0,74.1,83.0,0.62,0.0,0.0,22.27,87.0,0.0,17.0,82.8,17.8,0.0,1.0,0.0,14.76
181974,198095.0,183799.0,169728.0,152105.0,120541.0,147001.0,144873.0,159279.0,153193.0,169237.3,161981.8,72.0,84.0,78.0,70.0,79.0,0.03,0.0,0.0,21.59,77.0,0.0,13.0,81.7,16.7,0.0,1.0,0.0,14.73
163541,181974.0,198095.0,183799.0,146754.0,118334.0,159179.0,147051.0,164104.0,159279.0,173504.3,163630.8,71.0,81.0,76.0,66.1,74.0,0.01,0.0,0.0,21.42,52.0,0.0,11.0,78.7,13.7,0.0,0.0,0.0,14.71
167678,163541.0,181974.0,198095.0,176422.0,141039.0,194131.0,180010.0,177705.0,164104.0,175902.4,164378.3,73.0,86.0,79.5,68.7,74.0,0.0,0.0,0.0,25.12,10.0,0.0,14.5,77.8,12.8,0.0,0.0,0.0,14.68
178188,167678.0,163541.0,181974.0,157758.0,178255.0,206885.0,155375.0,206726.0,177705.0,174653.3,165138.5,70.0,80.0,75.0,67.3,77.0,0.05,0.0,0.0,20.53,30.0,0.0,10.0,76.8,11.8,0.0,0.0,0.0,14.65
172786,178188.0,167678.0,163541.0,169728.0,190084.0,212086.0,129862.0,197281.0,206726.0,177571.9,166176.4,67.0,81.0,74.0,59.6,67.0,0.0,0.0,0.0,23.94,39.0,0.0,9.0,76.2,11.2,0.0,0.0,0.0,14.62
157731,172786.0,178188.0,167678.0,183799.0,184239.0,185946.0,133803.0,199626.0,197281.0,178008.7,165935.6,67.0,83.0,75.0,57.9,62.0,0.01,0.0,0.0,24.76,18.0,0.0,10.0,74.7,9.7,0.0,0.0,0.0,14.6
153539,157731.0,172786.0,178188.0,198095.0,172232.0,161877.0,138370.0,189744.0,199626.0,174284.7,166014.1,67.0,84.0,75.5,62.3,72.0,0.0,0.0,0.0,24.79,40.0,0.0,10.5,74.8,9.8,0.0,1.0,0.0,14.57
144541,153539.0,157731.0,172786.0,181974.0,152105.0,120541.0,147001.0,174543.0,189744.0,167919.6,166803.3,66.0,83.0,74.5,68.1,78.0,0.49,0.0,0.0,15.3,71.0,0.0,9.5,75.0,10.0,0.0,1.0,0.0,14.54
150491,144541.0,153539.0,157731.0,163541.0,146754.0,118334.0,159179.0,168864.0,174543.0,162572.0,167161.3,72.0,88.0,80.0,66.7,70.0,0.78,0.0,0.0,24.38,63.0,0.0,15.0,76.7,11.7,0.0,0.0,0.0,14.51
181389,150491.0,144541.0,153539.0,167678.0,176422.0,141039.0,194131.0,178655.0,168864.0,160707.7,167565.3,73.0,89.0,81.0,64.9,67.0,0.0,0.0,0.0,23.76,21.0,0.0,16.0,78.5,13.5,0.0,0.0,0.0,14.48
181143,181389.0,150491.0,144541.0,178188.0,157758.0,178255.0,206885.0,201034.0,178655.0,162666.4,168711.6,69.0,81.0,75.0,64.1,73.0,0.14,0.0,0.0,23.57,25.0,0.0,10.0,78.7,13.7,0.0,0.0,0.0,14.45
170345,181143.0,181389.0,150491.0,172786.0,169728.0,190084.0,212086.0,208612.0,201034.0,163088.6,169443.7,69.0,77.0,73.0,68.4,87.0,0.47,0.0,0.0,13.47,62.0,0.0,8.0,76.3,11.3,0.0,0.0,0.0,14.41
164946,170345.0,181143.0,181389.0,157731.0,183799.0,184239.0,185946.0,200098.0,208612.0,162739.9,168650.8,67.0,82.0,74.5,61.1,68.0,0.0,0.0,0.0,25.87,12.0,0.0,9.5,74.2,9.2,0.0,0.0,0.0,14.38
157158,164946.0,170345.0,181143.0,153539.0,198095.0,172232.0,161877.0,196658.0,200098.0,163770.6,167252.9,60.0,77.0,68.5,53.4,62.0,0.0,0.0,0.0,26.48,8.0,0.0,3.5,72.0,7.0,0.0,1.0,0.0,14.35
129226,157158.0,164946.0,170345.0,144541.0,181974.0,152105.0,120541.0,174916.0,196658.0,164287.6,165421.9,66.0,77.0,71.5,60.8,73.0,0.04,0.0,0.0,18.15,49.0,0.0,6.5,71.5,6.5,0.0,1.0,0.0,14.31
132174,129226.0,157158.0,164946.0,150491.0,163541.0,146754.0,118334.0,166262.0,174916.0,162099.7,163531.3,63.0,80.0,71.5,58.5,68.0,0.0,0.0,0.0,24.6,19.0,0.0,6.5,70.5,5.5,0.0,0.0,0.0,14.28
145959,132174.0,129226.0,157158.0,181389.0,167678.0,176422.0,141039.0,178006.0,166262.0,159483.0,162541.2,65.0,79.0,72.0,56.3,65.0,0.0,0.0,0.0,14.04,85.0,0.0,7.0,71.7,6.7,0.0,0.0,0.0,14.24
143955,145959.0,132174.0,129226.0,181143.0,178188.0,157758.0,178255.0,192243.0,178006.0,154421.6,163388.4,67.0,76.0,71.5,60.5,72.0,0.0,0.0,0.0,12.75,99.0,0.0,6.5,71.7,6.7,0.0,0.0,0.0,14.21
144567,143955.0,145959.0,132174.0,170345.0,172786.0,169728.0,190084.0,173030.0,192243.0,149109.0,164242.5,69.0,81.0,75.0,63.0,76.0,0.0,0.0,0.0,13.11,52.0,0.0,10.0,72.8,7.8,0.0,0.0,0.0,14.17
149371,144567.0,143955.0,145959.0,164946.0,157731.0,183799.0,184239.0,175850.0,173030.0,145426.4,164360.1,70.0,88.0,79.0,63.8,69.0,0.0,0.0,0.0,23.0,26.0,0.0,14.0,75.2,10.2,0.0,0.0,0.0,14.14
163006,149371.0,144567.0,143955.0,157158.0,153539.0,198095.0,172232.0,165168.0,175850.0,143201.4,163397.3,73.0,87.0,80.0,63.7,65.0,0.0,0.0,0.0,20.57,93.0,0.0,15.0,78.0,13.0,0.0,1.0,0.0,14.1
154929,163006.0,149371.0,144567.0,129226.0,144541.0,181974.0,152105.0,156931.0,165168.0,144036.9,162494.7,66.0,77.0,71.5,63.9,80.0,0.21,0.0,0.0,10.55,96.0,0.0,6.5,76.8,11.8,0.0,1.0,0.0,14.06
139597,154929.0,163006.0,149371.0,132174.0,150491.0,163541.0,146754.0,149407.0,156931.0,147708.7,161517.7,69.0,81.0,75.0,68.0,84.0,0.0,0.0,0.0,15.4,85.0,0.0,10.0,75.5,10.5,0.0,0.0,0.0,14.02
158928,139597.0,154929.0,163006.0,145959.0,181389.0,167678.0,176422.0,158993.0,149407.0,148769.1,160429.8,71.0,84.0,77.5,71.8,89.0,0.83,0.0,0.0,14.93,68.0,0.0,12.5,74.7,9.7,0.0,0.0,0.0,13.99
171450,158928.0,139597.0,154929.0,143955.0,181143.0,178188.0,157758.0,192624.0,158993.0,150621.9,160657.3,73.0,89.0,81.0,74.3,83.0,0.18,0.0,0.0,21.43,64.0,0.0,16.0,77.8,12.8,0.0,0.0,0.0,13.95
187093,171450.0,158928.0,139597.0,144567.0,170345.0,172786.0,169728.0,196654.0,192624.0,154549.7,161480.5,74.0,93.0,83.5,72.1,72.0,0.0,0.0,0.0,23.94,45.0,0.0,18.5,80.7,15.7,0.0,0.0,0.0,13.91
195957,187093.0,171450.0,158928.0,149371.0,164946.0,157731.0,183799.0,194976.0,196654.0,160624.9,161836.2,78.0,94.0,86.0,72.3,70.0,0.0,0.0,0.0,23.53,41.0,0.0,21.0,83.5,18.5,0.0,0.0,0.0,13.87
202936,195957.0,187093.0,171450.0,163006.0,157158.0,153539.0,198095.0,176561.0,194976.0,167280.0,163109.5,76.0,88.0,82.0,70.3,71.0,0.0,0.0,0.0,18.01,71.0,0.0,17.0,83.8,18.8,0.0,1.0,0.0,13.83
185433,202936.0,195957.0,187093.0,154929.0,129226.0,144541.0,181974.0,173737.0,176561.0,172984.3,164216.4,70.0,83.0,76.5,57.7,56.0,0.0,0.0,0.0,24.12,69.0,0.0,11.5,81.5,16.5,0.0,1.0,0.0,13.79
153218,185433.0,202936.0,195957.0,139597.0,132174.0,150491.0,163541.0,149644.0,173737.0,177342.0,164270.9,69.0,83.0,76.0,62.3,69.0,0.0,0.0,0.0,15.79,81.0,0.0,11.0,78.2,13.2,0.0,0.0,0.0,13.75
165007,153218.0,185433.0,202936.0,158928.0,145959.0,181389.0,167678.0,132458.0,149644.0,179287.9,162775.0,73.0,81.0,77.0,66.7,76.0,0.0,0.0,0.0,12.42,96.0,0.0,12.0,76.5,11.5,0.0,0.0,0.0,13.71
166593,165007.0,153218.0,185433.0,171450.0,143955.0,181143.0,178188.0,146349.0,132458.0,180156.3,162209.4,74.0,83.0,78.5,72.0,88.0,0.0,0.0,0.0,11.31,94.0,0.0,13.5,77.2,12.2,0.0,0.0,0.0,13.67
177119,166593.0,165007.0,153218.0,187093.0,144567.0,170345.0,172786.0,151335.0,146349.0,179462.4,162311.1,75.0,85.0,80.0,72.0,79.0,0.2,0.0,0.0,16.44,84.0,0.0,15.0,78.5,13.5,0.0,0.0,0.0,13.63
186082,177119.0,166593.0,165007.0,195957.0,149371.0,164946.0,157731.0,148208.0,151335.0,178037.6,162625.8,75.0,82.0,78.5,69.3,79.0,0.0,0.0,0.0,9.52,92.0,0.0,13.5,79.0,14.0,0.0,0.0,0.0,13.59
175365,186082.0,177119.0,166593.0,202936.0,163006.0,157158.0,153539.0,143655.0,148208.0,176626.9,162889.0,73.0,82.0,77.5,72.2,86.0,4.45,0.0,0.0,12.77,87.0,0.0,12.5,78.7,13.7,0.0,1.0,0.0,13.55
162279,175365.0,186082.0,177119.0,185433.0,154929.0,129226.0,144541.0,155925.0,143655.0,172688.1,162974.9,70.0,76.0,73.0,72.0,94.0,2.67,0.0,0.0,2.5,100.0,0.0,8.0,76.3,11.3,0.0,1.0,0.0,13.51
151885,162279.0,175365.0,186082.0,153218.0,139597.0,132174.0,150491.0,159428.0,155925.0,169380.4,163126.5,71.0,83.0,77.0,71.3,85.0,1.07,0.0,0.0,14.34,61.0,0.0,12.0,75.8,10.8,0.0,0.0,0.0,13.47
168032,151885.0,162279.0,175365.0,165007.0,158928.0,145959.0,181389.0,161737.0,159428.0,169190.0,163071.4,72.0,89.0,80.5,69.4,76.0,0.0,0.0,0.0,23.55,4.0,0.0,15.5,76.8,11.8,0.0,0.0,0.0,13.42
181545,168032.0,151885.0,162279.0,166593.0,171450.0,143955.0,181143.0,187477.0,161737.0,169622.1,163854.4,72.0,91.0,81.5,69.3,74.0,0.0,0.0,0.0,21.51,31.0,0.0,16.5,79.7,14.7,0.0,0.0,0.0,13.38
189996,181545.0,168032.0,151885.0,177119.0,187093.0,144567.0,170345.0,186000.0,187477.0,171758.1,164889.6,78.0,91.0,84.5,73.3,79.0,0.0,0.0,0.0,21.4,16.0,0.0,19.5,82.2,17.2,0.0,0.0,0.0,13.34
202186,189996.0,181545.0,168032.0,186082.0,195957.0,149371.0,164946.0,152877.0,186000.0,173597.7,165176.5,75.0,93.0,84.0,73.9,81.0,0.67,0.0,0.0,20.2,33.0,0.0,19.0,83.3,18.3,0.0,0.0,0.0,13.3
201023,202186.0,189996.0,181545.0,175365.0,202936.0,163006.0,157158.0,169235.0,152877.0,175898.3,165877.9,68.0,80.0,74.0,68.2,84.0,0.0,0.0,0.0,9.84,91.0,0.0,9.0,80.8,15.8,0.0,1.0,0.0,13.25
154176,201023.0,202186.0,189996.0,162279.0,185433.0,154929.0,129226.0,169728.0,169235.0,179563.7,166900.5,67.0,76.0,71.5,66.3,83.0,0.0,0.0,0.0,7.16,90.0,0.0,6.5,76.5,11.5,0.0,1.0,0.0,13.21
136489,154176.0,201023.0,202186.0,151885.0,153218.0,139597.0,132174.0,157366.0,169728.0,178406.1,166541.5,73.0,85.0,79.0,72.4,88.0,0.0,0.0,0.0,13.15,69.0,0.0,14.0,74.8,9.8,0.0,0.0,0.0,13.17
175220,136489.0,154176.0,201023.0,168032.0,165007.0,158928.0,145959.0,136586.0,157366.0,176206.7,165852.5,73.0,83.0,78.0,67.4,76.0,0.0,0.0,0.0,17.87,92.0,0.0,13.0,76.2,11.2,0.0,0.0,0.0,13.12
176635,175220.0,136489.0,154176.0,181545.0,166593.0,171450.0,143955.0,142345.0,136586.0,177233.6,167385.7,63.0,78.0,70.5,67.1,89.0,7.13,0.0,0.0,3.22,100.0,0.0,5.5,75.8,10.8,0.0,0.0,0.0,13.08
159108,176635.0,175220.0,136489.0,189996.0,177119.0,187093.0,144567.0,148628.0,142345.0,176532.1,168867.7,61.0,77.0,69.0,54.6,67.0,0.1,0.0,0.0,22.68,35.0,0.0,4.0,72.5,7.5,0.0,0.0,0.0,13.04
135740,159108.0,176635.0,175220.0,202186.0,186082.0,195957.0,149371.0,159644.0,148628.0,172119.6,169306.0,59.0,74.0,66.5,54.1,69.0,0.0,0.0,0.0,16.91,25.0,0.0,1.5,68.7,3.7,0.0,0.0,0.0,13.0
131258,135740.0,159108.0,176635.0,201023.0,175365.0,202936.0,163006.0,165090.0,159644.0,162627.3,169032.2,61.0,79.0,70.0,57.7,73.0,0.0,0.0,0.0,21.07,51.0,0.0,5.0,68.5,3.5,0.0,1.0,0.0,12.95
125285,131258.0,135740.0,159108.0,154176.0,162279.0,185433.0,154929.0,164625.0,165090.0,152660.9,168588.5,67.0,74.0,70.5,64.1,83.0,0.02,0.0,0.0,9.73,86.0,0.0,5.5,69.0,4.0,0.0,1.0,0.0,12.91
128107,125285.0,131258.0,135740.0,136489.0,151885.0,153218.0,139597.0,135671.0,164625.0,148533.6,167785.7,69.0,81.0,75.0,62.8,75.0,0.0,0.0,0.0,20.62,33.0,0.0,10.0,71.8,6.8,0.0,0.0,1.0,12.87
138924,128107.0,125285.0,131258.0,175220.0,168032.0,165007.0,158928.0,134051.0,135671.0,147336.1,166622.4,65.0,79.0,72.0,58.6,72.0,0.0,0.0,0.0,22.09,4.0,0.0,7.0,72.5,7.5,0.0,0.0,0.0,12.82
149054,138924.0,128107.0,125285.0,176635.0,181545.0,166593.0,171450.0,139862.0,134051.0,142151.0,166088.9,70.0,82.0,76.0,66.0,77.0,0.0,0.0,0.0,16.73,39.0,0.0,11.0,74.3,9.3,0.0,0.0,0.0,12.78
163652,149054.0,138924.0,128107.0,159108.0,189996.0,177119.0,187093.0,160943.0,139862.0,138210.9,166404.1,68.0,76.0,72.0,67.9,92.0,0.26,0.0,0.0,4.24,96.0,0.0,7.0,73.3,8.3,0.0,0.0,0.0,12.73
156434,163652.0,149054.0,138924.0,135740.0,202186.0,186082.0,195957.0,163131.0,160943.0,138860.0,166561.6,63.0,74.0,68.5,54.8,67.0,0.0,0.0,0.0,21.63,10.0,0.0,3.5,72.2,7.2,0.0,0.0,0.0,12.69
