date,rh_mean,rh_max,dew_point,solar_rad,cloud_cover,daylight_hours,sunshine_hours
2024-09-28,83,90,59.5,3.67,90,11.87,0.0
2024-09-29,84,92,58.0,3.79,99,11.83,0.0
2024-09-30,75,94,55.7,14.55,94,11.78,9.82
2024-10-01,76,91,55.1,11.84,78,11.74,9.88
2024-10-02,76,95,53.2,10.45,68,11.69,7.14
2024-10-03,77,93,56.0,11.19,77,11.65,8.23
2024-10-04,83,100,57.4,13.27,87,11.6,9.99
2024-10-05,68,97,53.3,16.84,18,11.56,11.09
2024-10-06,72,87,51.2,16.69,17,11.52,11.0
2024-10-07,67,91,52.4,14.54,48,11.47,9.21
2024-10-08,56,81,42.1,15.44,28,11.43,10.74
2024-10-09,56,87,41.7,13.06,34,11.38,10.02
2024-10-10,55,74,37.0,16.09,5,11.34,10.9
2024-10-11,58,86,40.1,16.51,1,11.29,10.86
2024-10-12,46,58,41.8,16.39,14,11.25,10.85
2024-10-13,63,93,48.1,14.42,58,11.2,10.02
2024-10-14,70,100,43.8,14.12,42,11.16,10.37
2024-10-15,58,78,34.0,14.19,26,11.12,10.79
2024-10-16,55,75,33.2,12.81,19,11.07,10.77
2024-10-17,58,81,33.4,15.04,23,11.03,10.25
2024-10-18,50,71,33.9,15.33,0,10.99,10.74
2024-10-19,58,86,40.0,15.04,0,10.95,10.72
2024-10-20,57,84,40.3,15.18,3,10.9,10.7
2024-10-21,54,87,44.4,14.43,1,10.86,10.68
2024-10-22,65,84,52.5,13.94,1,10.82,10.66
2024-10-23,65,83,51.3,13.91,7,10.78,10.62
2024-10-24,55,72,44.2,13.96,16,10.73,10.35
2024-10-25,53,79,35.4,14.21,17,10.69,10.54
2024-10-26,47,65,35.3,13.73,19,10.65,10.24
2024-10-27,48,78,27.4,14.05,39,10.61,10.41
2024-10-28,62,93,34.1,13.2,28,10.57,10.22
2024-10-29,81,95,48.8,8.41,67,10.53,7.45
2024-10-30,74,100,52.9,12.17,79,10.49,9.0
2024-10-31,66,95,54.6,12.06,75,10.45,9.12
2024-11-01,51,74,49.1,10.03,48,10.4,6.78
2024-11-02,50,63,35.2,12.66,4,10.37,9.99
2024-11-03,48,68,25.6,12.78,11,10.33,9.89
2024-11-04,70,90,38.4,11.24,69,10.29,8.37
2024-11-05,78,96,52.5,11.16,25,10.25,9.7
2024-11-06,66,87,56.9,11.34,20,10.21,9.49
2024-11-07,66,94,51.3,11.13,39,10.18,9.29
2024-11-08,54,86,37.5,11.8,5,10.14,9.67
2024-11-09,40,52,23.5,11.99,7,10.1,9.66
2024-11-10,63,87,34.9,5.57,89,10.07,3.03
2024-11-11,72,94,49.9,10.4,44,10.03,9.47
2024-11-12,49,68,30.8,11.01,6,10.0,9.59
2024-11-13,42,58,19.5,11.43,3,9.96,9.56
2024-11-14,47,68,21.7,9.15,82,9.93,6.71
2024-11-15,45,62,26.6,9.84,59,9.89,8.32
2024-11-16,37,54,25.4,10.83,0,9.86,9.4
2024-11-17,37,50,26.1,10.42,55,9.83,9.0
2024-11-18,49,59,35.6,10.33,44,9.8,9.32
2024-11-19,51,74,33.2,8.86,62,9.77,7.35
2024-11-20,58,75,38.3,7.33,55,9.74,7.42
2024-11-21,91,97,44.9,1.39,100,9.71,0.0
2024-11-22,90,100,35.3,2.9,100,9.68,0.7
2024-11-23,77,96,35.3,8.62,66,9.65,9.16
2024-11-24,63,73,34.1,7.57,56,9.62,8.41
2024-11-25,69,83,34.5,9.67,49,9.59,9.0
2024-11-26,74,96,43.0,5.53,56,9.57,5.77
2024-11-27,68,81,32.7,9.32,65,9.54,8.96
2024-11-28,84,97,39.7,1.53,84,9.52,0.96
2024-11-29,71,88,30.3,6.03,29,9.5,5.0
2024-11-30,57,69,19.2,9.23,13,9.48,8.55
2024-12-01,55,72,15.8,8.77,30,9.46,8.95
2024-12-02,59,70,18.9,8.83,11,9.44,8.87
2024-12-03,64,78,22.6,8.41,11,9.42,8.86
2024-12-04,63,89,20.8,6.39,61,9.4,5.46
2024-12-05,68,88,26.0,7.74,64,9.38,7.09
2024-12-06,56,63,16.2,5.89,63,9.36,6.43
2024-12-07,58,66,20.0,8.96,48,9.35,8.79
2024-12-08,55,71,26.8,7.85,64,9.33,8.1
2024-12-09,85,100,37.5,3.36,78,9.32,2.79
2024-12-10,96,99,45.3,2.21,100,9.31,0.16
2024-12-11,94,100,53.5,1.45,100,9.29,0.0
2024-12-12,55,78,19.6,7.57,23,9.28,7.83
2024-12-13,52,61,12.5,9.0,3,9.27,8.81
2024-12-14,54,70,12.5,9.02,7,9.27,8.8
2024-12-15,66,82,20.2,5.85,95,9.26,5.03
2024-12-16,95,99,39.6,1.61,100,9.25,0.0
2024-12-17,84,97,45.9,7.12,68,9.25,6.97
2024-12-18,80,96,37.1,8.46,38,9.25,8.66
2024-12-19,71,95,30.7,8.22,70,9.24,7.77
2024-12-20,80,89,28.0,2.15,100,9.24,0.09
2024-12-21,74,92,19.8,8.27,71,9.24,7.0
2024-12-22,60,73,4.7,9.32,8,9.24,8.9
2024-12-23,60,70,2.8,9.14,33,9.25,8.79
2024-12-24,80,87,23.8,5.87,77,9.25,5.07
2024-12-25,80,92,21.9,5.94,57,9.25,6.67
2024-12-26,71,79,15.2,9.1,14,9.26,8.95
2024-12-27,78,90,19.4,8.12,61,9.27,8.66
2024-12-28,96,100,37.8,2.37,100,9.27,1.79
2024-12-29,93,100,46.9,5.55,99,9.28,5.0
2024-12-30,77,97,44.9,7.96,46,9.29,8.44
2024-12-31,77,93,36.3,8.44,43,9.3,8.52
2025-01-01,81,99,39.2,6.16,49,9.31,5.13
2025-01-02,55,66,22.0,7.46,31,9.33,7.51
2025-01-03,58,67,19.6,8.5,37,9.34,8.51
2025-01-04,50,65,12.9,6.44,51,9.36,8.5
2025-01-05,52,61,12.8,6.6,54,9.37,7.77
2025-01-06,75,83,20.8,2.06,100,9.39,0.0
2025-01-07,62,66,11.6,6.59,77,9.41,6.09
2025-01-08,48,57,7.4,7.85,52,9.43,8.89
2025-01-09,52,62,9.5,9.12,57,9.45,9.1
2025-01-10,54,64,15.7,9.27,59,9.47,8.29
2025-01-11,72,85,21.9,5.7,80,9.49,4.08
2025-01-12,65,79,22.1,8.84,34,9.51,9.34
2025-01-13,65,76,23.2,8.1,36,9.54,8.37
2025-01-14,49,63,12.0,10.05,33,9.56,9.4
2025-01-15,49,60,9.0,8.74,35,9.59,9.38
2025-01-16,57,75,12.8,7.84,77,9.61,5.62
2025-01-17,65,80,20.2,9.05,24,9.64,7.78
2025-01-18,81,98,31.4,2.71,85,9.67,0.64
2025-01-19,89,96,30.3,1.85,67,9.7,0.0
2025-01-20,66,83,9.7,10.77,43,9.73,9.57
2025-01-21,62,70,1.4,9.62,65,9.76,7.64
2025-01-22,54,67,-2.8,11.47,28,9.79,9.63
2025-01-23,54,64,3.1,10.41,46,9.82,8.97
2025-01-24,62,79,10.2,11.53,11,9.85,9.69
2025-01-25,66,85,10.1,11.32,30,9.89,9.72
2025-01-26,64,72,19.2,10.18,87,9.92,9.0
2025-01-27,58,72,16.7,11.9,30,9.95,9.75
2025-01-28,54,66,17.6,9.86,67,9.99,7.52
2025-01-29,53,64,22.9,10.75,39,10.02,9.77
2025-01-30,51,65,11.8,11.74,38,10.06,9.79
2025-01-31,91,99,35.0,2.51,100,10.09,0.0
2025-02-01,69,97,22.5,8.4,61,10.13,8.0
2025-02-02,56,93,9.3,7.11,83,10.17,4.62
2025-02-03,85,95,30.8,8.99,87,10.21,8.18
2025-02-04,67,89,27.5,11.23,50,10.24,8.3
2025-02-05,51,65,13.3,11.27,93,10.28,7.73
2025-02-06,88,97,29.8,3.56,87,10.32,0.56
2025-02-07,64,99,21.9,12.15,53,10.36,9.93
2025-02-08,57,95,15.1,8.38,86,10.4,5.0
2025-02-09,86,100,27.9,11.04,85,10.44,7.44
2025-02-10,71,80,19.3,12.3,58,10.48,9.11
2025-02-11,75,87,16.9,9.16,93,10.52,2.26
2025-02-12,87,95,27.3,7.14,100,10.57,0.0
2025-02-13,89,98,34.1,5.99,87,10.61,2.82
2025-02-14,57,67,15.7,14.38,37,10.65,10.05
2025-02-15,67,98,19.5,5.37,100,10.69,1.26
2025-02-16,95,100,35.2,2.08,95,10.73,0.0
2025-02-17,50,67,12.5,10.96,59,10.77,9.52
2025-02-18,35,49,-1.7,15.19,21,10.82,10.36
2025-02-19,46,62,4.7,13.54,61,10.86,10.0
2025-02-20,57,66,10.1,11.39,67,10.9,6.35
2025-02-21,55,63,10.6,15.56,33,10.94,10.42
2025-02-22,57,69,14.4,15.89,35,10.99,10.06
2025-02-23,56,72,21.8,15.11,68,11.03,9.44
2025-02-24,67,85,27.5,15.04,75,11.08,10.12
2025-02-25,67,79,34.0,12.3,77,11.12,7.98
2025-02-26,68,89,33.1,15.26,38,11.17,9.81
2025-02-27,80,87,40.6,6.16,100,11.21,0.85
2025-02-28,58,84,27.4,16.91,46,11.26,10.05
2025-03-01,52,63,27.2,14.01,48,11.3,8.44
2025-03-02,40,50,3.9,17.76,26,11.35,10.85
2025-03-03,44,59,9.3,16.84,26,11.39,10.94
2025-03-04,60,71,27.3,14.15,33,11.44,9.32
2025-03-05,81,97,43.5,4.67,84,11.48,0.23
2025-03-06,70,97,38.9,15.76,72,11.53,9.0
2025-03-07,46,62,18.5,16.35,37,11.57,11.42
2025-03-08,49,71,19.9,15.83,42,11.61,10.24
2025-03-09,53,69,22.4,14.91,24,11.66,11.51
2025-03-10,57,73,34.1,18.65,7,11.7,11.56
2025-03-11,66,84,37.8,18.92,8,11.75,11.6
2025-03-12,52,75,28.2,16.62,52,11.79,11.58
2025-03-13,72,83,33.0,18.34,42,11.84,11.69
2025-03-14,77,92,36.1,18.92,50,11.89,11.74
2025-03-15,92,98,41.7,6.77,100,11.93,0.4
2025-03-16,93,100,52.5,6.72,100,11.98,0.0
2025-03-17,80,98,46.1,5.96,87,12.02,0.08
2025-03-18,53,69,27.6,20.72,7,12.07,11.89
2025-03-19,66,84,35.3,20.27,37,12.12,11.88
2025-03-20,94,98,44.6,8.29,100,12.16,0.49
2025-03-21,56,96,27.4,21.17,29,12.21,11.97
2025-03-22,57,70,31.6,17.74,55,12.25,11.05
2025-03-23,51,71,20.4,21.54,45,12.3,11.25
2025-03-24,88,98,40.9,3.82,86,12.34,0.76
2025-03-25,57,97,31.7,20.55,69,12.39,12.0
2025-03-26,57,76,27.9,15.15,62,12.43,10.03
2025-03-27,52,75,22.4,22.42,0,12.48,12.0
2025-03-28,56,76,34.3,16.25,80,12.52,9.36
2025-03-29,70,91,49.1,18.24,64,12.57,11.32
2025-03-30,86,94,43.0,11.34,93,12.61,3.2
2025-03-31,86,97,56.3,14.64,95,12.66,8.44
2025-04-01,58,94,32.7,23.01,38,12.7,12.0
2025-04-02,60,86,26.8,20.37,81,12.75,9.99
2025-04-03,85,91,53.9,7.56,100,12.79,1.08
2025-04-04,63,87,49.0,16.6,100,12.84,9.69
2025-04-05,73,94,40.2,5.89,97,12.88,0.08
2025-04-06,76,97,41.6,9.63,100,12.93,1.58
2025-04-07,84,91,37.7,3.61,100,12.97,0.0
2025-04-08,58,91,24.7,22.28,47,13.02,12.05
2025-04-09,49,66,19.4,24.81,4,13.06,12.23
2025-04-10,68,83,31.1,14.31,79,13.1,7.08
2025-04-11,86,96,37.8,5.35,100,13.15,0.07
2025-04-12,88,100,35.6,4.62,100,13.19,0.0
2025-04-13,67,85,36.7,14.28,86,13.24,5.96
2025-04-14,64,75,39.0,15.09,78,13.28,8.59
2025-04-15,67,92,43.6,13.91,64,13.32,7.23
2025-04-16,55,67,30.0,13.61,73,13.36,7.37
2025-04-17,54,74,31.4,25.98,2,13.41,13.01
2025-04-18,64,88,40.1,23.76,44,13.45,12.22
2025-04-19,63,75,55.2,16.95,92,13.49,7.45
2025-04-20,53,75,41.4,25.11,89,13.53,12.13
2025-04-21,60,85,36.2,11.47,99,13.57,3.95
2025-04-22,64,97,48.7,25.41,50,13.62,12.75
2025-04-23,44,75,38.9,25.47,62,13.66,13.29
2025-04-24,39,63,39.2,25.73,36,13.7,13.22
2025-04-25,47,76,45.0,22.05,90,13.74,11.38
2025-04-26,84,94,59.5,6.67,94,13.78,0.25
2025-04-27,53,64,35.8,16.1,57,13.82,10.95
2025-04-28,42,60,36.2,27.28,10,13.86,13.71
2025-04-29,44,64,43.9,26.03,57,13.9,13.04
2025-04-30,41,75,41.7,26.54,71,13.94,11.78
2025-05-01,40,57,35.0,26.09,72,13.98,13.75
2025-05-02,62,96,55.4,20.84,81,14.02,12.54
2025-05-03,66,87,59.9,22.3,83,14.06,12.92
2025-05-04,87,97,59.9,10.15,99,14.09,3.71
2025-05-05,95,99,59.0,8.29,100,14.13,0.0
2025-05-06,91,97,58.2,13.02,85,14.17,6.63
2025-05-07,68,87,52.2,20.84,60,14.2,11.12
2025-05-08,77,89,56.7,23.55,63,14.24,13.35
2025-05-09,90,99,54.0,7.08,95,14.27,0.37
2025-05-10,63,85,45.6,22.2,50,14.31,11.95
2025-05-11,61,81,48.6,27.89,29,14.34,13.97
2025-05-12,62,78,46.9,27.79,57,14.37,13.05
2025-05-13,85,95,58.2,8.83,100,14.41,0.4
2025-05-14,91,96,58.4,9.05,99,14.44,2.45
2025-05-15,90,99,61.9,16.57,93,14.47,9.56
2025-05-16,92,100,62.4,14.09,100,14.5,2.83
2025-05-17,79,100,63.2,21.5,65,14.54,11.12
2025-05-18,61,77,51.6,22.21,28,14.57,13.96
2025-05-19,57,72,44.0,27.31,22,14.6,14.0
2025-05-20,58,70,41.0,22.42,37,14.63,12.04
2025-05-21,74,80,45.5,6.31,100,14.65,0.0
2025-05-22,87,94,46.8,6.49,100,14.68,0.0
2025-05-23,78,90,46.3,13.61,78,14.71,7.04
2025-05-24,68,86,44.9,20.0,46,14.73,12.51
2025-05-25,64,82,45.7,19.59,58,14.76,12.66
2025-05-26,62,83,46.9,25.48,17,14.78,14.0
2025-05-27,59,88,48.4,21.94,91,14.81,9.39
2025-05-28,66,95,48.0,9.6,100,14.83,0.49
2025-05-29,85,98,57.4,13.66,98,14.85,3.99
2025-05-30,85,99,61.2,17.13,93,14.87,7.56
2025-05-31,79,99,53.9,19.03,88,14.89,9.71
2025-06-01,59,76,42.9,20.94,56,14.91,12.33
2025-06-02,61,84,46.1,25.5,29,14.93,13.65
2025-06-03,56,88,47.7,29.7,3,14.95,14.05
2025-06-04,56,76,54.4,29.24,32,14.97,14.04
2025-06-05,55,81,62.0,24.23,73,14.98,13.25
2025-06-06,60,81,64.2,24.21,69,15.0,12.79
2025-06-07,77,89,65.5,12.91,92,15.01,4.6
2025-06-08,80,93,60.9,18.51,100,15.02,7.07
2025-06-09,88,94,60.0,9.51,100,15.04,0.81
2025-06-10,85,98,63.1,12.26,89,15.05,6.18
2025-06-11,61,92,57.4,26.69,8,15.06,14.03
2025-06-12,54,74,59.4,27.97,37,15.07,13.77
2025-06-13,43,67,49.7,24.66,99,15.08,12.88
2025-06-14,73,84,55.4,7.76,100,15.08,0.0
2025-06-15,82,93,56.6,7.89,100,15.09,0.03
2025-06-16,85,94,59.6,7.47,100,15.09,2.0
2025-06-17,91,98,63.4,8.21,100,15.1,0.02
2025-06-18,91,98,68.4,13.38,100,15.1,3.79
2025-06-19,82,99,71.5,24.13,50,15.1,13.0
2025-06-20,62,87,59.8,27.14,33,15.1,13.73
2025-06-21,58,83,61.9,27.23,37,15.1,14.04
2025-06-22,63,77,68.9,15.94,92,15.1,8.55
2025-06-23,61,88,73.0,27.52,53,15.1,14.0
2025-06-24,43,65,65.2,28.39,8,15.1,14.05
2025-06-25,47,62,66.9,26.81,33,15.09,13.06
2025-06-26,61,72,62.7,20.89,62,15.09,12.66
2025-06-27,62,78,54.2,12.93,75,15.08,4.77
2025-06-28,75,91,65.9,18.21,89,15.07,9.74
2025-06-29,65,94,67.4,26.71,59,15.07,14.0
2025-06-30,58,79,64.9,24.98,71,15.06,13.86
2025-07-01,79,96,72.9,17.9,97,15.05,8.0
2025-07-02,80,96,70.3,18.37,83,15.03,8.61
2025-07-03,66,90,64.2,26.29,19,15.02,14.0
2025-07-04,55,77,56.1,29.34,2,15.01,14.0
2025-07-05,52,82,57.2,28.18,40,15.0,14.0
2025-07-06,51,76,60.9,28.17,40,14.98,14.0
2025-07-07,75,89,72.2,19.85,60,14.97,9.35
2025-07-08,76,95,72.7,21.77,55,14.95,10.99
2025-07-09,74,94,70.7,25.53,40,14.93,13.54
2025-07-10,82,94,69.9,13.13,98,14.91,5.82
2025-07-11,82,98,70.5,23.92,43,14.89,13.56
2025-07-12,81,97,70.5,22.99,76,14.87,12.0
2025-07-13,76,90,69.1,17.12,82,14.85,9.01
2025-07-14,84,97,72.6,18.39,84,14.83,10.52
2025-07-15,85,98,73.3,23.75,50,14.81,13.68
2025-07-16,82,97,73.7,24.26,43,14.78,12.89
2025-07-17,76,97,73.4,21.12,67,14.76,11.02
2025-07-18,51,71,58.8,24.6,60,14.73,14.0
2025-07-19,58,81,61.3,17.05,52,14.71,10.52
2025-07-20,68,93,69.2,22.82,68,14.68,11.89
2025-07-21,51,79,58.0,25.69,16,14.65,14.0
2025-07-22,47,63,52.7,21.82,36,14.62,12.05
2025-07-23,58,81,58.8,19.99,54,14.6,11.64
2025-07-24,58,74,62.5,20.96,79,14.57,12.65
2025-07-25,66,78,71.1,22.37,37,14.54,12.64
2025-07-26,60,85,63.0,22.98,85,14.51,11.52
2025-07-27,76,87,69.3,11.91,81,14.48,5.68
2025-07-28,60,88,68.1,25.57,3,14.44,14.0
2025-07-29,52,86,67.0,23.84,33,14.41,13.07
2025-07-30,56,80,68.8,21.68,47,14.38,13.81
2025-07-31,74,93,69.7,15.3,75,14.35,8.78
2025-08-01,79,88,61.2,12.06,91,14.31,4.02
2025-08-02,67,92,57.6,23.64,48,14.28,11.71
2025-08-03,62,91,56.9,27.14,4,14.24,14.0
2025-08-04,55,89,57.0,26.67,18,14.21,13.99
2025-08-05,62,80,62.6,19.21,89,14.17,11.01
2025-08-06,64,86,61.2,15.54,100,14.13,5.23
2025-08-07,61,84,58.2,24.38,22,14.1,13.93
2025-08-08,54,82,53.2,26.4,4,14.06,13.9
2025-08-09,51,79,53.5,26.38,6,14.02,13.86
2025-08-10,45,66,53.8,25.71,22,13.98,13.82
2025-08-11,47,70,56.8,25.72,12,13.95,13.79
2025-08-12,60,80,64.6,25.21,13,13.91,13.75
2025-08-13,72,91,70.4,18.62,53,13.87,8.95
2025-08-14,78,96,71.4,19.87,61,13.83,11.33
2025-08-15,63,84,65.0,24.05,9,13.79,13.63
2025-08-16,72,92,67.8,19.93,46,13.75,11.76
2025-08-17,68,87,67.9,19.88,67,13.71,11.4
2025-08-18,66,81,57.2,10.56,71,13.67,3.02
2025-08-19,55,81,51.6,21.15,54,13.63,12.67
2025-08-20,75,90,58.9,5.42,88,13.59,0.0
2025-08-21,76,89,56.9,14.32,77,13.55,7.04
2025-08-22,58,77,53.2,24.74,0,13.51,13.14
2025-08-23,58,76,55.1,24.23,11,13.46,12.73
2025-08-24,72,87,62.0,19.38,40,13.42,12.66
2025-08-25,58,97,57.7,22.24,32,13.38,12.59
2025-08-26,42,61,47.0,19.13,23,13.34,11.76
2025-08-27,48,66,47.7,21.54,21,13.29,12.08
2025-08-28,46,75,46.5,19.64,73,13.25,9.8
2025-08-29,50,70,51.6,20.49,52,13.21,12.16
2025-08-30,42,64,42.3,22.02,18,13.17,12.31
2025-08-31,44,64,45.7,21.39,37,13.12,11.13
2025-09-01,54,74,51.9,21.99,47,13.08,12.16
2025-09-02,59,84,53.5,22.15,13,13.04,12.17
2025-09-03,64,93,55.0,20.96,9,12.99,12.12
2025-09-04,73,92,60.1,19.41,34,12.95,12.1
2025-09-05,73,96,64.4,19.86,37,12.91,12.0
2025-09-06,81,96,68.0,14.32,78,12.86,7.42
2025-09-07,84,95,59.8,7.02,91,12.82,3.3
2025-09-08,62,77,49.6,22.68,13,12.78,12.04
2025-09-09,69,89,52.2,22.07,22,12.73,12.05
2025-09-10,75,92,55.9,7.35,85,12.69,3.03
2025-09-11,56,78,51.6,21.79,12,12.64,12.0
2025-09-12,58,77,53.6,17.37,37,12.6,12.0
2025-09-13,71,94,59.2,17.41,33,12.55,10.81
2025-09-14,62,91,57.4,18.94,32,12.51,12.0
2025-09-15,63,90,57.1,19.94,71,12.46,12.0
2025-09-16,61,89,54.0,13.2,91,12.42,8.52
2025-09-17,74,92,58.2,10.28,91,12.37,5.58
2025-09-18,73,92,61.8,19.73,29,12.33,11.92
2025-09-19,63,79,58.5,19.89,1,12.28,11.89
2025-09-20,55,78,48.3,20.19,15,12.24,11.86
2025-09-21,67,87,51.0,17.94,70,12.19,11.7
2025-09-22,72,91,53.4,14.5,45,12.15,11.37
2025-09-23,74,97,62.5,15.73,68,12.11,11.0
2025-09-24,88,99,67.4,9.81,92,12.06,2.11
2025-09-25,93,98,69.1,4.74,98,12.02,1.58
2025-09-26,78,93,64.2,17.43,61,11.97,10.67
2025-09-27,76,89,61.1,12.47,86,11.93,6.74
2025-09-28,76,94,63.6,18.11,29,11.88,11.61
2025-09-29,70,86,58.2,12.56,93,11.84,6.88
2025-09-30,65,87,55.5,13.4,99,11.79,8.15
2025-10-01,49,64,41.4,18.6,11,11.75,11.49
2025-10-02,56,77,41.0,17.8,35,11.7,11.08
2025-10-03,64,85,47.1,17.9,33,11.66,11.26
2025-10-04,62,85,52.5,17.52,19,11.61,11.18
2025-10-05,62,87,55.5,17.07,2,11.57,11.09
2025-10-06,66,82,56.6,17.25,7,11.52,11.0
2025-10-07,68,90,59.2,13.81,53,11.48,10.47
2025-10-08,69,93,55.1,10.8,57,11.43,6.08
2025-10-09,54,73,35.9,17.38,0,11.39,10.91
2025-10-10,62,79,38.3,14.47,16,11.35,10.33
2025-10-11,78,85,51.0,5.56,80,11.3,1.16
2025-10-12,78,93,51.7,3.66,100,11.26,0.0
2025-10-13,88,93,52.9,2.56,100,11.22,0.0
2025-10-14,81,88,51.2,5.83,100,11.17,1.15
2025-10-15,74,87,51.0,13.05,64,11.13,10.02
2025-10-16,51,68,33.1,15.75,4,11.09,10.78
2025-10-17,52,70,34.5,15.47,15,11.04,10.76
2025-10-18,66,82,41.9,13.29,26,11.0,9.74
2025-10-19,81,87,54.4,14.1,35,10.96,10.72
2025-10-20,73,93,51.3,10.22,60,10.91,7.59
2025-10-21,64,75,43.8,14.77,21,10.87,10.68
2025-10-22,69,96,45.6,13.17,53,10.83,10.54
2025-10-23,62,75,39.5,12.42,18,10.79,9.88
2025-10-24,65,83,38.9,12.81,19,10.74,9.86
2025-10-25,66,83,38.9,11.07,44,10.7,6.72
2025-10-26,63,84,38.0,11.24,32,10.66,8.98
2025-10-27,60,81,33.0,13.8,0,10.62,10.41
2025-10-28,63,81,35.5,9.44,64,10.58,6.44
2025-10-29,65,73,39.3,9.12,86,10.53,7.4
2025-10-30,91,100,54.1,1.64,99,10.49,0.0
2025-10-31,67,95,41.9,7.86,42,10.45,7.42
2025-11-01,54,68,34.1,11.79,38,10.41,10.0
2025-11-02,71,85,38.7,12.53,44,10.38,9.9
2025-11-03,79,91,43.6,6.24,74,10.34,4.72
2025-11-04,49,58,32.4,12.22,7,10.3,9.88
2025-11-05,57,72,35.9,9.59,65,10.26,7.57
2025-11-06,54,74,32.2,10.21,41,10.22,9.22
2025-11-07,63,88,34.5,9.55,89,10.19,8.94
2025-11-08,74,96,48.1,10.99,66,10.15,9.38
2025-11-09,87,100,50.6,5.35,81,10.11,3.86
2025-11-10,84,100,45.0,4.63,70,10.08,3.32
2025-11-11,57,64,22.8,7.59,62,10.04,7.84
2025-11-12,61,68,29.0,4.98,83,10.0,3.0
2025-11-13,64,78,33.6,8.6,25,9.97,8.89
2025-11-14,64,79,31.9,7.89,35,9.93,6.21
2025-11-15,70,86,32.7,9.13,67,9.9,7.44
2025-11-16,61,86,34.9,10.76,34,9.87,8.98
2025-11-17,51,60,22.1,8.15,29,9.83,8.31
2025-11-18,58,76,25.9,9.78,45,9.8,8.29
2025-11-19,76,89,33.3,6.05,68,9.77,4.3
2025-11-20,71,81,28.7,8.71,62,9.74,6.86
2025-11-21,82,89,39.0,5.99,99,9.71,4.79
2025-11-22,80,97,39.7,4.64,65,9.68,3.44
2025-11-23,73,90,30.7,5.3,37,9.66,4.98
2025-11-24,62,74,31.5,9.91,29,9.63,9.16
2025-11-25,80,96,39.5,3.36,100,9.6,0.14
2025-11-26,92,97,53.1,4.96,78,9.58,3.32
2025-11-27,50,68,24.6,9.31,68,9.55,8.97
2025-11-28,50,64,19.3,9.02,14,9.53,8.81
2025-11-29,52,64,19.5,9.66,19,9.51,9.02
2025-11-30,80,95,31.1,1.52,100,9.48,0.14
2025-12-01,56,90,22.7,9.54,53,9.46,8.99
2025-12-02,84,99,29.5,0.78,100,9.44,0.0
2025-12-03,69,83,24.7,9.32,24,9.42,8.86
2025-12-04,65,79,22.2,6.52,34,9.4,5.23
2025-12-05,53,72,10.2,6.73,56,9.38,4.83
2025-12-06,72,86,25.1,6.12,73,9.37,5.54
2025-12-07,68,82,25.3,8.17,51,9.35,8.41
2025-12-08,47,77,9.9,7.15,87,9.33,8.78
2025-12-09,41,66,3.9,9.01,57,9.32,8.77
2025-12-10,77,94,29.7,4.8,98,9.31,3.74
2025-12-11,60,92,19.9,7.9,45,9.3,7.17
2025-12-12,50,61,11.9,9.1,3,9.29,8.83
2025-12-13,66,86,20.4,5.01,88,9.28,3.68
2025-12-14,82,99,22.3,4.72,76,9.27,2.52
2025-12-15,69,81,12.7,8.38,52,9.26,8.69
2025-12-16,74,82,15.6,9.27,56,9.26,8.68
2025-12-17,71,74,22.6,7.65,61,9.25,7.0
2025-12-18,85,99,31.2,8.93,47,9.25,8.66
2025-12-19,81,98,42.3,2.37,83,9.24,1.0
2025-12-20,59,70,19.3,8.2,49,9.24,8.44
2025-12-21,58,78,22.1,8.51,39,9.24,8.71
2025-12-22,56,66,17.0,8.57,34,9.24,8.8
2025-12-23,85,99,29.9,1.96,100,9.25,0.0
2025-12-24,70,93,28.8,7.68,39,9.25,8.77
2025-12-25,63,84,23.7,5.47,76,9.25,5.85
2025-12-26,56,97,10.1,4.93,81,9.26,1.9
2025-12-27,89,97,22.5,3.6,93,9.26,0.0
2025-12-28,88,92,18.6,6.92,83,9.27,5.62
2025-12-29,84,100,32.7,2.66,85,9.28,0.0
2025-12-30,47,59,11.8,5.33,83,9.29,4.68
2025-12-31,49,59,11.2,7.29,77,9.3,6.59
2026-01-01,55,73,11.6,9.36,47,9.31,8.57
2026-01-02,61,72,12.2,8.02,83,9.32,6.3
2026-01-03,49,59,9.1,8.02,71,9.34,8.22
2026-01-04,64,82,17.4,8.41,66,9.35,8.31
2026-01-05,70,77,20.5,4.38,75,9.37,1.68
2026-01-06,82,96,28.8,5.18,97,9.38,3.24
2026-01-07,84,99,35.4,7.33,73,9.4,8.17
2026-01-08,76,88,33.8,8.98,8,9.42,9.18
2026-01-09,85,96,37.1,6.92,69,9.44,5.3
2026-01-10,88,98,38.7,2.78,100,9.46,0.0
2026-01-11,71,98,31.5,7.04,71,9.49,7.62
2026-01-12,57,65,20.5,9.6,30,9.51,9.33
2026-01-13,64,71,25.6,9.35,56,9.53,7.87
2026-01-14,67,77,33.1,3.01,100,9.56,0.0
2026-01-15,62,87,24.0,8.65,49,9.58,6.8
2026-01-16,43,53,7.0,8.75,33,9.61,8.13
2026-01-17,76,98,24.3,1.97,74,9.64,0.65
2026-01-18,96,99,28.5,2.86,95,9.66,0.0
2026-01-19,78,90,19.8,10.44,52,9.69,8.59
2026-01-20,60,68,4.9,11.25,1,9.72,9.56
2026-01-21,63,72,8.2,9.55,48,9.75,9.47
