date,rh_mean,rh_max,dew_point,solar_rad,cloud_cover,daylight_hours,sunshine_hours
2026-01-22,61,71,24.8,10.4,74,9.78,9.08
2026-01-23,40,57,8.5,9.21,66,9.81,8.39
2026-01-24,35,48,-9.1,10.12,75,9.84,7.74
2026-01-25,68,87,4.2,1.95,100,9.87,0.0
2026-01-26,78,87,15.1,8.08,90,9.91,5.0
2026-01-27,66,73,4.8,10.5,32,9.94,7.81
2026-01-28,68,72,5.1,11.39,36,9.98,8.49
2026-01-29,68,72,2.8,12.58,8,10.01,9.77
2026-01-30,62,68,-0.6,12.98,0,10.05,9.79
2026-01-31,70,84,2.3,12.68,47,10.09,9.8
2026-02-01,66,72,3.7,12.56,97,10.12,9.82
2026-02-02,62,69,9.2,13.29,7,10.16,9.84
2026-02-03,70,79,12.3,11.89,31,10.2,9.85
2026-02-04,68,81,14.0,13.19,50,10.24,9.87
2026-02-05,73,84,10.2,13.56,9,10.28,9.89
2026-02-06,75,87,12.6,11.92,84,10.31,8.02
2026-02-07,69,89,5.0,11.51,90,10.35,8.05
2026-02-08,60,65,-4.6,14.22,2,10.39,9.95
2026-02-09,66,69,5.8,14.31,33,10.43,9.97
2026-02-10,73,81,15.7,10.27,99,10.47,4.49
2026-02-11,74,83,26.0,8.69,75,10.51,4.35
2026-02-12,71,74,21.1,10.0,86,10.55,4.97
2026-02-13,72,79,16.8,14.89,38,10.59,10.07
2026-02-14,77,85,22.9,14.34,34,10.64,10.06
2026-02-15,83,93,24.8,8.09,86,10.68,3.25
2026-02-16,80,91,26.2,12.36,69,10.72,8.71
2026-02-17,86,93,32.6,11.29,60,10.76,6.2
2026-02-18,95,98,33.7,5.01,97,10.81,0.91
2026-02-19,80,95,29.9,5.67,100,10.85,0.48
2026-02-20,92,98,33.0,2.35,100,10.89,0.0
2026-02-21,79,97,32.1,11.2,81,10.94,8.17
2026-02-22,91,100,31.3,3.74,96,10.98,0.0
2026-02-23,78,89,25.3,6.58,100,11.02,0.0
2026-02-24,69,87,15.1,17.29,40,11.07,10.62
2026-02-25,80,90,24.5,13.61,65,11.11,7.16
2026-02-26,73,86,26.2,15.69,64,11.16,9.77
2026-02-27,81,98,21.4,17.56,3,11.2,10.75
2026-02-28,96,100,27.6,14.85,52,11.25,7.18
2026-03-01,77,100,24.7,12.77,52,11.29,6.71
2026-03-02,62,70,10.2,16.54,43,11.33,10.76
2026-03-03,86,99,26.2,3.27,92,11.38,0.0
2026-03-04,91,97,35.3,14.03,86,11.42,10.73
2026-03-05,98,100,37.3,3.29,100,11.47,0.0
2026-03-06,87,97,34.6,5.37,100,11.51,0.0
2026-03-07,91,96,38.7,5.9,100,11.56,0.2
2026-03-08,80,98,49.1,9.5,89,11.6,4.62
2026-03-09,64,80,40.8,18.55,1,11.65,11.5
2026-03-10,66,82,46.8,18.12,3,11.69,11.55
2026-03-11,72,89,51.6,14.62,56,11.74,10.18
2026-03-12,85,98,42.2,3.83,85,11.78,0.0
2026-03-13,58,73,22.4,12.27,51,11.83,7.32
2026-03-14,54,84,25.3,19.1,23,11.88,11.73
2026-03-15,63,80,26.8,12.08,95,11.92,5.95
2026-03-16,93,99,51.9,5.41,100,11.97,1.0
2026-03-17,53,95,21.7,18.47,61,12.01,11.69
2026-03-18,51,72,13.6,16.8,26,12.06,9.86
2026-03-19,67,81,24.8,12.1,65,12.11,6.93
2026-03-20,73,90,36.0,17.88,69,12.15,9.24
2026-03-21,74,97,40.9,18.72,61,12.2,10.88
2026-03-22,79,97,43.8,16.32,94,12.24,9.94
2026-03-23,82,97,36.7,3.9,87,12.29,0.0
2026-03-24,55,70,22.8,21.91,21,12.33,12.0
2026-03-25,62,82,29.8,17.56,90,12.38,12.0
2026-03-26,62,76,44.8,19.49,84,12.42,10.0
2026-03-27,67,95,40.4,11.46,85,12.47,3.12
2026-03-28,47,64,17.3,20.95,31,12.51,11.9
2026-03-29,54,76,24.8,22.1,43,12.56,12.0
2026-03-30,60,77,41.9,19.48,54,12.6,11.0
2026-03-31,58,78,53.2,19.11,84,12.65,12.0
2026-04-01,60,77,53.9,15.95,84,12.69,10.32
2026-04-02,81,97,39.8,6.37,100,12.74,0.0
2026-04-03,78,90,45.7,13.43,97,12.78,6.31
2026-04-04,70,87,48.9,20.46,63,12.83,12.0
2026-04-05,83,96,45.9,6.53,99,12.87,1.01
2026-04-06,50,67,29.1,22.05,35,12.92,11.39
2026-04-07,55,88,28.1,21.69,33,12.96,12.06
2026-04-08,52,73,20.9,24.95,0,13.01,12.17
2026-04-09,70,86,31.5,24.44,22,13.05,12.18
2026-04-10,72,96,39.4,23.56,36,13.09,12.09
2026-04-11,48,76,34.7,24.62,20,13.14,12.27
2026-04-12,47,80,28.4,23.66,48,13.18,12.32
2026-04-13,61,83,49.6,15.54,74,13.22,9.35
2026-04-14,53,85,55.0,23.01,53,13.27,12.21
2026-04-15,53,83,58.7,21.99,84,13.31,12.37
2026-04-16,49,68,58.0,21.73,85,13.35,12.27
2026-04-17,59,83,56.5,21.01,43,13.39,12.24
2026-04-18,75,95,49.8,24.13,51,13.44,12.16
2026-04-19,78,92,41.5,6.19,79,13.48,3.15
2026-04-20,60,90,29.4,20.24,23,13.52,13.0
2026-04-21,48,69,22.6,25.63,32,13.56,12.79
2026-04-22,75,87,40.8,12.75,85,13.61,3.48
2026-04-23,58,96,41.0,24.75,44,13.65,12.2
2026-04-24,42,65,34.7,23.16,69,13.69,11.27
2026-04-25,73,93,37.3,5.21,100,13.73,0.77
2026-04-26,78,96,40.8,14.7,64,13.77,6.74
2026-04-27,65,88,40.8,26.76,1,13.81,13.66
2026-04-28,56,74,38.5,17.31,71,13.85,8.28
2026-04-29,64,94,41.8,19.75,99,13.89,8.97
2026-04-30,79,98,46.3,10.91,84,13.93,4.65
2026-05-01,58,79,37.8,24.65,30,13.97,13.58
2026-05-02,62,89,39.8,18.39,88,14.01,12.0
2026-05-03,45,58,29.8,21.22,61,14.04,12.72
2026-05-04,40,59,34.4,23.31,13,14.08,13.85
2026-05-05,43,65,45.8,25.99,37,14.12,13.86
2026-05-06,68,85,55.9,9.27,85,14.15,4.77
2026-05-07,54,83,38.3,25.13,45,14.19,10.9
2026-05-08,46,76,34.2,24.3,44,14.23,13.92
2026-05-09,76,98,48.7,8.09,81,14.26,2.4
2026-05-10,77,99,53.0,20.1,80,14.3,9.95
2026-05-11,38,80,31.2,15.19,84,14.33,4.8
2026-05-12,41,65,30.5,30.0,19,14.37,13.98
2026-05-13,52,71,43.6,19.0,92,14.4,9.64
2026-05-14,66,94,46.8,15.3,72,14.43,8.69
2026-05-15,55,77,42.8,19.24,53,14.47,10.7
2026-05-16,46,83,44.9,29.12,9,14.5,14.0
2026-05-17,43,69,53.7,27.74,43,14.53,14.0
2026-05-18,51,74,60.4,26.98,42,14.56,14.0
2026-05-19,47,71,61.6,25.44,19,14.59,14.0
2026-05-20,55,84,63.0,25.84,52,14.62,12.6
2026-05-21,66,90,49.3,5.82,98,14.65,0.14
2026-05-22,48,75,39.6,21.52,97,14.67,10.3
2026-05-23,68,90,42.9,3.56,100,14.7,0.0
2026-05-24,91,96,51.9,7.61,100,14.73,0.63
2026-05-25,88,98,59.9,12.06,95,14.75,3.04
2026-05-26,66,94,55.5,28.58,68,14.78,13.91
2026-05-27,71,82,63.4,17.41,87,14.8,8.69
2026-05-28,44,61,47.2,23.82,41,14.82,13.54
2026-05-29,40,62,42.2,26.45,51,14.85,12.06
2026-05-30,47,69,39.2,20.61,48,14.87,12.47
2026-05-31,46,81,40.0,23.64,48,14.89,11.39
2026-06-01,52,73,45.7,26.3,45,14.91,13.0
2026-06-02,47,84,41.8,26.22,35,14.93,10.66
2026-06-03,34,58,40.5,29.73,18,14.95,14.05
2026-06-04,37,57,44.5,29.83,27,14.96,14.14
2026-06-05,42,67,51.1,29.38,65,14.98,14.04
2026-06-06,51,87,58.8,24.77,81,14.99,13.04
2026-06-07,57,83,57.8,26.26,19,15.01,14.14
2026-06-08,48,73,47.5,30.08,45,15.02,13.02
2026-06-09,45,61,47.1,30.44,5,15.03,14.24
2026-06-10,62,76,63.2,22.42,85,15.05,12.05
2026-06-11,67,92,69.9,24.35,77,15.06,12.0
2026-06-12,68,81,69.2,23.73,57,15.07,12.47
2026-06-13,49,75,57.7,28.98,32,15.07,14.23
2026-06-14,51,75,59.4,25.49,85,15.08,12.75
2026-06-15,63,95,55.7,28.92,32,15.09,14.03
2026-06-16,53,72,47.9,29.61,21,15.09,14.23
2026-06-17,66,86,57.2,26.38,57,15.1,14.0
2026-06-18,65,90,63.8,19.94,71,15.1,8.88
2026-06-19,38,52,49.4,25.77,59,15.1,12.87
2026-06-20,38,53,47.0,29.81,6,15.1,14.22
2026-06-21,42,66,49.9,27.6,27,15.1,13.56
2026-06-22,69,96,60.5,8.27,93,15.1,2.15
2026-06-23,91,98,66.6,7.53,96,15.1,0.15
2026-06-24,57,82,55.0,29.55,18,15.1,14.12
2026-06-25,58,82,56.8,26.61,35,15.09,14.0
2026-06-26,75,93,65.4,17.81,95,15.09,8.27
2026-06-27,81,91,66.5,12.65,81,15.08,5.18
2026-06-28,78,98,65.7,25.36,51,15.08,14.0
2026-06-29,64,93,62.5,28.28,33,15.07,14.0
2026-06-30,54,79,63.0,24.92,68,15.06,14.0
2026-07-01,63,91,69.5,25.96,57,15.05,14.0
2026-07-02,57,86,71.9,27.85,12,15.04,14.0
2026-07-03,50,65,69.2,27.44,24,15.03,14.0
2026-07-04,59,78,69.0,26.58,39,15.01,14.0
2026-07-05,87,96,71.3,16.73,97,15.0,8.27
2026-07-06,96,98,67.5,5.79,100,14.99,0.0
2026-07-07,85,96,63.4,11.89,100,14.97,1.55
2026-07-08,73,91,63.8,29.31,15,14.95,14.0
2026-07-09,86,96,70.7,19.44,59,14.93,8.08
2026-07-10,80,99,70.8,21.23,73,14.92,11.74
2026-07-11,80,96,68.4,22.33,80,14.9,12.7
2026-07-12,63,87,60.7,26.59,14,14.88,14.0
2026-07-13,61,84,60.9,25.99,21,14.85,14.0
2026-07-14,59,72,65.2,28.06,26,14.83,14.0
2026-07-15,60,78,68.8,25.94,39,14.81,13.63
2026-07-16,57,72,63.4,24.71,53,14.79,11.43
2026-07-17,49,67,56.1,27.87,42,14.76,14.0
2026-07-18,83,98,68.2,8.02,91,14.74,3.51
2026-07-19,62,96,59.8,29.05,23,14.71,14.0
2026-07-20,48,68,51.1,29.35,13,14.69,14.0
2026-07-21,82,96,69.0,13.54,97,14.66,3.99
2026-07-22,68,90,65.1,26.31,39,14.63,13.1
