period,value,is_imputed,prcp,snow,snwd,tmin,tmax,rh_mean,rh_max,dew_point,solar_rad,cloud_cover,daylight_hours,sunshine_hours,is_weekend,is_holiday,day_of_week,day_name,tavg,hdd,cdd,tavg_3day,cdd_3day,hdd_3day,tavg_lag1
2021-02-23,131994,0,0.01,0.0,3.1,36.0,45.0,76,87,29.8,7.6,66,11.03,3.35,0,0,1,Tuesday,40.5,9.5,0.0,35.5,0.0,14.5,35.5
2021-02-24,126791,0,0.0,0.0,2.0,39.0,54.0,70,89,31.7,15.55,36,11.08,10.64,0,0,2,Wednesday,46.5,3.5,0.0,40.8,0.0,9.2,40.5
2021-02-25,125507,0,0.0,0.0,0.0,40.0,50.0,54,69,25.7,16.74,12,11.12,10.65,0,0,3,Thursday,45.0,5.0,0.0,44.0,0.0,6.0,46.5
2021-02-26,126063,0,0.0,0.0,0.0,33.0,45.0,63,74,22.8,16.35,69,11.16,10.08,0,0,4,Friday,39.0,11.0,0.0,43.5,0.0,6.5,45.0
2021-02-27,118029,0,0.39,0.0,0.0,38.0,50.0,87,96,39.3,4.34,76,11.21,2.68,1,0,5,Saturday,44.0,6.0,0.0,42.7,0.0,7.3,39.0
2021-02-28,116302,0,0.22,0.0,0.0,41.0,45.0,82,96,34.8,4.37,99,11.25,0.0,1,0,6,Sunday,43.0,7.0,0.0,42.0,0.0,8.0,44.0
2021-03-01,127058,0,0.16,0.0,0.0,31.0,49.0,79,100,34.8,4.91,82,11.3,2.16,0,0,0,Monday,40.0,10.0,0.0,42.3,0.0,7.7,43.0
2021-03-02,135634,0,0.0,0.0,0.0,21.0,33.0,43,59,6.2,18.03,8,11.34,11.02,0,0,1,Tuesday,27.0,23.0,0.0,36.7,0.0,13.3,40.0
2021-03-03,128236,0,0.0,0.0,0.0,32.0,52.0,52,79,20.9,17.43,10,11.39,11.03,0,0,2,Wednesday,42.0,8.0,0.0,36.3,0.0,13.7,27.0
2021-03-04,128077,0,0.0,0.0,0.0,27.0,45.0,57,85,20.9,12.43,40,11.43,9.78,0,0,3,Thursday,36.0,14.0,0.0,35.0,0.0,15.0,42.0
2021-03-05,133762,0,0.0,0.0,0.0,23.0,37.0,42,54,7.4,18.71,3,11.48,11.21,0,0,4,Friday,30.0,20.0,0.0,36.0,0.0,14.0,36.0
2021-03-06,124363,0,0.0,0.0,0.0,29.0,34.0,53,76,13.8,12.18,61,11.52,8.71,1,0,5,Saturday,31.5,18.5,0.0,32.5,0.0,17.5,30.0
2021-03-07,121035,0,0.0,0.0,0.0,29.0,41.0,54,67,15.3,16.94,12,11.57,11.39,1,0,6,Sunday,35.0,15.0,0.0,32.2,0.0,17.8,31.5
2021-03-08,130321,0,0.0,0.0,0.0,26.0,43.0,51,63,14.3,19.12,10,11.61,11.47,0,0,0,Monday,34.5,15.5,0.0,33.7,0.0,16.3,35.0
2021-03-09,122402,0,0.0,0.0,0.0,42.0,64.0,50,67,27.9,18.37,22,11.66,10.97,0,0,1,Tuesday,53.0,0.0,0.0,40.8,0.0,10.2,34.5
2021-03-10,120607,0,0.0,0.0,0.0,41.0,54.0,76,96,33.1,18.67,13,11.7,11.56,0,0,2,Wednesday,47.5,2.5,0.0,45.0,0.0,6.0,53.0
2021-03-11,118569,0,0.0,0.0,0.0,44.0,71.0,71,100,41.2,17.79,55,11.75,9.91,0,0,3,Thursday,57.5,0.0,0.0,52.7,0.0,0.8,47.5
2021-03-12,115813,0,0.0,0.0,0.0,52.0,68.0,52,92,37.2,17.74,48,11.79,10.92,0,0,4,Friday,60.0,0.0,0.0,55.0,0.0,0.8,57.5
2021-03-13,110810,0,0.0,0.0,0.0,33.0,52.0,39,48,16.4,19.92,0,11.84,11.69,1,0,5,Saturday,42.5,7.5,0.0,53.3,0.0,2.5,60.0
2021-03-14,106228,0,0.0,0.0,0.0,31.0,54.0,40,51,17.9,16.88,17,11.88,11.74,1,0,6,Sunday,42.5,7.5,0.0,48.3,0.0,5.0,42.5
2021-03-15,130016,0,0.0,0.0,0.0,24.0,39.0,34,48,4.0,20.69,23,11.93,11.78,0,0,0,Monday,31.5,18.5,0.0,38.8,0.0,11.2,42.5
2021-03-16,132268,0,0.0,0.0,0.0,29.0,37.0,55,75,16.1,9.0,92,11.98,7.36,0,0,1,Tuesday,33.0,17.0,0.0,35.7,0.0,14.3,31.5
2021-03-17,127813,0,0.0,0.0,0.0,34.0,47.0,79,91,33.3,10.07,99,12.02,4.27,0,0,2,Wednesday,40.5,9.5,0.0,35.0,0.0,15.0,33.0
2021-03-18,125791,0,0.6,0.0,0.0,41.0,47.0,94,97,41.0,2.22,100,12.07,0.0,0,0,3,Thursday,44.0,6.0,0.0,39.2,0.0,10.8,40.5
2021-03-19,126141,0,0.07,0.0,0.0,31.0,43.0,45,92,14.4,20.23,52,12.11,11.92,0,0,4,Friday,37.0,13.0,0.0,40.5,0.0,9.5,44.0
2021-03-20,114326,0,0.0,0.0,0.0,33.0,59.0,56,85,23.8,21.28,0,12.16,11.94,1,0,5,Saturday,46.0,4.0,0.0,42.3,0.0,7.7,37.0
2021-03-21,108863,0,0.0,0.0,0.0,42.0,63.0,63,88,30.1,21.51,2,12.21,11.97,1,0,6,Sunday,52.5,0.0,0.0,45.2,0.0,5.7,46.0
2021-03-22,118163,0,0.0,0.0,0.0,42.0,62.0,73,95,34.1,21.49,0,12.25,12.0,0,0,0,Monday,52.0,0.0,0.0,50.2,0.0,1.3,52.5
2021-03-23,117592,0,0.0,0.0,0.0,43.0,66.0,83,97,41.5,20.47,51,12.3,12.0,0,0,1,Tuesday,54.5,0.0,0.0,53.0,0.0,0.0,52.0
2021-03-24,119037,0,1.27,0.0,0.0,47.0,56.0,92,99,46.4,5.43,90,12.34,0.72,0,0,2,Wednesday,51.5,0.0,0.0,52.7,0.0,0.0,54.5
2021-03-25,117259,0,0.01,0.0,0.0,49.0,68.0,93,100,52.0,16.21,99,12.39,9.38,0,0,3,Thursday,58.5,0.0,0.0,54.8,0.0,0.0,51.5
2021-03-26,116519,0,0.19,0.0,0.0,52.0,82.0,74,99,51.4,14.31,50,12.43,8.05,0,0,4,Friday,67.0,0.0,2.0,59.0,0.7,0.0,58.5
2021-03-27,104347,0,0.0,0.0,0.0,50.0,69.0,64,76,41.3,17.68,44,12.48,10.4,1,0,5,Saturday,59.5,0.0,0.0,61.7,0.7,0.0,67.0
2021-03-28,105956,0,0.76,0.0,0.0,48.0,60.0,89,98,50.5,3.57,84,12.52,0.0,1,0,6,Sunday,54.0,0.0,0.0,60.2,0.7,0.0,59.5
2021-03-29,114360,0,0.0,0.0,0.0,45.0,55.0,49,81,27.8,21.22,33,12.57,11.9,0,0,0,Monday,50.0,0.0,0.0,54.5,0.0,0.0,54.0
2021-03-30,114118,0,0.0,0.0,0.0,42.0,61.0,68,91,34.6,22.77,17,12.61,12.0,0,0,1,Tuesday,51.5,0.0,0.0,51.8,0.0,0.0,50.0
2021-03-31,114786,0,0.35,0.0,0.0,50.0,67.0,85,97,48.9,9.6,99,12.66,4.98,0,0,2,Wednesday,58.5,0.0,0.0,53.3,0.0,0.0,51.5
2021-04-01,116292,0,0.03,0.0,0.0,38.0,58.0,68,100,34.1,11.08,65,12.7,6.0,0,0,3,Thursday,48.0,2.0,0.0,52.7,0.0,0.7,58.5
2021-04-02,120447,0,0.0,0.0,0.0,28.0,39.0,44,63,13.7,15.26,43,12.75,7.75,0,0,4,Friday,33.5,16.5,0.0,46.7,0.0,6.2,48.0
2021-04-03,111331,0,0.0,0.0,0.0,32.0,53.0,44,61,18.4,24.13,11,12.79,12.02,1,0,5,Saturday,42.5,7.5,0.0,41.3,0.0,8.7,33.5
2021-04-04,104967,0,0.0,0.0,0.0,45.0,65.0,50,74,30.7,19.54,54,12.84,11.36,1,0,6,Sunday,55.0,0.0,0.0,43.7,0.0,8.0,42.5
2021-04-05,114036,0,0.0,0.0,0.0,48.0,68.0,42,60,29.4,24.04,5,12.88,12.06,0,0,0,Monday,58.0,0.0,0.0,51.8,0.0,2.5,55.0
2021-04-06,113346,0,0.0,0.0,0.0,47.0,70.0,43,64,28.9,24.55,6,12.92,12.21,0,0,1,Tuesday,58.5,0.0,0.0,57.2,0.0,0.0,58.0
2021-04-07,113367,0,0.0,0.0,0.0,51.0,72.0,56,71,38.2,20.92,49,12.97,10.87,0,0,2,Wednesday,61.5,0.0,0.0,59.3,0.0,0.0,58.5
2021-04-08,113231,0,0.0,0.0,0.0,49.0,70.0,69,89,42.6,23.45,5,13.01,12.16,0,0,3,Thursday,59.5,0.0,0.0,59.8,0.0,0.0,61.5
2021-04-09,113740,0,0.01,0.0,0.0,49.0,59.0,87,98,44.5,12.21,71,13.06,8.94,0,0,4,Friday,54.0,0.0,0.0,58.3,0.0,0.0,59.5
2021-04-10,105504,0,0.01,0.0,0.0,51.0,70.0,87,99,50.1,16.39,97,13.1,10.0,1,0,5,Saturday,60.5,0.0,0.0,58.0,0.0,0.0,54.0
2021-04-11,105602,0,0.42,0.0,0.0,47.0,57.0,97,100,52.6,4.14,100,13.15,0.0,1,0,6,Sunday,52.0,0.0,0.0,55.5,0.0,0.0,60.5
2021-04-12,117678,0,0.49,0.0,0.0,45.0,51.0,87,95,42.5,4.24,100,13.19,0.0,0,0,0,Monday,48.0,2.0,0.0,53.5,0.0,0.7,52.0
2021-04-13,115146,0,0.06,0.0,0.0,44.0,65.0,71,94,41.8,20.55,61,13.23,12.23,0,0,1,Tuesday,54.5,0.0,0.0,51.5,0.0,0.7,48.0
2021-04-14,114547,0,0.0,0.0,0.0,48.0,72.0,77,95,47.0,17.22,61,13.28,8.9,0,0,2,Wednesday,60.0,0.0,0.0,54.2,0.0,0.7,54.5
2021-04-15,116273,0,0.83,0.0,0.0,45.0,58.0,94,98,50.2,4.22,96,13.32,0.62,0,0,3,Thursday,51.5,0.0,0.0,55.3,0.0,0.0,60.0
2021-04-16,115586,0,0.04,0.0,0.0,41.0,53.0,74,93,37.0,17.77,57,13.36,9.96,0,0,4,Friday,47.0,3.0,0.0,52.8,0.0,1.0,51.5
2021-04-17,106596,0,0.0,0.0,0.0,43.0,56.0,71,94,37.6,12.41,89,13.41,6.07,1,0,5,Saturday,49.5,0.5,0.0,49.3,0.0,1.2,47.0
2021-04-18,103432,0,0.0,0.0,0.0,49.0,64.0,67,85,39.6,16.05,57,13.45,12.14,1,0,6,Sunday,56.5,0.0,0.0,51.0,0.0,1.2,49.5
2021-04-19,113034,0,0.0,0.0,0.0,52.0,65.0,73,92,43.0,18.46,41,13.49,11.53,0,0,0,Monday,58.5,0.0,0.0,54.8,0.0,0.2,56.5
2021-04-20,113496,0,0.0,0.0,0.0,53.0,76.0,63,91,43.6,23.82,26,13.53,13.07,0,0,1,Tuesday,64.5,0.0,0.0,59.8,0.0,0.0,58.5
2021-04-21,113972,0,0.11,0.0,0.0,39.0,68.0,62,78,40.1,17.85,48,13.57,11.98,0,0,2,Wednesday,53.5,0.0,0.0,58.8,0.0,0.0,64.5
2021-04-22,117557,0,0.0,0.0,0.0,36.0,48.0,45,63,20.6,17.51,49,13.61,10.03,0,0,3,Thursday,42.0,8.0,0.0,53.3,0.0,2.7,53.5
2021-04-23,114808,0,0.0,0.0,0.0,39.0,64.0,45,65,26.9,26.23,17,13.66,13.5,0,0,4,Friday,51.5,0.0,0.0,49.0,0.0,2.7,42.0
2021-04-24,103866,0,0.0,0.0,0.0,52.0,72.0,48,67,35.7,24.58,54,13.7,10.97,1,0,5,Saturday,62.0,0.0,0.0,51.8,0.0,2.7,51.5
2021-04-25,103336,0,0.59,0.0,0.0,49.0,63.0,72,94,44.5,10.41,81,13.74,5.34,1,0,6,Sunday,56.0,0.0,0.0,56.5,0.0,0.0,62.0
2021-04-26,113175,0,0.0,0.0,0.0,41.0,60.0,47,68,28.0,27.48,11,13.78,13.62,0,0,0,Monday,50.5,0.0,0.0,56.2,0.0,0.0,56.0
2021-04-27,113664,0,0.0,0.0,0.0,46.0,64.0,52,77,32.5,23.16,55,13.82,12.81,0,0,1,Tuesday,55.0,0.0,0.0,53.8,0.0,0.0,50.5
2021-04-28,116211,0,0.05,0.0,0.0,52.0,85.0,73,93,52.5,21.5,88,13.86,11.93,0,0,2,Wednesday,68.5,0.0,3.5,58.0,1.2,0.0,55.0
2021-04-29,119535,0,0.02,0.0,0.0,59.0,75.0,83,91,59.2,8.83,98,13.9,1.77,0,0,3,Thursday,67.0,0.0,2.0,63.5,1.8,0.0,68.5
2021-04-30,115848,0,0.03,0.0,0.0,46.0,71.0,56,83,43.6,21.83,43,13.94,13.78,0,0,4,Friday,58.5,0.0,0.0,64.7,1.8,0.0,67.0
2021-05-01,103765,0,0.0,0.0,0.0,42.0,65.0,48,63,31.3,27.73,35,13.98,13.8,1,0,5,Saturday,53.5,0.0,0.0,59.7,0.7,0.0,58.5
2021-05-02,104744,0,0.0,0.0,0.0,56.0,82.0,48,74,44.2,21.77,73,14.02,12.41,1,0,6,Sunday,69.0,0.0,4.0,60.3,1.3,0.0,53.5
2021-05-03,116045,0,0.58,0.0,0.0,52.0,66.0,78,94,50.0,7.15,98,14.05,1.0,0,0,0,Monday,59.0,0.0,0.0,60.5,1.3,0.0,69.0
2021-05-04,115824,0,0.23,0.0,0.0,52.0,73.0,87,97,54.6,15.22,96,14.09,6.11,0,0,1,Tuesday,62.5,0.0,0.0,63.5,1.3,0.0,59.0
2021-05-05,115496,0,0.31,0.0,0.0,52.0,62.0,92,96,52.2,6.15,94,14.13,0.29,0,0,2,Wednesday,57.0,0.0,0.0,59.5,0.0,0.0,62.5
2021-05-06,112628,0,0.0,0.0,0.0,50.0,66.0,56,78,38.8,26.57,41,14.16,12.52,0,0,3,Thursday,58.0,0.0,0.0,59.2,0.0,0.0,57.0
2021-05-07,111869,0,0.0,0.0,0.0,49.0,66.0,58,80,39.0,23.22,83,14.2,12.74,0,0,4,Friday,57.5,0.0,0.0,57.5,0.0,0.0,58.0
2021-05-08,104435,0,0.05,0.0,0.0,48.0,55.0,78,91,43.1,12.25,80,14.24,6.41,1,0,5,Saturday,51.5,0.0,0.0,55.7,0.0,0.0,57.5
2021-05-09,101730,0,0.47,0.0,0.0,46.0,65.0,73,93,41.5,18.15,67,14.27,8.31,1,0,6,Sunday,55.5,0.0,0.0,54.8,0.0,0.0,51.5
2021-05-10,113642,0,0.03,0.0,0.0,47.0,60.0,75,94,44.1,12.51,86,14.3,2.9,0,0,0,Monday,53.5,0.0,0.0,53.5,0.0,0.0,55.5
2021-05-11,112533,0,0.0,0.0,0.0,49.0,67.0,56,84,37.3,20.95,64,14.34,13.15,0,0,1,Tuesday,58.0,0.0,0.0,55.7,0.0,0.0,53.5
2021-05-12,112466,0,0.0,0.0,0.0,46.0,68.0,53,74,36.3,27.86,15,14.37,13.99,0,0,2,Wednesday,57.0,0.0,0.0,56.2,0.0,0.0,58.0
2021-05-13,112234,0,0.0,0.0,0.0,50.0,72.0,49,68,36.7,26.41,11,14.41,14.0,0,0,3,Thursday,61.0,0.0,0.0,58.7,0.0,0.0,57.0
2021-05-14,114713,0,0.0,0.0,0.0,52.0,76.0,52,80,40.1,26.69,17,14.44,14.0,0,0,4,Friday,64.0,0.0,0.0,60.7,0.0,0.0,61.0
2021-05-15,106969,0,0.0,0.0,0.0,55.0,79.0,53,90,42.9,25.86,28,14.47,14.0,1,0,5,Saturday,67.0,0.0,2.0,64.0,0.7,0.0,64.0
2021-05-16,106379,0,0.01,0.0,0.0,59.0,75.0,55,77,44.8,21.23,81,14.5,12.1,1,0,6,Sunday,67.0,0.0,2.0,66.0,1.3,0.0,67.0
2021-05-17,119562,0,0.0,0.0,0.0,56.0,78.0,60,90,46.9,25.62,21,14.53,14.0,0,0,0,Monday,67.0,0.0,2.0,67.0,2.0,0.0,67.0
2021-05-18,125449,0,0.0,0.0,0.0,60.0,82.0,50,78,46.4,24.8,26,14.56,13.88,0,0,1,Tuesday,71.0,0.0,6.0,68.3,3.3,0.0,67.0
2021-05-19,135636,0,0.0,0.0,0.0,65.0,86.0,53,77,50.2,28.56,11,14.59,14.0,0,0,2,Wednesday,75.5,0.0,10.5,71.2,6.2,0.0,71.0
2021-05-20,127285,0,0.0,0.0,0.0,59.0,76.0,60,87,47.1,28.03,58,14.62,14.0,0,0,3,Thursday,67.5,0.0,2.5,71.3,6.3,0.0,75.5
2021-05-21,125978,0,0.0,0.0,0.0,58.0,79.0,64,91,50.4,27.95,33,14.65,14.0,0,0,4,Friday,68.5,0.0,3.5,70.5,5.5,0.0,67.5
2021-05-22,131007,0,0.0,0.0,0.0,65.0,89.0,53,71,56.4,19.43,82,14.68,11.0,1,0,5,Saturday,77.0,0.0,12.0,71.0,6.0,0.0,68.5
2021-05-23,143933,0,0.0,0.0,0.0,68.0,88.0,58,78,60.8,22.07,69,14.71,14.0,1,0,6,Sunday,78.0,0.0,13.0,74.5,9.5,0.0,77.0
2021-05-24,128641,0,0.0,0.0,0.0,59.0,68.0,56,67,45.1,18.94,73,14.73,10.18,0,0,0,Monday,63.5,0.0,0.0,72.8,8.3,0.0,78.0
2021-05-25,124219,0,0.0,0.0,0.0,58.0,73.0,64,75,50.9,24.41,73,14.76,11.02,0,0,1,Tuesday,65.5,0.0,0.5,69.0,4.5,0.0,63.5
2021-05-26,143580,0,0.07,0.0,0.0,65.0,86.0,73,92,63.9,23.4,52,14.78,13.15,0,0,2,Wednesday,75.5,0.0,10.5,68.2,3.7,0.0,65.5
2021-05-27,144678,0,0.02,0.0,0.0,65.0,81.0,60,94,55.7,29.29,38,14.81,14.0,0,0,3,Thursday,73.0,0.0,8.0,71.3,6.3,0.0,75.5
2021-05-28,121714,0,1.22,0.0,0.0,49.0,69.0,63,91,45.4,13.99,81,14.83,6.89,0,0,4,Friday,59.0,0.0,0.0,69.2,6.2,0.0,73.0
2021-05-29,105407,0,0.46,0.0,0.0,47.0,51.0,85,90,45.5,5.71,100,14.85,0.0,1,0,5,Saturday,49.0,1.0,0.0,60.3,2.7,0.3,59.0
2021-05-30,104357,0,0.89,0.0,0.0,47.0,51.0,89,93,46.8,4.65,100,14.87,0.0,1,0,6,Sunday,49.0,1.0,0.0,52.3,0.0,0.7,49.0
2021-05-31,104281,0,0.02,0.0,0.0,49.0,70.0,73,93,48.2,15.04,83,14.89,6.45,0,1,0,Monday,59.5,0.0,0.0,52.5,0.0,0.7,49.0
2021-06-01,118089,0,0.0,0.0,0.0,57.0,76.0,72,92,52.5,20.8,88,14.91,10.81,0,0,1,Tuesday,66.5,0.0,1.5,58.3,0.5,0.3,59.5
2021-06-02,122150,0,0.0,0.0,0.0,62.0,75.0,77,92,56.2,19.52,94,14.93,8.65,0,0,2,Wednesday,68.5,0.0,3.5,64.8,1.7,0.0,66.5
2021-06-03,125374,0,0.38,0.0,0.0,60.0,74.0,91,96,61.5,12.66,98,14.95,4.73,0,0,3,Thursday,67.0,0.0,2.0,67.3,2.3,0.0,68.5
2021-06-04,134942,0,0.39,0.0,0.0,63.0,78.0,87,96,65.3,15.28,79,14.96,5.09,0,0,4,Friday,70.5,0.0,5.5,68.7,3.7,0.0,67.0
2021-06-05,139282,0,0.0,0.0,0.0,66.0,89.0,71,95,64.3,27.29,13,14.98,14.04,1,0,5,Saturday,77.5,0.0,12.5,71.7,6.7,0.0,70.5
2021-06-06,157383,0,0.0,0.0,0.0,76.0,92.0,65,79,65.5,25.86,17,15.0,14.04,1,0,6,Sunday,84.0,0.0,19.0,77.3,12.3,0.0,77.5
2021-06-07,182078,0,0.07,0.0,0.0,76.0,91.0,77,91,69.9,22.3,54,15.01,12.84,0,0,0,Monday,83.5,0.0,18.5,81.7,16.7,0.0,84.0
2021-06-08,183066,0,0.47,0.0,0.0,72.0,90.0,86,98,72.9,19.36,84,15.02,9.03,0,0,1,Tuesday,81.0,0.0,16.0,82.8,17.8,0.0,83.5
2021-06-09,185200,0,0.01,0.0,0.0,72.0,90.0,81,97,71.5,24.09,76,15.04,13.49,0,0,2,Wednesday,81.0,0.0,16.0,81.8,16.8,0.0,81.0
2021-06-10,164490,0,0.0,0.0,0.0,65.0,84.0,64,91,59.2,25.37,59,15.05,14.0,0,0,3,Thursday,74.5,0.0,9.5,78.8,13.8,0.0,81.0
2021-06-11,133401,0,0.0,0.0,0.0,62.0,69.0,69,82,53.8,11.24,85,15.06,4.67,0,0,4,Friday,65.5,0.0,0.5,73.7,8.7,0.0,74.5
2021-06-12,118807,0,0.0,0.0,0.0,62.0,69.0,80,96,58.9,14.13,80,15.07,6.33,1,0,5,Saturday,65.5,0.0,0.5,68.5,3.5,0.0,65.5
2021-06-13,117076,0,0.01,0.0,0.0,62.0,76.0,77,94,58.5,18.9,61,15.08,10.61,1,0,6,Sunday,69.0,0.0,4.0,66.7,1.7,0.0,65.5
2021-06-14,134552,0,0.22,0.0,0.0,64.0,73.0,84,94,61.7,16.06,77,15.08,9.23,0,0,0,Monday,68.5,0.0,3.5,67.7,2.7,0.0,69.0
2021-06-15,142937,0,0.0,0.0,0.0,66.0,80.0,74,98,59.9,24.62,44,15.09,13.0,0,0,1,Tuesday,73.0,0.0,8.0,70.2,5.2,0.0,68.5
2021-06-16,135297,0,0.0,0.0,0.0,62.0,77.0,56,80,49.7,29.93,11,15.09,14.04,0,0,2,Wednesday,69.5,0.0,4.5,70.3,5.3,0.0,73.0
2021-06-17,132504,0,0.0,0.0,0.0,57.0,78.0,54,81,46.9,30.29,17,15.1,14.13,0,0,3,Thursday,67.5,0.0,2.5,70.0,5.0,0.0,69.5
2021-06-18,141117,0,0.0,0.0,0.0,63.0,84.0,58,80,53.1,27.42,50,15.1,11.2,0,1,4,Friday,73.5,0.0,8.5,70.2,5.2,0.0,67.5
2021-06-19,144873,0,0.14,0.0,0.0,65.0,88.0,66,83,62.4,21.2,96,15.1,9.81,1,1,5,Saturday,76.5,0.0,11.5,72.5,7.5,0.0,73.5
2021-06-20,147051,0,0.0,0.0,0.0,66.0,86.0,77,91,65.7,23.68,38,15.1,14.04,1,0,6,Sunday,76.0,0.0,11.0,75.3,10.3,0.0,76.5
2021-06-21,180010,0,0.0,0.0,0.0,75.0,86.0,83,93,71.1,22.52,74,15.1,13.17,0,0,0,Monday,80.5,0.0,15.5,77.7,12.7,0.0,76.0
2021-06-22,155375,0,0.24,0.0,0.0,59.0,78.0,85,96,64.4,9.87,91,15.1,4.15,0,0,1,Tuesday,68.5,0.0,3.5,75.0,10.0,0.0,80.5
2021-06-23,129862,0,0.0,0.0,0.0,55.0,76.0,58,78,47.8,26.35,32,15.1,14.05,0,0,2,Wednesday,65.5,0.0,0.5,71.5,6.5,0.0,68.5
2021-06-24,133803,0,0.0,0.0,0.0,61.0,77.0,66,90,53.1,28.69,22,15.1,14.05,0,0,3,Thursday,69.0,0.0,4.0,67.7,2.7,0.0,65.5
2021-06-25,138370,0,0.0,0.0,0.0,64.0,81.0,77,92,59.2,28.53,76,15.09,13.9,0,0,4,Friday,72.5,0.0,7.5,69.0,4.0,0.0,69.0
2021-06-26,147001,0,0.04,0.0,0.0,68.0,83.0,87,96,68.8,19.55,87,15.09,13.31,1,0,5,Saturday,75.5,0.0,10.5,72.3,7.3,0.0,72.5
2021-06-27,159179,0,0.0,0.0,0.0,73.0,90.0,81,92,71.7,19.62,82,15.08,10.79,1,0,6,Sunday,81.5,0.0,16.5,76.5,11.5,0.0,75.5
2021-06-28,194131,0,0.0,0.0,0.0,76.0,92.0,72,84,71.6,24.68,66,15.07,13.98,0,0,0,Monday,84.0,0.0,19.0,80.3,15.3,0.0,81.5
2021-06-29,206885,0,0.0,0.0,0.0,78.0,95.0,71,81,73.1,25.12,17,15.07,14.0,0,0,1,Tuesday,86.5,0.0,21.5,84.0,19.0,0.0,84.0
2021-06-30,212086,0,0.65,0.0,0.0,73.0,98.0,64,86,70.8,24.37,22,15.06,14.0,0,0,2,Wednesday,85.5,0.0,20.5,85.3,20.3,0.0,86.5
2021-07-01,185946,0,0.9,0.0,0.0,72.0,84.0,79,95,69.9,13.59,71,15.05,7.42,0,0,3,Thursday,78.0,0.0,13.0,83.3,18.3,0.0,85.5
2021-07-02,161877,0,0.67,0.0,0.0,62.0,79.0,89,96,68.4,11.53,100,15.04,1.87,0,0,4,Friday,70.5,0.0,5.5,78.0,13.0,0.0,78.0
2021-07-03,120541,0,0.34,0.0,0.0,59.0,66.0,88,96,60.1,11.15,98,15.02,5.04,1,0,5,Saturday,62.5,0.0,0.0,70.3,6.2,0.0,70.5
2021-07-04,118334,0,0.0,0.0,0.0,60.0,79.0,77,92,60.6,23.67,42,15.01,14.0,1,1,6,Sunday,69.5,0.0,4.5,67.5,3.3,0.0,62.5
2021-07-05,141039,0,0.0,0.0,0.0,67.0,83.0,82,100,66.8,22.28,30,15.0,14.0,0,1,0,Monday,75.0,0.0,10.0,69.0,4.8,0.0,69.5
2021-07-06,178255,0,0.55,0.0,0.0,71.0,92.0,73,93,69.4,24.7,81,14.98,13.88,0,0,1,Tuesday,81.5,0.0,16.5,75.3,10.3,0.0,75.0
2021-07-07,190084,0,0.0,0.0,0.0,71.0,91.0,80,96,73.2,24.42,24,14.97,14.0,0,0,2,Wednesday,81.0,0.0,16.0,79.2,14.2,0.0,81.5
2021-07-08,184239,0,2.27,0.0,0.0,71.0,84.0,88,97,72.1,14.96,91,14.95,7.39,0,0,3,Thursday,77.5,0.0,12.5,80.0,15.0,0.0,81.0
2021-07-09,172232,0,2.06,0.0,0.0,70.0,85.0,82,97,70.1,17.21,85,14.93,7.81,0,0,4,Friday,77.5,0.0,12.5,78.7,13.7,0.0,77.5
2021-07-10,152105,0,0.27,0.0,0.0,68.0,81.0,83,96,68.2,18.81,47,14.91,14.0,1,0,5,Saturday,74.5,0.0,9.5,76.5,11.5,0.0,77.5
2021-07-11,146754,0,0.01,0.0,0.0,70.0,78.0,88,97,69.0,10.85,88,14.89,5.63,1,0,6,Sunday,74.0,0.0,9.0,75.3,10.3,0.0,74.5
2021-07-12,176422,0,1.42,0.0,0.0,72.0,86.0,91,98,73.7,13.92,95,14.87,5.1,0,0,0,Monday,79.0,0.0,14.0,75.8,10.8,0.0,74.0
2021-07-13,157758,0,0.0,0.0,0.0,69.0,72.0,91,97,70.0,10.24,100,14.85,1.15,0,0,1,Tuesday,70.5,0.0,5.5,74.5,9.5,0.0,79.0
2021-07-14,169728,0,0.0,0.0,0.0,69.0,87.0,85,99,71.4,20.1,78,14.83,10.38,0,0,2,Wednesday,78.0,0.0,13.0,75.8,10.8,0.0,70.5
2021-07-15,183799,0,0.0,0.0,0.0,74.0,89.0,81,97,71.7,23.07,47,14.81,14.0,0,0,3,Thursday,81.5,0.0,16.5,76.7,11.7,0.0,78.0
2021-07-16,198095,0,0.0,0.0,0.0,79.0,91.0,73,92,71.5,24.56,43,14.78,13.99,0,0,4,Friday,85.0,0.0,20.0,81.5,16.5,0.0,81.5
2021-07-17,181974,0,0.62,0.0,0.0,73.0,91.0,83,96,74.1,22.27,87,14.76,12.85,1,0,5,Saturday,82.0,0.0,17.0,82.8,17.8,0.0,85.0
2021-07-18,163541,0,0.03,0.0,0.0,72.0,84.0,79,96,70.0,21.59,77,14.73,12.57,1,0,6,Sunday,78.0,0.0,13.0,81.7,16.7,0.0,82.0
2021-07-19,167678,0,0.01,0.0,0.0,71.0,81.0,74,91,66.1,21.42,52,14.71,13.64,0,0,0,Monday,76.0,0.0,11.0,78.7,13.7,0.0,78.0
2021-07-20,178188,0,0.0,0.0,0.0,73.0,86.0,74,93,68.7,25.12,10,14.68,14.0,0,0,1,Tuesday,79.5,0.0,14.5,77.8,12.8,0.0,76.0
2021-07-21,172786,0,0.05,0.0,0.0,70.0,80.0,77,92,67.3,20.53,30,14.65,13.0,0,0,2,Wednesday,75.0,0.0,10.0,76.8,11.8,0.0,79.5
