period,value,is_imputed,prcp,snow,snwd,tmin,tmax,rh_mean,rh_max,dew_point,solar_rad,cloud_cover,daylight_hours,sunshine_hours,is_weekend,is_holiday,day_of_week,day_name,tavg,hdd,cdd,tavg_3day,cdd_3day,hdd_3day,tavg_lag1
2022-07-31,160843,0,0.0,0.0,0.0,71.0,86.0,64,87,62.4,20.46,67,14.35,10.55,1,0,6,Sunday,78.5,0.0,13.5,79.0,14.0,0.0,80.0
2022-08-01,165984,0,0.48,0.0,0.0,68.0,77.0,76,88,66.2,12.52,74,14.32,5.4,0,0,0,Monday,72.5,0.0,7.5,77.0,12.0,0.0,78.5
2022-08-02,184097,0,0.0,0.0,0.0,72.0,90.0,65,86,66.4,23.77,31,14.29,14.0,0,0,1,Tuesday,81.0,0.0,16.0,77.3,12.3,0.0,72.5
2022-08-03,188058,0,0.0,0.0,0.0,71.0,89.0,64,91,64.4,26.65,18,14.25,14.0,0,0,2,Wednesday,80.0,0.0,15.0,77.8,12.8,0.0,81.0
2022-08-04,198706,0,0.0,0.0,0.0,76.0,93.0,67,93,68.3,24.54,19,14.21,13.99,0,0,3,Thursday,84.5,0.0,19.5,81.8,16.8,0.0,80.0
2022-08-05,194961,0,0.0,0.0,0.0,78.0,89.0,64,79,68.8,16.98,78,14.18,9.67,0,0,4,Friday,83.5,0.0,18.5,82.7,17.7,0.0,84.5
2022-08-06,186868,0,0.0,0.0,0.0,77.0,92.0,71,95,71.0,21.94,58,14.14,13.67,1,0,5,Saturday,84.5,0.0,19.5,84.2,19.2,0.0,83.5
2022-08-07,190719,0,0.16,0.0,0.0,76.0,92.0,73,94,72.1,20.7,68,14.11,12.22,1,0,6,Sunday,84.0,0.0,19.0,84.0,19.0,0.0,84.5
2022-08-08,213959,0,0.0,0.0,0.0,79.0,93.0,65,87,71.5,22.9,47,14.07,13.91,0,0,0,Monday,86.0,0.0,21.0,84.8,19.8,0.0,84.0
2022-08-09,222979,0,0.03,0.0,0.0,78.0,97.0,69,87,73.8,20.41,54,14.03,12.81,0,0,1,Tuesday,87.5,0.0,22.5,85.8,20.8,0.0,86.0
2022-08-10,197816,0,0.0,0.0,0.0,75.0,87.0,69,87,67.7,18.42,52,14.0,12.93,0,0,2,Wednesday,81.0,0.0,16.0,84.8,19.8,0.0,87.5
2022-08-11,189338,0,0.11,0.0,0.0,72.0,89.0,65,93,64.9,20.76,84,13.96,9.96,0,0,3,Thursday,80.5,0.0,15.5,83.0,18.0,0.0,81.0
2022-08-12,167983,0,0.0,0.0,0.0,71.0,85.0,47,70,53.5,24.76,42,13.92,13.17,0,0,4,Friday,78.0,0.0,13.0,79.8,14.8,0.0,80.5
2022-08-13,140266,0,0.0,0.0,0.0,65.0,79.0,49,71,50.1,25.16,4,13.88,13.72,1,0,5,Saturday,72.0,0.0,7.0,76.8,11.8,0.0,78.0
2022-08-14,138641,0,0.0,0.0,0.0,66.0,82.0,56,78,54.5,22.35,49,13.84,13.66,1,0,6,Sunday,74.0,0.0,9.0,74.7,9.7,0.0,72.0
2022-08-15,157926,0,0.0,0.0,0.0,68.0,83.0,60,81,57.4,21.79,55,13.8,13.12,0,0,0,Monday,75.5,0.0,10.5,73.8,8.8,0.0,74.0
2022-08-16,157429,0,0.0,0.0,0.0,66.0,83.0,62,92,57.8,23.5,71,13.76,13.04,0,0,1,Tuesday,74.5,0.0,9.5,74.7,9.7,0.0,75.5
2022-08-17,153379,0,0.34,0.0,0.0,63.0,81.0,62,87,57.5,15.27,61,13.72,10.75,0,0,2,Wednesday,72.0,0.0,7.0,74.0,9.0,0.0,74.5
2022-08-18,155905,0,0.0,0.0,0.0,62.0,87.0,56,93,55.0,22.27,13,13.68,13.42,0,0,3,Thursday,74.5,0.0,9.5,73.7,8.7,0.0,72.0
2022-08-19,164738,0,0.0,0.0,0.0,69.0,90.0,54,78,57.8,21.47,33,13.64,12.75,0,0,4,Friday,79.5,0.0,14.5,75.3,10.3,0.0,74.5
2022-08-20,163800,0,0.0,0.0,0.0,74.0,90.0,61,80,63.4,21.21,40,13.6,13.1,1,0,5,Saturday,82.0,0.0,17.0,78.7,13.7,0.0,79.5
2022-08-21,158274,0,0.0,0.0,0.0,72.0,82.0,75,95,66.9,17.22,79,13.56,9.09,1,0,6,Sunday,77.0,0.0,12.0,79.5,14.5,0.0,82.0
2022-08-22,173383,0,0.23,0.0,0.0,73.0,79.0,88,96,69.4,12.18,95,13.52,5.14,0,0,0,Monday,76.0,0.0,11.0,78.3,13.3,0.0,77.0
2022-08-23,177772,0,0.0,0.0,0.0,72.0,86.0,77,96,67.3,21.36,46,13.47,12.12,0,0,1,Tuesday,79.0,0.0,14.0,77.3,12.3,0.0,76.0
2022-08-24,176396,0,0.0,0.0,0.0,71.0,90.0,60,87,60.8,22.81,10,13.43,12.74,0,0,2,Wednesday,80.5,0.0,15.5,78.5,13.5,0.0,79.0
2022-08-25,179804,0,0.0,0.0,0.0,72.0,91.0,58,84,60.6,23.06,29,13.39,12.45,0,0,3,Thursday,81.5,0.0,16.5,80.3,15.3,0.0,80.5
2022-08-26,183405,0,0.24,0.0,0.0,74.0,87.0,73,83,67.3,18.84,50,13.35,11.37,0,0,4,Friday,80.5,0.0,15.5,80.8,15.8,0.0,81.5
2022-08-27,168017,0,0.0,0.0,0.0,74.0,90.0,71,95,65.9,21.17,10,13.31,12.37,1,0,5,Saturday,82.0,0.0,17.0,81.3,16.3,0.0,80.5
2022-08-28,159404,0,0.0,0.0,0.0,73.0,82.0,81,95,68.6,15.17,54,13.26,9.49,1,0,6,Sunday,77.5,0.0,12.5,80.0,15.0,0.0,82.0
2022-08-29,185384,0,0.0,0.0,0.0,75.0,85.0,83,97,70.5,19.17,29,13.22,12.15,0,0,0,Monday,80.0,0.0,15.0,79.8,14.8,0.0,77.5
2022-08-30,190278,0,0.12,0.0,0.0,73.0,89.0,81,98,70.9,19.48,47,13.18,11.97,0,0,1,Tuesday,81.0,0.0,16.0,79.5,14.5,0.0,80.0
2022-08-31,173537,0,0.0,0.0,0.0,69.0,85.0,63,90,60.3,21.92,23,13.14,12.28,0,0,2,Wednesday,77.0,0.0,12.0,79.3,14.3,0.0,81.0
2022-09-01,162975,0,0.0,0.0,0.0,69.0,86.0,47,66,52.5,23.33,5,13.09,12.3,0,0,3,Thursday,77.5,0.0,12.5,78.5,13.5,0.0,77.0
2022-09-02,146970,0,0.0,0.0,0.0,62.0,79.0,63,83,55.2,23.02,16,13.05,12.25,0,0,4,Friday,70.5,0.0,5.5,75.0,10.0,0.0,77.5
2022-09-03,138975,0,0.0,0.0,0.0,65.0,82.0,73,94,61.7,19.51,75,13.01,9.98,1,0,5,Saturday,73.5,0.0,8.5,73.8,8.8,0.0,70.5
2022-09-04,151378,0,0.0,0.0,0.0,71.0,90.0,75,94,66.8,16.19,92,12.96,12.0,1,0,6,Sunday,80.5,0.0,15.5,74.8,9.8,0.0,73.5
2022-09-05,163790,0,0.06,0.0,0.0,73.0,88.0,80,95,68.8,14.56,100,12.92,6.29,0,1,0,Monday,80.5,0.0,15.5,78.2,13.2,0.0,80.5
2022-09-06,165915,0,0.78,0.0,0.0,67.0,74.0,90,94,67.9,4.39,95,12.88,0.76,0,0,1,Tuesday,70.5,0.0,5.5,77.2,12.2,0.0,80.5
2022-09-07,147130,0,0.0,0.0,0.0,65.0,72.0,82,93,62.8,7.74,100,12.83,1.59,0,0,2,Wednesday,68.5,0.0,3.5,73.2,8.2,0.0,70.5
2022-09-08,145739,0,0.0,0.0,0.0,65.0,78.0,76,93,60.9,13.02,54,12.79,7.92,0,0,3,Thursday,71.5,0.0,6.5,70.2,5.2,0.0,68.5
2022-09-09,145064,0,0.0,0.0,0.0,62.0,80.0,72,94,58.0,22.1,0,12.74,12.05,0,0,4,Friday,71.0,0.0,6.0,70.3,5.3,0.0,71.5
2022-09-10,138750,0,0.0,0.0,0.0,64.0,86.0,72,94,59.5,21.45,48,12.7,12.06,1,0,5,Saturday,75.0,0.0,10.0,72.5,7.5,0.0,71.0
2022-09-11,138190,0,0.32,0.0,0.0,67.0,76.0,81,96,63.4,6.3,100,12.65,0.6,1,0,6,Sunday,71.5,0.0,6.5,72.5,7.5,0.0,75.0
2022-09-12,162078,0,0.81,0.0,0.0,68.0,81.0,84,98,68.3,14.15,93,12.61,10.0,0,0,0,Monday,74.5,0.0,9.5,73.7,8.7,0.0,71.5
2022-09-13,168566,0,0.41,0.0,0.0,68.0,82.0,83,97,67.2,12.47,70,12.56,8.82,0,0,1,Tuesday,75.0,0.0,10.0,73.7,8.7,0.0,74.5
2022-09-14,150871,0,0.0,0.0,0.0,62.0,80.0,68,84,57.7,20.13,7,12.52,12.0,0,0,2,Wednesday,71.0,0.0,6.0,73.5,8.5,0.0,75.0
2022-09-15,141132,0,0.0,0.0,0.0,62.0,74.0,62,81,52.4,21.45,4,12.48,12.0,0,0,3,Thursday,68.0,0.0,3.0,71.3,6.3,0.0,71.0
2022-09-16,131992,0,0.0,0.0,0.0,57.0,75.0,62,90,49.4,21.1,33,12.43,11.98,0,0,4,Friday,66.0,0.0,1.0,68.3,3.3,0.0,68.0
2022-09-17,126203,0,0.0,0.0,0.0,64.0,76.0,73,86,57.8,18.5,54,12.39,11.95,1,0,5,Saturday,70.0,0.0,5.0,68.0,3.0,0.0,66.0
2022-09-18,136914,0,0.0,0.0,0.0,67.0,83.0,70,93,61.1,19.8,42,12.34,11.93,1,0,6,Sunday,75.0,0.0,10.0,70.3,5.3,0.0,70.0
2022-09-19,159023,0,0.14,0.0,0.0,68.0,85.0,71,90,62.8,17.26,51,12.3,9.75,0,0,0,Monday,76.5,0.0,11.5,73.8,8.8,0.0,75.0
2022-09-20,153148,0,0.0,0.0,0.0,67.0,79.0,72,93,60.3,16.74,19,12.25,11.87,0,0,1,Tuesday,73.0,0.0,8.0,74.8,9.8,0.0,76.5
2022-09-21,149092,0,0.0,0.0,0.0,62.0,80.0,74,90,59.7,18.78,38,12.21,11.76,0,0,2,Wednesday,71.0,0.0,6.0,73.5,8.5,0.0,73.0
2022-09-22,144449,0,0.47,0.0,0.0,57.0,75.0,72,84,58.0,6.37,56,12.16,3.84,0,0,3,Thursday,66.0,0.0,1.0,70.0,5.0,0.0,71.0
2022-09-23,117836,0,0.0,0.0,0.0,51.0,63.0,54,66,39.0,20.07,4,12.12,11.79,0,0,4,Friday,57.0,0.0,0.0,64.7,2.3,0.0,66.0
2022-09-24,106856,0,0.0,0.0,0.0,49.0,69.0,57,68,42.2,17.61,38,12.08,11.76,1,0,5,Saturday,59.0,0.0,0.0,60.7,0.3,0.0,57.0
2022-09-25,110245,0,1.11,0.0,0.0,59.0,72.0,70,86,52.8,9.51,75,12.03,3.57,1,0,6,Sunday,65.5,0.0,0.5,60.5,0.2,0.0,59.0
2022-09-26,123806,0,0.0,0.0,0.0,58.0,74.0,65,91,51.4,17.58,12,11.99,11.7,0,0,0,Monday,66.0,0.0,1.0,63.5,0.5,0.0,65.5
2022-09-27,122666,0,0.0,0.0,0.0,59.0,70.0,56,69,45.8,16.79,56,11.94,10.22,0,0,1,Tuesday,64.5,0.0,0.0,65.3,0.5,0.0,66.0
2022-09-28,121113,0,0.0,0.0,0.0,53.0,69.0,59,79,45.7,14.98,38,11.9,10.35,0,0,2,Wednesday,61.0,0.0,0.0,63.8,0.3,0.0,64.5
2022-09-29,119435,0,0.0,0.0,0.0,53.0,66.0,63,80,46.0,18.13,48,11.85,10.74,0,0,3,Thursday,59.5,0.0,0.0,61.7,0.0,0.0,61.0
2022-09-30,116138,0,0.0,0.0,0.0,52.0,62.0,68,78,46.2,10.63,100,11.8,4.4,0,0,4,Friday,57.0,0.0,0.0,59.2,0.0,0.0,59.5
2022-10-01,108767,0,0.59,0.0,0.0,51.0,61.0,82,90,52.6,6.42,100,11.76,2.04,1,0,5,Saturday,56.0,0.0,0.0,57.5,0.0,0.0,57.0
2022-10-02,106977,0,0.0,0.0,0.0,50.0,60.0,65,84,43.9,2.49,100,11.71,0.0,1,0,6,Sunday,55.0,0.0,0.0,56.0,0.0,0.0,56.0
2022-10-03,119768,0,0.47,0.0,0.0,47.0,53.0,67,87,40.1,3.39,100,11.67,0.0,0,0,0,Monday,50.0,0.0,0.0,53.7,0.0,0.0,55.0
2022-10-04,122825,0,1.85,0.0,0.0,46.0,55.0,88,93,48.0,3.28,100,11.62,0.0,0,0,1,Tuesday,50.5,0.0,0.0,51.8,0.0,0.0,50.0
2022-10-05,119801,0,0.37,0.0,0.0,54.0,59.0,90,96,54.2,5.08,88,11.58,0.32,0,0,2,Wednesday,56.5,0.0,0.0,52.3,0.0,0.0,50.5
2022-10-06,121185,0,0.0,0.0,0.0,53.0,74.0,78,95,53.1,17.16,32,11.54,11.09,0,0,3,Thursday,63.5,0.0,0.0,56.8,0.0,0.0,56.5
2022-10-07,123565,0,0.0,0.0,0.0,58.0,76.0,73,92,53.5,16.0,40,11.49,10.94,0,0,4,Friday,67.0,0.0,2.0,62.3,0.7,0.0,63.5
2022-10-08,106905,0,0.03,0.0,0.0,47.0,58.0,61,85,39.4,13.75,41,11.45,10.19,1,0,5,Saturday,52.5,0.0,0.0,61.0,0.7,0.0,67.0
2022-10-09,104858,0,0.0,0.0,0.0,44.0,61.0,64,87,39.0,16.6,6,11.4,10.91,1,0,6,Sunday,52.5,0.0,0.0,57.3,0.7,0.0,52.5
2022-10-10,114403,0,0.0,0.0,0.0,52.0,67.0,62,82,42.1,15.15,34,11.36,10.24,0,1,0,Monday,59.5,0.0,0.0,54.8,0.0,0.0,52.5
2022-10-11,119315,0,0.0,0.0,0.0,51.0,70.0,75,92,47.9,16.19,0,11.32,10.87,0,0,1,Tuesday,60.5,0.0,0.0,57.5,0.0,0.0,59.5
2022-10-12,120438,0,0.0,0.0,0.0,57.0,70.0,72,85,48.6,16.08,59,11.27,10.86,0,0,2,Wednesday,63.5,0.0,0.0,61.2,0.0,0.0,60.5
2022-10-13,125333,0,0.8,0.0,0.0,54.0,69.0,88,96,59.5,6.02,100,11.23,2.57,0,0,3,Thursday,61.5,0.0,0.0,61.8,0.0,0.0,63.5
2022-10-14,118562,0,0.19,0.0,0.0,52.0,67.0,74,92,48.5,12.43,36,11.19,9.24,0,0,4,Friday,59.5,0.0,0.0,61.5,0.0,0.0,61.5
2022-10-15,108069,0,0.0,0.0,0.0,50.0,68.0,73,90,47.2,15.72,5,11.14,10.8,1,0,5,Saturday,59.0,0.0,0.0,60.0,0.0,0.0,59.5
2022-10-16,106318,0,0.0,0.0,0.0,52.0,64.0,74,92,46.6,13.12,45,11.1,10.51,1,0,6,Sunday,58.0,0.0,0.0,58.8,0.0,0.0,59.0
2022-10-17,119413,0,0.14,0.0,0.0,53.0,66.0,79,93,51.4,9.74,97,11.05,8.33,0,0,0,Monday,59.5,0.0,0.0,58.8,0.0,0.0,58.0
2022-10-18,117200,0,0.0,0.0,0.0,46.0,56.0,60,93,37.1,14.92,44,11.01,10.0,0,0,1,Tuesday,51.0,0.0,0.0,56.2,0.0,0.0,59.5
2022-10-19,119012,0,0.0,0.0,0.0,42.0,54.0,60,81,33.0,12.45,21,10.97,10.13,0,0,2,Wednesday,48.0,2.0,0.0,52.8,0.0,0.7,51.0
2022-10-20,119482,0,0.0,0.0,0.0,44.0,58.0,59,80,34.8,15.27,2,10.92,10.71,0,0,3,Thursday,51.0,0.0,0.0,50.0,0.0,0.7,48.0
2022-10-21,118483,0,0.0,0.0,0.0,46.0,62.0,65,83,38.6,15.01,0,10.88,10.69,0,0,4,Friday,54.0,0.0,0.0,51.0,0.0,0.7,51.0
2022-10-22,108405,0,0.0,0.0,0.0,49.0,66.0,73,90,43.7,14.45,36,10.84,10.13,1,0,5,Saturday,57.5,0.0,0.0,54.2,0.0,0.0,54.0
2022-10-23,108050,0,0.02,0.0,0.0,54.0,61.0,82,91,49.9,4.06,100,10.8,0.0,1,0,6,Sunday,57.5,0.0,0.0,56.3,0.0,0.0,57.5
2022-10-24,120832,0,0.52,0.0,0.0,55.0,61.0,94,97,55.6,3.34,100,10.75,0.0,0,0,0,Monday,58.0,0.0,0.0,57.7,0.0,0.0,57.5
2022-10-25,125770,0,0.0,0.0,0.0,61.0,70.0,96,100,63.2,6.21,93,10.71,5.5,0,0,1,Tuesday,65.5,0.0,0.5,60.3,0.2,0.0,58.0
2022-10-26,127535,0,0.0,0.0,0.0,60.0,72.0,92,100,62.7,7.48,79,10.67,5.92,0,0,2,Wednesday,66.0,0.0,1.0,63.2,0.5,0.0,65.5
2022-10-27,120506,0,0.0,0.0,0.0,52.0,65.0,63,86,44.5,13.66,2,10.63,10.32,0,0,3,Thursday,58.5,0.0,0.0,63.3,0.5,0.0,66.0
2022-10-28,118282,0,0.0,0.0,0.0,45.0,56.0,62,85,36.3,11.93,74,10.59,9.54,0,0,4,Friday,50.5,0.0,0.0,58.3,0.3,0.0,58.5
2022-10-29,109029,0,0.0,0.0,0.0,43.0,58.0,72,88,39.5,13.82,8,10.55,10.3,1,0,5,Saturday,50.5,0.0,0.0,53.2,0.0,0.0,50.5
2022-10-30,107416,0,0.0,0.0,0.0,43.0,63.0,75,94,40.3,13.63,49,10.51,10.29,1,0,6,Sunday,53.0,0.0,0.0,51.3,0.0,0.0,50.5
2022-10-31,119039,0,0.1,0.0,0.0,51.0,65.0,84,95,51.1,7.59,96,10.47,6.52,0,0,0,Monday,58.0,0.0,0.0,53.8,0.0,0.0,53.0
2022-11-01,122214,0,0.08,0.0,0.0,59.0,67.0,90,98,56.9,5.84,73,10.43,5.48,0,0,1,Tuesday,63.0,0.0,0.0,58.0,0.0,0.0,58.0
2022-11-02,120546,0,0.0,0.0,0.0,54.0,70.0,75,92,50.7,12.59,1,10.39,10.0,0,0,2,Wednesday,62.0,0.0,0.0,61.0,0.0,0.0,63.0
2022-11-03,120005,0,0.0,0.0,0.0,52.0,67.0,81,94,48.3,12.51,1,10.35,9.9,0,0,3,Thursday,59.5,0.0,0.0,61.5,0.0,0.0,62.0
2022-11-04,121075,0,0.0,0.0,0.0,53.0,70.0,89,100,53.4,10.74,59,10.31,9.46,0,0,4,Friday,61.5,0.0,0.0,61.0,0.0,0.0,59.5
2022-11-05,115378,0,0.0,0.0,0.0,64.0,76.0,85,95,59.9,10.43,73,10.27,9.56,1,0,5,Saturday,70.0,0.0,5.0,63.7,1.7,0.0,61.5
2022-11-06,120723,0,0.0,0.0,0.0,66.0,75.0,81,88,61.7,6.2,75,10.23,5.0,1,0,6,Sunday,70.5,0.0,5.5,67.3,3.5,0.0,70.0
2022-11-07,129388,0,0.0,0.0,0.0,54.0,77.0,64,94,52.4,11.39,18,10.2,9.68,0,0,0,Monday,65.5,0.0,0.5,68.7,3.7,0.0,70.5
2022-11-08,118595,0,0.0,0.0,0.0,47.0,58.0,47,64,30.8,12.02,11,10.16,9.67,0,0,1,Tuesday,52.5,0.0,0.0,62.8,2.0,0.0,65.5
2022-11-09,120670,0,0.0,0.0,0.0,40.0,53.0,63,89,33.0,11.79,11,10.12,9.67,0,0,2,Wednesday,46.5,3.5,0.0,54.8,0.2,1.2,52.5
2022-11-10,120580,0,0.0,0.0,0.0,47.0,66.0,82,94,46.6,11.13,19,10.08,9.62,0,0,3,Thursday,56.5,0.0,0.0,51.8,0.0,1.2,46.5
2022-11-11,122084,0,0.89,0.0,0.0,59.0,68.0,93,99,58.2,2.15,100,10.05,0.0,0,1,4,Friday,63.5,0.0,0.0,55.5,0.0,1.2,56.5
2022-11-12,113611,0,0.08,0.0,0.0,60.0,69.0,80,96,58.3,9.99,58,10.01,9.36,1,0,5,Saturday,64.5,0.0,0.0,61.5,0.0,0.0,63.5
2022-11-13,108614,0,0.04,0.0,0.0,41.0,61.0,68,89,39.7,5.94,64,9.98,5.34,1,0,6,Sunday,51.0,0.0,0.0,59.7,0.0,0.0,64.5
2022-11-14,122342,0,0.0,0.0,0.0,37.0,45.0,56,71,25.9,11.25,3,9.94,9.47,0,0,0,Monday,41.0,9.0,0.0,52.2,0.0,3.0,51.0
2022-11-15,126704,0,0.56,0.0,0.0,35.0,46.0,73,96,31.4,5.73,75,9.91,3.01,0,0,1,Tuesday,40.5,9.5,0.0,44.2,0.0,6.2,41.0
2022-11-16,125824,0,0.28,0.0,0.0,39.0,50.0,77,97,37.9,7.49,88,9.88,6.8,0,0,2,Wednesday,44.5,5.5,0.0,42.0,0.0,8.0,40.5
2022-11-17,127120,0,0.0,0.0,0.0,37.0,46.0,59,75,26.3,9.01,45,9.84,8.4,0,0,3,Thursday,41.5,8.5,0.0,42.2,0.0,7.8,44.5
2022-11-18,127603,0,0.0,0.0,0.0,34.0,44.0,57,80,23.0,10.4,24,9.81,9.32,0,0,4,Friday,39.0,11.0,0.0,41.7,0.0,8.3,41.5
2022-11-19,119887,0,0.0,0.0,0.0,31.0,40.0,55,70,19.6,10.85,10,9.78,9.32,1,0,5,Saturday,35.5,14.5,0.0,38.7,0.0,11.3,39.0
2022-11-20,121080,0,0.0,0.0,0.0,30.0,40.0,49,80,14.9,10.58,8,9.75,9.33,1,0,6,Sunday,35.0,15.0,0.0,36.5,0.0,13.5,35.5
2022-11-21,133852,0,0.0,0.0,0.0,27.0,41.0,52,66,16.4,10.43,22,9.72,9.34,0,0,0,Monday,34.0,16.0,0.0,34.8,0.0,15.2,35.0
2022-11-22,128798,0,0.0,0.0,0.0,37.0,51.0,59,67,26.5,10.16,1,9.69,9.25,0,0,1,Tuesday,44.0,6.0,0.0,37.7,0.0,12.3,34.0
2022-11-23,124175,0,0.0,0.0,0.0,42.0,55.0,59,77,28.7,10.04,0,9.67,9.25,0,0,2,Wednesday,48.5,1.5,0.0,42.2,0.0,7.8,44.0
2022-11-24,111890,0,0.0,0.0,0.0,40.0,54.0,81,88,35.9,9.64,37,9.64,9.16,0,1,3,Thursday,47.0,3.0,0.0,46.5,0.0,3.5,48.5
2022-11-25,117118,0,0.02,0.0,0.0,46.0,55.0,81,94,39.7,3.77,73,9.61,4.0,0,0,4,Friday,50.5,0.0,0.0,48.7,0.0,1.5,47.0
2022-11-26,112375,0,0.0,0.0,0.0,42.0,57.0,59,70,31.8,9.66,32,9.59,9.16,1,0,5,Saturday,49.5,0.5,0.0,49.0,0.0,1.2,50.5
2022-11-27,113056,0,0.7,0.0,0.0,48.0,60.0,76,95,40.9,2.76,96,9.56,0.64,1,0,6,Sunday,54.0,0.0,0.0,51.3,0.0,0.2,49.5
2022-11-28,123523,0,0.0,0.0,0.0,41.0,54.0,69,86,39.4,7.6,41,9.53,6.95,0,0,0,Monday,47.5,2.5,0.0,50.3,0.0,1.0,54.0
2022-11-29,128130,0,0.0,0.0,0.0,36.0,44.0,75,90,30.3,7.51,61,9.51,8.93,0,0,1,Tuesday,40.0,10.0,0.0,47.2,0.0,4.2,47.5
2022-11-30,128004,0,0.5,0.0,0.0,40.0,58.0,85,93,41.9,0.97,92,9.49,0.0,0,0,2,Wednesday,49.0,1.0,0.0,45.5,0.0,4.5,40.0
2022-12-01,129814,0,0.0,0.0,0.0,35.0,43.0,51,65,20.7,8.35,21,9.47,8.99,0,0,3,Thursday,39.0,11.0,0.0,42.7,0.0,7.3,49.0
2022-12-02,130336,0,0.0,0.0,0.0,32.0,47.0,70,83,25.9,9.32,13,9.44,8.98,0,0,4,Friday,39.5,10.5,0.0,42.5,0.0,7.5,39.0
2022-12-03,118313,0,0.49,0.0,0.0,45.0,58.0,82,91,44.5,1.35,81,9.42,0.08,1,0,5,Saturday,51.5,0.0,0.0,43.3,0.0,7.2,39.5
2022-12-04,116521,0,0.0,0.0,0.0,38.0,45.0,60,85,25.8,9.08,20,9.4,7.85,1,0,6,Sunday,41.5,8.5,0.0,44.2,0.0,6.3,51.5
2022-12-05,129350,0,0.0,0.0,0.0,36.0,48.0,73,89,26.9,8.55,42,9.39,8.83,0,0,0,Monday,42.0,8.0,0.0,45.0,0.0,5.5,41.5
2022-12-06,129080,0,1.05,0.0,0.0,42.0,58.0,92,100,45.0,1.01,100,9.37,0.0,0,0,1,Tuesday,50.0,0.0,0.0,44.5,0.0,5.5,42.0
2022-12-07,126511,0,0.26,0.0,0.0,54.0,59.0,96,100,54.0,1.73,89,9.35,0.0,0,0,2,Wednesday,56.5,0.0,0.0,49.5,0.0,2.7,50.0
2022-12-08,125365,0,0.0,0.0,0.0,42.0,55.0,74,94,39.8,5.83,68,9.34,6.53,0,0,3,Thursday,48.5,1.5,0.0,51.7,0.0,0.5,56.5
2022-12-09,128232,0,0.0,0.0,0.0,36.0,45.0,63,81,25.9,9.14,2,9.33,8.88,0,0,4,Friday,40.5,9.5,0.0,48.5,0.0,3.7,48.5
2022-12-10,123064,0,0.0,0.0,0.0,32.0,39.0,63,74,22.8,8.85,35,9.31,8.76,1,0,5,Saturday,35.5,14.5,0.0,41.5,0.0,8.5,40.5
2022-12-11,122660,0,0.32,0.0,0.0,33.0,40.0,83,100,32.1,1.2,100,9.3,0.0,1,0,6,Sunday,36.5,13.5,0.0,37.5,0.0,12.5,35.5
2022-12-12,135900,0,0.01,0.0,0.0,28.0,38.0,80,93,28.0,7.49,48,9.29,7.83,0,0,0,Monday,33.0,17.0,0.0,35.0,0.0,15.0,36.5
2022-12-13,138164,0,0.0,0.0,0.0,25.0,40.0,68,84,20.3,9.13,0,9.28,8.82,0,0,1,Tuesday,32.5,17.5,0.0,34.0,0.0,16.0,33.0
2022-12-14,137623,0,0.0,0.0,0.0,31.0,39.0,61,76,20.2,8.95,52,9.27,8.81,0,0,2,Wednesday,35.0,15.0,0.0,33.5,0.0,16.5,32.5
2022-12-15,137442,0,0.51,0.0,0.0,33.0,42.0,82,92,30.7,1.48,100,9.26,0.0,0,0,3,Thursday,37.5,12.5,0.0,35.0,0.0,15.0,35.0
2022-12-16,133487,0,0.85,0.0,0.0,38.0,44.0,92,94,38.5,1.55,100,9.26,0.0,0,0,4,Friday,41.0,9.0,0.0,37.8,0.0,12.2,37.5
2022-12-17,122638,0,0.0,0.0,0.0,36.0,44.0,69,92,28.6,8.08,34,9.25,8.16,1,0,5,Saturday,40.0,10.0,0.0,39.5,0.0,10.5,41.0
2022-12-18,122612,0,0.0,0.0,0.0,32.0,40.0,64,80,21.9,7.03,29,9.25,8.56,1,0,6,Sunday,36.0,14.0,0.0,39.0,0.0,11.0,40.0
2022-12-19,136653,0,0.0,0.0,0.0,31.0,39.0,59,68,19.5,8.77,6,9.25,8.74,0,0,0,Monday,35.0,15.0,0.0,37.0,0.0,13.0,36.0
2022-12-20,136279,0,0.0,0.0,0.0,30.0,39.0,65,75,21.6,8.77,7,9.24,8.83,0,0,1,Tuesday,34.5,15.5,0.0,35.2,0.0,14.8,35.0
2022-12-21,136074,0,0.0,0.0,0.0,27.0,40.0,75,87,23.0,8.62,46,9.24,8.57,0,0,2,Wednesday,33.5,16.5,0.0,34.3,0.0,15.7,34.5
2022-12-22,133835,0,0.23,0.0,0.0,35.0,47.0,89,96,34.4,2.02,100,9.24,0.75,0,0,3,Thursday,41.0,9.0,0.0,36.3,0.0,13.7,33.5
2022-12-23,134353,0,1.83,0.0,0.0,8.0,58.0,79,98,31.7,1.88,74,9.24,0.71,0,0,4,Friday,33.0,17.0,0.0,35.8,0.0,14.2,41.0
2022-12-24,145577,0,0.0,0.0,0.0,7.0,15.0,34,41,-11.3,8.69,20,9.25,8.88,1,0,5,Saturday,11.0,39.0,0.0,28.3,0.0,21.7,33.0
2022-12-25,137906,0,0.0,0.0,0.0,14.0,28.0,41,53,0.3,8.95,0,9.25,8.97,1,1,6,Sunday,21.0,29.0,0.0,21.7,0.0,28.3,11.0
2022-12-26,140298,0,0.0,0.0,0.0,18.0,29.0,43,51,3.9,8.79,49,9.25,8.6,0,1,0,Monday,23.5,26.5,0.0,18.5,0.0,31.5,21.0
