period,value,target,lag_1,lag_2,lag_3,lag_7,lag_14,lag_21,lag_28,lag_365,lag_366,rolling_7,rolling_30
2020-01-02,135759,133483.0,124168.0,131905.0,134843.0,131981.0,155134.0,143877.0,139469.0,136354.0,119601.0,127535.28571428571,134890.4
2020-01-03,133483,122924.0,135759.0,124168.0,131905.0,129502.0,150697.0,140211.0,138082.0,136364.0,136354.0,128075.0,134663.2
2020-01-04,122924,123997.0,133483.0,135759.0,124168.0,119817.0,137208.0,126146.0,129152.0,136034.0,136364.0,128643.71428571429,134407.23333333334
2020-01-05,123997,138154.0,122924.0,133483.0,135759.0,120531.0,128731.0,124792.0,127945.0,124696.0,136034.0,129087.57142857143,133855.73333333334
2020-01-06,138154,136907.0,123997.0,122924.0,133483.0,134843.0,134395.0,142334.0,136920.0,123149.0,124696.0,129582.71428571429,133386.23333333334
2020-01-07,136907,140076.0,138154.0,123997.0,122924.0,131905.0,129477.0,145643.0,133868.0,142770.0,123149.0,130055.71428571429,133686.3
2020-01-08,140076,144582.0,136907.0,138154.0,123997.0,124168.0,119684.0,146073.0,140390.0,138751.0,142770.0,130770.28571428571,133985.03333333333
2020-01-09,144582,137402.0,140076.0,136907.0,138154.0,135759.0,131981.0,155134.0,143877.0,137410.0,138751.0,133042.85714285713,134090.23333333334
2020-01-10,137402,119972.0,144582.0,140076.0,136907.0,133483.0,129502.0,150697.0,140211.0,143223.0,137410.0,134303.2857142857,134447.36666666667
2020-01-11,119972,116201.0,137402.0,144582.0,140076.0,122924.0,119817.0,137208.0,126146.0,147813.0,143223.0,134863.14285714287,134347.76666666666
2020-01-12,116201,132956.0,119972.0,137402.0,144582.0,123997.0,120531.0,128731.0,124792.0,137066.0,147813.0,134441.42857142858,133550.93333333332
2020-01-13,132956,134513.0,116201.0,119972.0,137402.0,138154.0,134843.0,134395.0,142334.0,134196.0,137066.0,133327.7142857143,132750.6
2020-01-14,134513,132082.0,132956.0,116201.0,119972.0,136907.0,131905.0,129477.0,145643.0,148361.0,134196.0,132585.14285714287,132977.6
2020-01-15,132082,134558.0,134513.0,132956.0,116201.0,140076.0,124168.0,119684.0,146073.0,146343.0,148361.0,132243.14285714287,133301.63333333333
2020-01-16,134558,144695.0,132082.0,134513.0,132956.0,144582.0,135759.0,131981.0,155134.0,144923.0,146343.0,131101.14285714287,132959.9
2020-01-17,144695,137365.0,134558.0,132082.0,134513.0,137402.0,133483.0,129502.0,150697.0,145991.0,144923.0,129669.14285714286,132590.4
2020-01-18,137365,126410.0,144695.0,134558.0,132082.0,119972.0,122924.0,119817.0,137208.0,143529.0,145991.0,130711.0,132544.46666666667
2020-01-19,126410,142280.0,137365.0,144695.0,134558.0,116201.0,123997.0,120531.0,128731.0,132279.0,143529.0,133195.7142857143,131952.16666666666
2020-01-20,142280,148015.0,126410.0,137365.0,144695.0,132956.0,138154.0,134843.0,134395.0,133912.0,132279.0,134654.14285714287,131142.6
2020-01-21,148015,143862.0,142280.0,126410.0,137365.0,134513.0,136907.0,131905.0,129477.0,159311.0,133912.0,135986.14285714287,131311.66666666666
2020-01-22,143862,139314.0,148015.0,142280.0,126410.0,132082.0,140076.0,124168.0,119684.0,159198.0,159311.0,137915.0,131954.46666666667
2020-01-23,139314,135154.0,143862.0,148015.0,142280.0,134558.0,144582.0,135759.0,131981.0,148575.0,159198.0,139597.85714285713,132270.03333333333
2020-01-24,135154,126400.0,139314.0,143862.0,148015.0,144695.0,137402.0,133483.0,129502.0,139935.0,148575.0,140277.2857142857,132597.93333333332
2020-01-25,126400,122177.0,135154.0,139314.0,143862.0,137365.0,119972.0,122924.0,119817.0,141638.0,139935.0,138914.2857142857,133113.6
2020-01-26,122177,136627.0,126400.0,135154.0,139314.0,126410.0,116201.0,123997.0,120531.0,134276.0,141638.0,137347.85714285713,132927.56666666668
2020-01-27,136627,136552.0,122177.0,126400.0,135154.0,142280.0,132956.0,138154.0,134843.0,127404.0,134276.0,136743.14285714287,132683.4
2020-01-28,136552,138459.0,136627.0,122177.0,126400.0,148015.0,134513.0,136907.0,131905.0,145347.0,127404.0,135935.57142857142,133243.73333333334
2020-01-29,138459,140924.0,136552.0,136627.0,122177.0,143862.0,132082.0,140076.0,124168.0,146703.0,145347.0,134298.0,133777.76666666666
2020-01-30,140924,137659.0,138459.0,136552.0,136627.0,139314.0,134558.0,144582.0,135759.0,153858.0,146703.0,133526.14285714287,133898.3
2020-01-31,137659,125498.0,140924.0,138459.0,136552.0,135154.0,144695.0,137402.0,133483.0,166578.0,153858.0,133756.14285714287,134198.93333333332
2020-02-01,125498,122930.0,137659.0,140924.0,138459.0,126400.0,137365.0,119972.0,122924.0,163256.0,166578.0,134114.0,134648.63333333333
2020-02-02,122930,133021.0,125498.0,137659.0,140924.0,122177.0,126410.0,116201.0,123997.0,145804.0,163256.0,133985.14285714287,134306.6
2020-02-03,133021,132023.0,122930.0,125498.0,137659.0,136627.0,142280.0,132956.0,138154.0,131390.0,145804.0,134092.7142857143,133954.83333333334
2020-02-04,132023,133837.0,133021.0,122930.0,125498.0,136552.0,148015.0,134513.0,136907.0,137369.0,131390.0,133577.57142857142,134291.4
2020-02-05,133837,136492.0,132023.0,133021.0,122930.0,138459.0,143862.0,132082.0,140076.0,132731.0,137369.0,132930.57142857142,134558.93333333332
2020-02-06,136492,135744.0,133837.0,132023.0,133021.0,140924.0,139314.0,134558.0,144582.0,134941.0,132731.0,132270.2857142857,134415.03333333333
2020-02-07,135744,127588.0,136492.0,133837.0,132023.0,137659.0,135154.0,144695.0,137402.0,137591.0,134941.0,131637.14285714287,134401.2
2020-02-08,127588,124149.0,135744.0,136492.0,133837.0,125498.0,126400.0,137365.0,119972.0,136194.0,137591.0,131363.57142857142,134256.8
2020-02-09,124149,135691.0,127588.0,135744.0,136492.0,122930.0,122177.0,126410.0,116201.0,133854.0,136194.0,131662.14285714287,133690.33333333334
2020-02-10,135691,133740.0,124149.0,127588.0,135744.0,133021.0,136627.0,142280.0,132956.0,132123.0,133854.0,131836.2857142857,133248.56666666668
2020-02-11,133740,133541.0,135691.0,124149.0,127588.0,132023.0,136552.0,148015.0,134513.0,143162.0,132123.0,132217.7142857143,133772.53333333333
2020-02-12,133541,136077.0,133740.0,135691.0,124149.0,133837.0,138459.0,143862.0,132082.0,147267.0,143162.0,132463.0,134357.16666666666
2020-02-13,136077,139289.0,133541.0,133740.0,135691.0,136492.0,140924.0,139314.0,134558.0,141368.0,147267.0,132420.7142857143,134376.66666666666
2020-02-14,139289,134595.0,136077.0,133541.0,133740.0,135744.0,137659.0,135154.0,144695.0,139781.0,141368.0,132361.42857142858,134428.8
2020-02-15,134595,126028.0,139289.0,136077.0,133541.0,127588.0,125498.0,126400.0,137365.0,134017.0,139781.0,132867.85714285713,134669.03333333333
2020-02-16,126028,125814.0,134595.0,139289.0,136077.0,124149.0,122930.0,122177.0,126410.0,122681.0,134017.0,133868.85714285713,134670.26666666666
2020-02-17,125814,134632.0,126028.0,134595.0,139289.0,135691.0,133021.0,136627.0,142280.0,124444.0,122681.0,134137.2857142857,134048.03333333333
2020-02-18,134632,131988.0,125814.0,126028.0,134595.0,133740.0,132023.0,136552.0,148015.0,132375.0,124444.0,132726.2857142857,133663.0
2020-02-19,131988,138646.0,134632.0,125814.0,126028.0,133541.0,133837.0,138459.0,143862.0,143375.0,132375.0,132853.7142857143,133937.06666666668
2020-02-20,138646,141414.0,131988.0,134632.0,125814.0,136077.0,136492.0,140924.0,139314.0,146783.0,143375.0,132631.85714285713,133594.0
2020-02-21,141414,125920.0,138646.0,131988.0,134632.0,139289.0,135744.0,137659.0,135154.0,137778.0,146783.0,132998.85714285713,133281.7
2020-02-22,125920,119214.0,141414.0,138646.0,131988.0,134595.0,127588.0,125498.0,126400.0,134984.0,137778.0,133302.42857142858,133200.1
2020-02-23,119214,129724.0,125920.0,141414.0,138646.0,126028.0,124149.0,122930.0,122177.0,125888.0,134984.0,132063.14285714287,132753.63333333333
2020-02-24,129724,130168.0,119214.0,125920.0,141414.0,125814.0,135691.0,133021.0,136627.0,123497.0,125888.0,131089.7142857143,132222.3
2020-02-25,130168,131364.0,129724.0,119214.0,125920.0,134632.0,133740.0,132023.0,136552.0,139220.0,123497.0,131648.2857142857,132333.1
2020-02-26,131364,133929.0,130168.0,129724.0,119214.0,131988.0,133541.0,133837.0,138459.0,143977.0,139220.0,131010.57142857143,132599.46666666667
2020-02-27,133929,138016.0,131364.0,130168.0,129724.0,138646.0,136077.0,136492.0,140924.0,146740.0,143977.0,130921.42857142857,132424.03333333333
2020-02-28,138016,129490.0,133929.0,131364.0,130168.0,141414.0,139289.0,135744.0,137659.0,143568.0,146740.0,130247.57142857143,132336.6
2020-02-29,129490,126062.0,138016.0,133929.0,131364.0,125920.0,134595.0,127588.0,125498.0,144308.0,143568.0,129762.14285714286,132321.83333333334
2020-03-01,126062,131611.0,129490.0,138016.0,133929.0,119214.0,126028.0,124149.0,122930.0,131932.0,144308.0,130272.14285714286,131940.7
2020-03-02,131611,128988.0,126062.0,129490.0,138016.0,129724.0,125814.0,135691.0,133021.0,127285.0,131932.0,131250.42857142858,131554.13333333333
2020-03-03,128988,128251.0,131611.0,126062.0,129490.0,130168.0,134632.0,133740.0,132023.0,141496.0,127285.0,131520.0,131757.9
2020-03-04,128251,129517.0,128988.0,131611.0,126062.0,131364.0,131988.0,133541.0,133837.0,145819.0,141496.0,131351.42857142858,131959.83333333334
2020-03-05,129517,132096.0,128251.0,128988.0,131611.0,133929.0,138646.0,136077.0,136492.0,151133.0,145819.0,130906.71428571429,131800.83333333334
2020-03-06,132096,122125.0,129517.0,128251.0,128988.0,138016.0,141414.0,139289.0,135744.0,150928.0,151133.0,130276.42857142857,131717.3
2020-03-07,122125,113235.0,132096.0,129517.0,128251.0,129490.0,125920.0,134595.0,127588.0,144237.0,150928.0,129430.71428571429,131659.26666666666
2020-03-08,113235,126959.0,122125.0,132096.0,129517.0,126062.0,119214.0,126028.0,124149.0,127330.0,144237.0,128378.57142857143,131180.36666666667
2020-03-09,126959,125748.0,113235.0,122125.0,132096.0,131611.0,129724.0,125814.0,135691.0,122703.0,127330.0,126546.14285714286,130430.06666666667
2020-03-10,125748,124617.0,126959.0,113235.0,122125.0,128988.0,130168.0,134632.0,133740.0,134548.0,122703.0,125881.57142857143,130409.1
2020-03-11,124617,128016.0,125748.0,126959.0,113235.0,128251.0,131364.0,131988.0,133541.0,137516.0,134548.0,125418.71428571429,130462.4
2020-03-12,128016,126067.0,124617.0,125748.0,126959.0,129517.0,133929.0,138646.0,136077.0,137522.0,137516.0,124899.57142857143,130093.26666666666
2020-03-13,126067,114037.0,128016.0,124617.0,125748.0,132096.0,138016.0,141414.0,139289.0,132981.0,137522.0,124685.14285714286,129902.46666666666
2020-03-14,114037,112339.0,126067.0,128016.0,124617.0,122125.0,129490.0,125920.0,134595.0,130524.0,132981.0,123823.85714285714,129653.33333333333
2020-03-15,112339,125963.0,114037.0,126067.0,128016.0,113235.0,126062.0,119214.0,126028.0,118295.0,130524.0,122668.42857142857,128918.66666666667
2020-03-16,125963,123622.0,112339.0,114037.0,126067.0,126959.0,131611.0,129724.0,125814.0,120153.0,118295.0,122540.42857142857,128020.33333333333
2020-03-17,123622,120106.0,125963.0,112339.0,114037.0,125748.0,128988.0,130168.0,134632.0,134932.0,120153.0,122398.14285714286,127732.6
2020-03-18,120106,121029.0,123622.0,125963.0,112339.0,124617.0,128251.0,131364.0,131988.0,133841.0,134932.0,122094.42857142857,127652.4
2020-03-19,121029,117898.0,120106.0,123622.0,125963.0,128016.0,129517.0,133929.0,138646.0,132471.0,133841.0,121450.0,127462.13333333333
2020-03-20,117898,108006.0,121029.0,120106.0,123622.0,126067.0,132096.0,138016.0,141414.0,133776.0,132471.0,120451.85714285714,127008.7
2020-03-21,108006,110110.0,117898.0,121029.0,120106.0,114037.0,122125.0,129490.0,125920.0,133807.0,133776.0,119284.85714285714,126539.03333333334
2020-03-22,110110,122419.0,108006.0,117898.0,121029.0,112339.0,113235.0,126062.0,119214.0,123832.0,133807.0,118423.28571428571,125517.7
2020-03-23,122419,115575.0,110110.0,108006.0,117898.0,125963.0,126959.0,131611.0,129724.0,117964.0,123832.0,118104.85714285714,124474.23333333334
2020-03-24,115575,116769.0,122419.0,110110.0,108006.0,123622.0,125748.0,128988.0,130168.0,129783.0,117964.0,117598.57142857143,124357.53333333334
2020-03-25,116769,112983.0,115575.0,122419.0,110110.0,120106.0,124617.0,128251.0,131364.0,131720.0,129783.0,116449.0,124236.23333333334
2020-03-26,112983,109059.0,116769.0,115575.0,122419.0,121029.0,128016.0,129517.0,133929.0,132901.0,131720.0,115972.28571428571,123804.4
2020-03-27,109059,106277.0,112983.0,116769.0,115575.0,117898.0,126067.0,132096.0,138016.0,131634.0,132901.0,114822.85714285714,123231.56666666667
2020-03-28,106277,106911.0,109059.0,112983.0,116769.0,108006.0,114037.0,122125.0,129490.0,129664.0,131634.0,113560.14285714286,122488.06666666667
2020-03-29,106911,111212.0,106277.0,109059.0,112983.0,110110.0,112339.0,113235.0,126062.0,115078.0,129664.0,113313.14285714286,121566.33333333333
2020-03-30,111212,111690.0,106911.0,106277.0,109059.0,122419.0,125963.0,126959.0,131611.0,115241.0,115078.0,112856.14285714286,120529.5
2020-03-31,111690,109617.0,111212.0,106911.0,106277.0,115575.0,123622.0,125748.0,128988.0,131674.0,115241.0,111255.14285714286,119920.23333333334
2020-04-01,109617,109109.0,111690.0,111212.0,106911.0,116769.0,120106.0,124617.0,128251.0,131047.0,131674.0,110700.14285714286,119441.16666666667
2020-04-02,109109,109396.0,109617.0,111690.0,111212.0,112983.0,121029.0,128016.0,129517.0,128648.0,131047.0,109678.42857142857,118708.03333333334
2020-04-03,109396,103204.0,109109.0,109617.0,111690.0,109059.0,117898.0,126067.0,132096.0,126966.0,128648.0,109125.0,118045.4
2020-04-04,103204,101605.0,109396.0,109109.0,109617.0,106277.0,108006.0,114037.0,122125.0,130603.0,126966.0,109173.14285714286,117416.9
2020-04-05,101605,105411.0,103204.0,109396.0,109109.0,106911.0,110110.0,112339.0,113235.0,117035.0,130603.0,108734.14285714286,116539.8
2020-04-06,105411,104373.0,101605.0,103204.0,109396.0,111212.0,122419.0,125963.0,126959.0,112880.0,117035.0,107976.14285714286,115523.43333333333
2020-04-07,104373,105413.0,105411.0,101605.0,103204.0,111690.0,115575.0,123622.0,125748.0,128595.0,112880.0,107147.42857142857,114966.3
2020-04-08,105413,106910.0,104373.0,105411.0,101605.0,109617.0,116769.0,120106.0,124617.0,127521.0,128595.0,106102.14285714286,114670.9
2020-04-09,106910,108499.0,105413.0,104373.0,105411.0,109109.0,112983.0,121029.0,128016.0,125957.0,127521.0,105501.57142857143,113952.7
2020-04-10,108499,103586.0,106910.0,105413.0,104373.0,109396.0,109059.0,117898.0,126067.0,128312.0,125957.0,105187.42857142857,113324.76666666666
2020-04-11,103586,100836.0,108499.0,106910.0,105413.0,103204.0,106277.0,108006.0,114037.0,127562.0,128312.0,105059.28571428571,112787.5
2020-04-12,100836,108641.0,103586.0,108499.0,106910.0,101605.0,106911.0,110110.0,112339.0,118357.0,127562.0,105113.85714285714,111973.16666666667
2020-04-13,108641,105963.0,100836.0,103586.0,108499.0,105411.0,111212.0,122419.0,125963.0,116481.0,118357.0,105004.0,111132.13333333333
2020-04-14,105963,106648.0,108641.0,100836.0,103586.0,104373.0,111690.0,115575.0,123622.0,127795.0,116481.0,105465.42857142857,110952.26666666666
2020-04-15,106648,107893.0,105963.0,108641.0,100836.0,105413.0,109617.0,116769.0,120106.0,125906.0,127795.0,105692.57142857143,110739.73333333334
2020-04-16,107893,109478.0,106648.0,105963.0,108641.0,106910.0,109109.0,112983.0,121029.0,120257.0,125906.0,105869.0,110095.9
2020-04-17,109478,106391.0,107893.0,106648.0,105963.0,108499.0,109396.0,109059.0,117898.0,126494.0,120257.0,106009.42857142857,109571.6
2020-04-18,106391,102400.0,109478.0,107893.0,106648.0,103586.0,103204.0,106277.0,108006.0,125896.0,126494.0,106149.28571428571,109217.33333333333
2020-04-19,102400,106144.0,106391.0,109478.0,107893.0,100836.0,101605.0,106911.0,110110.0,115263.0,125896.0,106550.0,108729.4
2020-04-20,106144,107374.0,102400.0,106391.0,109478.0,108641.0,105411.0,111212.0,122419.0,108480.0,115263.0,106773.42857142857,108212.8
2020-04-21,107374,109181.0,106144.0,102400.0,106391.0,105963.0,104373.0,111690.0,115575.0,123212.0,108480.0,106416.71428571429,108150.73333333334
2020-04-22,109181,109799.0,107374.0,106144.0,102400.0,106648.0,105413.0,109617.0,116769.0,125324.0,123212.0,106618.28571428571,108059.53333333334
2020-04-23,109799,110868.0,109181.0,107374.0,106144.0,107893.0,106910.0,109109.0,112983.0,125452.0,125324.0,106980.14285714286,107618.26666666666
2020-04-24,110868,101933.0,109799.0,109181.0,107374.0,109478.0,108499.0,109396.0,109059.0,121982.0,125452.0,107252.42857142857,107425.73333333334
2020-04-25,101933,104175.0,110868.0,109799.0,109181.0,106391.0,103586.0,103204.0,106277.0,123036.0,121982.0,107451.0,107229.03333333334
2020-04-26,104175,110360.0,101933.0,110868.0,109799.0,102400.0,100836.0,101605.0,106911.0,110330.0,123036.0,106814.14285714286,106860.7
2020-04-27,110360,106833.0,104175.0,101933.0,110868.0,106144.0,108641.0,105411.0,111212.0,109986.0,110330.0,107067.71428571429,106697.9
2020-04-28,106833,108896.0,110360.0,104175.0,101933.0,107374.0,105963.0,104373.0,111690.0,122788.0,109986.0,107670.0,106834.0
2020-04-29,108896,109556.0,106833.0,110360.0,104175.0,109181.0,106648.0,105413.0,109617.0,124142.0,122788.0,107592.71428571429,106831.4
2020-04-30,109556,107240.0,108896.0,106833.0,110360.0,109799.0,107893.0,106910.0,109109.0,124392.0,124142.0,107552.0,106754.2
2020-05-01,107240,101092.0,109556.0,108896.0,106833.0,110868.0,109478.0,108499.0,109396.0,125825.0,124392.0,107517.28571428571,106683.06666666667
2020-05-02,101092,101934.0,107240.0,109556.0,108896.0,101933.0,106391.0,103586.0,103204.0,124402.0,125825.0,106999.0,106603.83333333333
2020-05-03,101934,106922.0,101092.0,107240.0,109556.0,104175.0,102400.0,100836.0,101605.0,113412.0,124402.0,106878.85714285714,106336.6
2020-05-04,106922,104493.0,101934.0,101092.0,107240.0,110360.0,106144.0,108641.0,105411.0,112693.0,113412.0,106558.71428571429,106087.86666666667
2020-05-05,104493,106901.0,106922.0,101934.0,101092.0,106833.0,107374.0,105963.0,104373.0,124527.0,112693.0,106067.57142857143,106211.8
2020-05-06,106901,105000.0,104493.0,106922.0,101934.0,108896.0,109181.0,106648.0,105413.0,125335.0,124527.0,105733.28571428571,106308.06666666667
2020-05-07,105000,107045.0,106901.0,104493.0,106922.0,109556.0,109799.0,107893.0,106910.0,125344.0,125335.0,105448.28571428571,106357.73333333334
2020-05-08,107045,105448.0,105000.0,106901.0,104493.0,107240.0,110868.0,109478.0,108499.0,123486.0,125344.0,104797.42857142857,106378.63333333333
2020-05-09,105448,101273.0,107045.0,105000.0,106901.0,101092.0,101933.0,106391.0,103586.0,127630.0,123486.0,104769.57142857143,106433.03333333334
2020-05-10,101273,106548.0,105448.0,107045.0,105000.0,101934.0,104175.0,102400.0,100836.0,114199.0,127630.0,105391.85714285714,106384.3
2020-05-11,106548,106020.0,101273.0,105448.0,107045.0,106922.0,110360.0,106144.0,108641.0,112482.0,114199.0,105297.42857142857,106143.43333333333
2020-05-12,106020,105496.0,106548.0,101273.0,105448.0,104493.0,106833.0,107374.0,105963.0,127578.0,112482.0,105244.0,106242.16666666667
2020-05-13,105496,104813.0,106020.0,106548.0,101273.0,106901.0,108896.0,109181.0,106648.0,127299.0,127578.0,105462.14285714286,106414.96666666666
2020-05-14,104813,112782.0,105496.0,106020.0,106548.0,105000.0,109556.0,109799.0,107893.0,125446.0,127299.0,105261.42857142857,106310.13333333333
2020-05-15,112782,109350.0,104813.0,105496.0,106020.0,107045.0,107240.0,110868.0,109478.0,126102.0,125446.0,105234.71428571429,106271.8
2020-05-16,109350,101478.0,112782.0,104813.0,105496.0,105448.0,101092.0,101933.0,106391.0,131001.0,126102.0,106054.28571428571,106476.26666666666
2020-05-17,101478,106351.0,109350.0,112782.0,104813.0,101273.0,101934.0,104175.0,102400.0,115861.0,131001.0,106611.71428571429,106524.83333333333
2020-05-18,106351,104990.0,101478.0,109350.0,112782.0,106548.0,106922.0,110360.0,106144.0,118365.0,115861.0,106641.0,106258.16666666667
2020-05-19,104990,104160.0,106351.0,101478.0,109350.0,106020.0,104493.0,106833.0,107374.0,152580.0,118365.0,106612.85714285714,106256.83333333333
2020-05-20,104160,104754.0,104990.0,106351.0,101478.0,105496.0,106901.0,108896.0,109181.0,133705.0,152580.0,106465.71428571429,106343.16666666667
2020-05-21,104754,109076.0,104160.0,104990.0,106351.0,104813.0,105000.0,109556.0,109799.0,131494.0,133705.0,106274.85714285714,106277.03333333334
2020-05-22,109076,105665.0,104754.0,104160.0,104990.0,112782.0,107045.0,107240.0,110868.0,133209.0,131494.0,106266.42857142857,106189.7
2020-05-23,105665,98759.0,109076.0,104754.0,104160.0,109350.0,105448.0,101092.0,101933.0,135155.0,133209.0,105737.0,106186.2
2020-05-24,98759,102478.0,105665.0,109076.0,104754.0,101478.0,101273.0,101934.0,104175.0,115120.0,135155.0,105210.57142857143,106048.4
2020-05-25,102478,111744.0,98759.0,105665.0,109076.0,106351.0,106548.0,106922.0,110360.0,124725.0,115120.0,104822.14285714286,105644.76666666666
2020-05-26,111744,114887.0,102478.0,98759.0,105665.0,104990.0,106020.0,104493.0,106833.0,130806.0,124725.0,104268.85714285714,105662.93333333333
2020-05-27,114887,119979.0,111744.0,102478.0,98759.0,104160.0,105496.0,106901.0,108896.0,142568.0,130806.0,105233.71428571429,105915.23333333334
2020-05-28,119979,127358.0,114887.0,111744.0,102478.0,104754.0,104813.0,105000.0,109556.0,138576.0,142568.0,106766.14285714286,106066.13333333333
2020-05-29,127358,120443.0,119979.0,114887.0,111744.0,109076.0,112782.0,107045.0,107240.0,132614.0,138576.0,108941.14285714286,106504.33333333333
2020-05-30,120443,105733.0,127358.0,119979.0,114887.0,105665.0,109350.0,105448.0,101092.0,143687.0,132614.0,111552.85714285714,107119.73333333334
2020-05-31,105733,108395.0,120443.0,127358.0,119979.0,98759.0,101478.0,101273.0,101934.0,130607.0,143687.0,113664.0,107482.63333333333
2020-06-01,108395,111306.0,105733.0,120443.0,127358.0,102478.0,106351.0,106548.0,106922.0,132932.0,130607.0,114660.28571428571,107432.4
2020-06-02,111306,124072.0,108395.0,105733.0,120443.0,111744.0,104990.0,106020.0,104493.0,136132.0,132932.0,115505.57142857143,107675.83333333333
2020-06-03,124072,135911.0,111306.0,108395.0,105733.0,114887.0,104160.0,105496.0,106901.0,130630.0,136132.0,115443.0,107988.23333333334
2020-06-04,135911,138728.0,124072.0,111306.0,108395.0,119979.0,104754.0,104813.0,105000.0,145649.0,130630.0,116755.14285714286,108559.9
2020-06-05,138728,137443.0,135911.0,124072.0,111306.0,127358.0,109076.0,112782.0,107045.0,163065.0,145649.0,119031.14285714286,109607.16666666667
2020-06-06,137443,117827.0,138728.0,135911.0,124072.0,120443.0,105665.0,109350.0,105448.0,155590.0,163065.0,120655.42857142857,110668.06666666667
2020-06-07,117827,126037.0,137443.0,138728.0,135911.0,105733.0,98759.0,101478.0,101273.0,135629.0,155590.0,123084.0,111749.5
2020-06-08,126037,141241.0,117827.0,137443.0,138728.0,108395.0,102478.0,106351.0,106548.0,126640.0,135629.0,124811.71428571429,112108.9
2020-06-09,141241,151018.0,126037.0,117827.0,137443.0,111306.0,111744.0,104990.0,106020.0,139108.0,126640.0,127332.0,112795.2
2020-06-10,151018,149906.0,141241.0,126037.0,117827.0,124072.0,114887.0,104160.0,105496.0,142714.0,139108.0,131608.42857142858,114127.46666666666
2020-06-11,149906,146423.0,151018.0,141241.0,126037.0,135911.0,119979.0,104754.0,104813.0,138851.0,142714.0,135457.85714285713,115609.8
2020-06-12,146423,120480.0,149906.0,151018.0,141241.0,138728.0,127358.0,109076.0,112782.0,133742.0,138851.0,137457.14285714287,117072.66666666667
2020-06-13,120480,109258.0,146423.0,149906.0,151018.0,137443.0,120443.0,105665.0,109350.0,132404.0,133742.0,138556.42857142858,118436.9
2020-06-14,109258,121816.0,120480.0,146423.0,149906.0,117827.0,105733.0,98759.0,101478.0,126902.0,132404.0,136133.14285714287,118959.13333333333
2020-06-15,121816,124252.0,109258.0,120480.0,146423.0,126037.0,108395.0,102478.0,106351.0,136393.0,126902.0,134909.0,118841.66666666667
2020-06-16,124252,127685.0,121816.0,109258.0,120480.0,141241.0,111306.0,111744.0,104990.0,158268.0,136393.0,134306.0,119257.2
2020-06-17,127685,134290.0,124252.0,121816.0,109258.0,151018.0,124072.0,114887.0,104160.0,157077.0,158268.0,131879.0,120016.33333333333
2020-06-18,134290,140428.0,127685.0,124252.0,121816.0,149906.0,135911.0,119979.0,104754.0,150630.0,157077.0,128545.71428571429,120727.46666666666
2020-06-19,140428,139405.0,134290.0,127685.0,124252.0,146423.0,138728.0,127358.0,109076.0,156815.0,150630.0,126314.85714285714,121704.13333333333
2020-06-20,139405,143250.0,140428.0,134290.0,127685.0,120480.0,137443.0,120443.0,105665.0,152143.0,156815.0,125458.42857142857,122913.06666666667
2020-06-21,143250,169030.0,139405.0,140428.0,134290.0,109258.0,117827.0,105733.0,98759.0,132495.0,152143.0,128162.0,124068.1
2020-06-22,169030,171255.0,143250.0,139405.0,140428.0,121816.0,126037.0,108395.0,102478.0,137106.0,132495.0,133018.0,125207.23333333334
2020-06-23,171255,167586.0,169030.0,143250.0,139405.0,124252.0,141241.0,111306.0,111744.0,166482.0,137106.0,139762.85714285713,127319.4
2020-06-24,167586,157504.0,171255.0,169030.0,143250.0,127685.0,151018.0,124072.0,114887.0,178863.0,166482.0,146477.57142857142,129735.93333333333
2020-06-25,157504,157836.0,167586.0,171255.0,169030.0,134290.0,149906.0,135911.0,119979.0,184472.0,178863.0,152177.7142857143,131906.2
2020-06-26,157836,147406.0,157504.0,167586.0,171255.0,140428.0,146423.0,138728.0,127358.0,190510.0,184472.0,155494.0,133431.53333333333
2020-06-27,147406,156108.0,157836.0,157504.0,167586.0,139405.0,120480.0,137443.0,120443.0,190202.0,190510.0,157980.85714285713,134863.16666666666
2020-06-28,156108,166276.0,147406.0,157836.0,157504.0,143250.0,109258.0,117827.0,105733.0,179742.0,190202.0,159123.85714285713,135777.4
2020-06-29,166276,154125.0,156108.0,147406.0,157836.0,169030.0,121816.0,126037.0,108395.0,161779.0,179742.0,160960.7142857143,136735.73333333334
2020-06-30,154125,152004.0,166276.0,156108.0,147406.0,171255.0,124252.0,141241.0,111306.0,172828.0,161779.0,160567.2857142857,138263.5
2020-07-01,152004,163768.0,154125.0,166276.0,156108.0,167586.0,127685.0,151018.0,124072.0,184540.0,172828.0,158120.14285714287,139876.56666666668
2020-07-02,163768,166411.0,152004.0,154125.0,166276.0,157504.0,134290.0,149906.0,135911.0,191174.0,184540.0,155894.14285714287,141330.2
2020-07-03,166411,145710.0,163768.0,152004.0,154125.0,157836.0,140428.0,146423.0,138728.0,173293.0,191174.0,156789.0,143078.93333333332
2020-07-04,145710,155847.0,166411.0,163768.0,152004.0,147406.0,139405.0,120480.0,137443.0,184981.0,173293.0,158014.0,144490.23333333334
2020-07-05,155847,176113.0,145710.0,166411.0,163768.0,156108.0,143250.0,109258.0,117827.0,181680.0,184981.0,157771.7142857143,144816.86666666667
2020-07-06,176113,167938.0,155847.0,145710.0,166411.0,166276.0,169030.0,121816.0,126037.0,169715.0,181680.0,157734.42857142858,145387.5
