lag_0,lag_1,lag_2,lag_3,lag_7,lag_14,lag_21,lag_28,lag_365,lag_366,rolling_7,rolling_30,tmin_fc,tmax_fc,tavg_fc,dew_point_fc,rh_mean_fc,rh_max_fc,prcp_fc,snow_fc,snwd_fc,solar_rad_fc,cloud_cover_fc,sunshine_hours_fc,hdd_fc,cdd_fc,tavg_3day_fc,cdd_3day_fc,hdd_3day_fc,is_weekend_next,is_holiday_next,daylight_hours_next,dow_0,dow_1,dow_2,dow_3,dow_4,dow_5,dow_6,doy_sin_1,doy_cos_1,doy_sin_2,doy_cos_2
120202,118593.0,117580.0,118637.0,125364.0,118942.0,115797.0,124448.0,129033.0,126989.0,117139.14285714286,117163.4,37.0,47.0,42.0,38.0,87.0,99.0,0.64,0.0,0.0,2.36,82.0,0.44,8.0,0.0,49.2,0.0,2.7,0.0,0.0,10.49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8692328164574792,0.49440298420761813,-0.8595025968555411,-0.5111313784132033
122224,120202.0,118593.0,117580.0,123335.0,119472.0,115621.0,119364.0,133604.0,129033.0,116401.71428571428,116357.06666666668,32.0,46.0,39.0,30.1,70.0,88.0,0.0,0.0,0.0,13.28,26.0,10.19,11.0,0.0,44.0,0.0,6.3,1.0,0.0,10.45,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.8605996962501181,0.5092820071573356,-0.876575881330507,-0.4812636743715911
112805,122224.0,120202.0,118593.0,110835.0,106085.0,109591.0,106734.0,125014.0,133604.0,116243.0,116073.0,43.0,55.0,49.0,42.2,78.0,94.0,0.4,0.0,0.0,5.96,77.0,4.13,1.0,0.0,43.3,0.0,6.7,1.0,0.0,10.41,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.8517119107469189,0.5240103253675756,-0.8926116709398649,-0.45082635781633507
114855,112805.0,122224.0,120202.0,105630.0,104650.0,109203.0,105318.0,114591.0,125014.0,116524.42857142857,115684.9,38.0,44.0,41.0,24.3,53.0,79.0,0.0,0.0,0.0,11.42,31.0,9.76,9.0,0.0,43.0,0.0,7.0,0.0,0.0,10.37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8425720899866032,0.5385835804920232,-0.9075909860952637,-0.4198554536487849
123419,114855.0,112805.0,122224.0,118637.0,116323.0,115034.0,117408.0,117766.0,114591.0,117842.28571428572,115534.6,40.0,53.0,46.5,29.4,53.0,75.0,0.0,0.0,0.0,8.56,50.0,7.85,3.5,0.0,45.5,0.0,4.5,0.0,0.0,10.33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.8331829385891785,0.5529974600700271,-0.9214960976269942,-0.3883876183121974
122065,123419.0,114855.0,112805.0,117580.0,120125.0,117329.0,118881.0,127118.0,117766.0,118525.42857142857,116090.76666666666,40.0,62.0,51.0,39.6,70.0,82.0,0.0,0.0,0.0,12.2,10.0,9.79,0.0,0.0,46.2,0.0,4.2,0.0,0.0,10.29,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.8235472349556007,0.5672476988027229,-0.9343105477678197,-0.3564600964060307
120534,122065.0,123419.0,114855.0,118593.0,122147.0,116042.0,121276.0,127372.0,127118.0,119166.14285714286,116649.0,52.0,67.0,59.5,46.0,75.0,90.0,0.0,0.0,0.0,11.78,42.0,9.65,0.0,0.0,52.3,0.0,1.2,0.0,0.0,10.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.8136678304455991,0.5813300798152042,-0.9460191696320084,-0.32411067660409654
118616,120534.0,122065.0,123419.0,120202.0,125364.0,118942.0,115797.0,127199.0,127372.0,119443.42857142857,116753.2,56.0,70.0,63.0,49.2,76.0,91.0,0.0,0.0,0.0,11.07,44.0,8.78,0.0,0.0,57.8,0.0,0.0,0.0,0.0,10.21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8035476485339116,0.5952404359043674,-0.9566081051665098,-0.29137764692875745
117652,118616.0,120534.0,122065.0,122224.0,123335.0,119472.0,115621.0,128255.0,127199.0,119216.85714285714,116744.36666666668,56.0,74.0,65.0,47.7,69.0,88.0,0.0,0.0,0.0,11.78,13.0,9.68,0.0,0.0,62.5,0.0,0.0,1.0,0.0,10.18,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.7931896839451843,0.6089746507720486,-0.9660648215530205,-0.25829974943412287
108576,117652.0,118616.0,120534.0,112805.0,110835.0,106085.0,109591.0,131662.0,128255.0,118563.71428571428,116623.56666666668,56.0,75.0,65.5,48.6,75.0,88.0,0.0,0.0,0.0,11.76,10.0,9.67,0.0,0.5,64.5,0.2,0.0,1.0,0.0,10.14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.7825970017677834,0.6225286602431057,-0.9743781260415392,-0.22491613435184774
107166,108576.0,117652.0,118616.0,114855.0,105630.0,104650.0,109203.0,123213.0,131662.0,117959.57142857143,116382.86666666668,54.0,75.0,64.5,49.7,81.0,92.0,0.0,0.0,0.0,11.55,0.0,9.66,0.0,0.0,65.0,0.2,0.0,0.0,0.0,10.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7717727365467836,0.6358984534680745,-0.9815381791978468,-0.19126631375382222
119150,107166.0,108576.0,117652.0,123419.0,118637.0,116323.0,115034.0,118125.0,123213.0,116861.14285714286,116101.03333333334,60.0,74.0,67.0,56.4,88.0,98.0,0.0,0.0,0.0,9.95,14.0,8.94,0.0,2.0,65.7,0.8,0.0,0.0,0.0,10.07,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.7607200913564104,0.6490800741100398,-0.9875365065492301,-0.15739011478661072
121202,119150.0,107166.0,108576.0,122065.0,117580.0,120125.0,117329.0,126543.0,118125.0,116251.28571428572,116419.66666666669,64.0,72.0,68.0,62.4,94.0,98.0,0.78,0.0,0.0,3.2,68.0,1.06,0.0,3.0,66.5,1.7,0.0,0.0,1.0,10.03,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.7494423368521954,0.6620696215153815,-0.9923660086146721,-0.12332763253295889
122832,121202.0,119150.0,107166.0,120534.0,118593.0,122147.0,116042.0,133748.0,126543.0,116128.0,116819.63333333332,46.0,68.0,57.0,52.0,88.0,100.0,0.24,0.0,0.0,1.76,100.0,0.0,0.0,0.0,64.0,1.7,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.7379428103031386,0.6748632518680403,-0.9960209693076331,-0.08911918255618792
121526,122832.0,121202.0,119150.0,118616.0,120202.0,125364.0,118942.0,142020.0,133748.0,116456.28571428572,117079.56666666668,47.0,50.0,48.5,45.0,90.0,95.0,0.19,0.0,0.0,2.2,71.0,0.5,1.5,0.0,57.8,1.0,0.5,0.0,0.0,9.96,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7262249146041543,0.6874571793269664,-0.9984970627014779,-0.054805253183622435
119467,121526.0,122832.0,121202.0,117652.0,122224.0,123335.0,119472.0,138742.0,142020.0,116872.0,117219.46666666666,42.0,52.0,47.0,34.7,68.0,87.0,0.0,0.0,0.0,11.19,15.0,9.47,3.0,0.0,50.8,0.0,1.5,1.0,0.0,9.93,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.7142921172691032,0.699847677146407,-0.9997913581495419,-0.020426457585556834
109822,119467.0,121526.0,122832.0,108576.0,112805.0,110835.0,106085.0,133823.0,138742.0,117131.28571428572,117333.63333333332,41.0,64.0,52.5,42.1,76.0,88.0,0.07,0.0,0.0,6.17,58.0,5.79,0.0,0.0,49.3,0.0,1.5,1.0,0.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.7021479494046978,0.7120310787787131,-0.9999023237537765,0.01397651429355571
109321,109822.0,119467.0,121526.0,107166.0,114855.0,105630.0,104650.0,125179.0,133823.0,117309.28571428572,117029.63333333332,44.0,55.0,49.5,31.4,54.0,76.0,0.0,0.0,0.0,10.86,8.0,9.4,0.5,0.0,49.7,0.0,1.2,0.0,0.0,9.86,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6897960046655887,0.7240037789593305,-0.9988298281778684,0.04836294389478229
118680,109321.0,109822.0,119467.0,119150.0,123419.0,118637.0,116323.0,125216.0,125179.0,117617.14285714286,116691.26666666666,36.0,50.0,43.0,28.9,62.0,74.0,0.0,0.0,0.0,5.7,46.0,6.11,7.0,0.0,48.3,0.0,2.5,0.0,0.0,9.83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.6772399381909491,0.7357622347736527,-0.996575140802686,0.08269213223823901
122273,118680.0,109321.0,109822.0,121202.0,122065.0,117580.0,120125.0,136383.0,125216.0,117550.0,117111.1,30.0,36.0,33.0,16.3,50.0,61.0,0.0,0.0,0.0,10.89,19.0,9.41,17.0,0.0,41.8,0.0,8.2,0.0,0.0,9.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.6644834655228552,0.7473029667054296,-0.9931409302238695,0.11692344809347308
128163,122273.0,118680.0,109321.0,122832.0,120534.0,118593.0,122147.0,133618.0,136383.0,117703.0,117698.53333333334,30.0,48.0,39.0,24.1,62.0,78.0,0.0,0.0,0.0,8.93,42.0,9.23,11.0,0.0,38.3,0.0,11.7,0.0,0.0,9.77,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.6515303615068021,0.75862255966641,-0.9885312610933433,0.15101637606963153
126776,128163.0,122273.0,118680.0,121526.0,118616.0,120202.0,125364.0,134216.0,133618.0,118464.57142857143,118093.2,45.0,63.0,54.0,36.7,64.0,74.0,0.0,0.0,0.0,10.22,14.0,9.24,0.0,0.0,42.0,0.0,9.3,0.0,0.0,9.74,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6383844591746642,0.7697176640069211,-0.9827515893084885,0.1849305645685428
120227,126776.0,128163.0,122273.0,119467.0,117652.0,122224.0,123335.0,132941.0,134216.0,119214.57142857143,118314.9,49.0,64.0,56.5,39.0,62.0,78.0,0.0,0.0,0.0,9.38,31.0,9.0,0.0,0.0,49.8,0.0,3.7,1.0,0.0,9.71,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6250496486104377,0.7805849965070866,-0.9758087555546684,0.2186258735439368
108928,120227.0,126776.0,128163.0,109822.0,108576.0,112805.0,110835.0,132644.0,132941.0,119323.14285714286,118250.9,44.0,59.0,51.5,38.2,74.0,90.0,0.0,0.0,0.0,2.46,95.0,0.0,0.0,0.0,54.0,0.0,0.0,1.0,0.0,9.68,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.6115298757991053,0.7912213413483807,-0.9677109772087535,0.25206242201026163
109824,108928.0,120227.0,126776.0,109321.0,107166.0,114855.0,105630.0,122927.0,132644.0,119195.42857142857,117703.03333333334,42.0,60.0,51.0,41.6,74.0,96.0,0.54,0.0,0.0,6.46,52.0,5.26,0.0,0.0,53.0,0.0,0.0,0.0,0.0,9.65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5978291414589552,0.801623551065242,-0.9584678386132249,0.28520063524489725
119483,109824.0,108928.0,120227.0,118680.0,119150.0,123419.0,118637.0,122128.0,122927.0,119267.28571428572,117252.66666666669,41.0,48.0,44.5,30.2,66.0,83.0,0.0,0.0,0.0,7.77,46.0,8.14,5.5,0.0,49.0,0.0,1.8,0.0,0.0,9.62,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.5839514998576998,0.8117885474764613,-0.9480902797323661,0.31800129162788576
121288,119483.0,109824.0,108928.0,122273.0,121202.0,122065.0,117580.0,132542.0,122128.0,119382.0,117540.93333333332,45.0,56.0,50.5,38.3,75.0,88.0,0.0,0.0,0.0,5.89,88.0,4.31,0.0,0.0,48.7,0.0,1.8,0.0,0.0,9.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5699010576127624,0.8217133225960589,-0.936590583203982,0.3504255690637097
119281,121288.0,119483.0,109824.0,128163.0,122832.0,120534.0,118593.0,130426.0,132542.0,119241.28571428572,118062.86666666668,55.0,65.0,60.0,51.6,87.0,95.0,0.79,0.0,0.0,4.53,60.0,4.83,0.0,0.0,51.7,0.0,1.8,0.0,1.0,9.57,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.5556819724760489,0.8313949395234058,-0.9239823598019431,0.3824350909302552
109892,119281.0,121288.0,119483.0,126776.0,121526.0,118616.0,120202.0,128403.0,130426.0,117972.42857142857,118084.33333333331,51.0,63.0,57.0,44.0,77.0,94.0,0.0,0.0,0.0,8.22,25.0,8.96,0.0,0.0,55.8,0.0,0.0,0.0,0.0,9.55,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5412984521036173,0.8408305333122887,-0.9102805323268018,0.41399197150045597
112019,109892.0,119281.0,121288.0,120227.0,119467.0,117652.0,122224.0,115759.0,128403.0,115560.42857142857,117828.06666666668,44.0,56.0,50.0,37.1,69.0,90.0,0.0,0.0,0.0,7.21,37.0,7.36,0.0,0.0,55.7,0.0,0.0,1.0,0.0,9.52,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.5267547528105542,0.8500173118187018,-0.895501317943504,0.44505886078298396
108414,112019.0,109892.0,119281.0,108928.0,109822.0,108576.0,112805.0,126365.0,115759.0,114387.85714285714,117608.93333333332,41.0,54.0,47.5,32.7,68.0,85.0,0.0,0.0,0.0,9.59,20.0,9.11,2.5,0.0,51.5,0.0,0.8,1.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.5120551783114646,0.8589525565270845,-0.8796622089871292,0.47559898872882833
108279,108414.0,112019.0,109892.0,109824.0,109321.0,107166.0,114855.0,122415.0,126365.0,114314.42857142857,117216.0,50.0,63.0,56.5,50.3,88.0,97.0,0.98,0.0,0.0,0.79,95.0,0.0,0.0,0.0,51.3,0.0,0.8,0.0,0.0,9.48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4972040784469378,0.8676336233547726,-0.8627819522593745,0.5055762087514626
121164,108279.0,108414.0,112019.0,119483.0,118680.0,119150.0,123419.0,127480.0,122415.0,114093.71428571428,116751.16666666669,37.0,62.0,49.5,41.8,78.0,99.0,0.0,0.0,0.0,5.8,57.0,8.35,0.5,0.0,51.2,0.0,1.0,0.0,0.0,9.46,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.4822058478963526,0.8760579434344281,-0.8448805268402667,0.5349550405091192
120096,121164.0,108279.0,108414.0,121288.0,122273.0,121202.0,122065.0,141752.0,127480.0,114333.85714285714,117029.8,36.0,43.0,39.5,26.5,61.0,68.0,0.0,0.0,0.0,5.95,43.0,3.91,10.5,0.0,48.5,0.0,3.7,0.0,0.0,9.44,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.46706492487743034,0.8842230238742036,-0.8259791204413984,0.5637007118984807
125808,120096.0,121164.0,108279.0,119281.0,128163.0,122832.0,120534.0,142575.0,141752.0,114163.57142857143,117204.5,35.0,50.0,42.5,25.8,57.0,78.0,0.0,0.0,0.0,9.35,40.0,8.86,7.5,0.0,43.8,0.0,6.2,0.0,0.0,9.42,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.451785789832884,0.8921264484954345,-0.8061001043286312,0.5917792002101544
125099,125808.0,120096.0,121164.0,109892.0,126776.0,121526.0,118616.0,141162.0,142575.0,115096.0,117284.13333333332,44.0,52.0,48.0,36.4,73.0,93.0,0.11,0.0,0.0,4.33,82.0,4.0,2.0,0.0,43.3,0.0,6.7,0.0,0.0,9.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.4363729641045924,0.8997658785476209,-0.7852670068439961,0.6191572723971441
123623,125099.0,125808.0,120096.0,112019.0,120227.0,119467.0,117652.0,139469.0,141162.0,117268.42857142857,117385.26666666666,39.0,47.0,43.0,36.9,82.0,96.0,1.02,0.0,0.0,2.62,73.0,3.1,7.0,0.0,44.5,0.0,5.5,1.0,0.0,9.38,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.42083100859565564,0.9071390534005044,-0.7635044855580851,0.6458025244087264
116918,123623.0,125099.0,125808.0,108414.0,108928.0,109822.0,108576.0,138082.0,139469.0,118926.14285714286,117488.23333333334,33.0,40.0,36.5,21.8,56.0,65.0,0.0,0.0,0.0,8.72,21.0,8.71,13.5,0.0,42.5,0.0,7.5,1.0,0.0,9.36,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.4051645224207563,0.9142437912130223,-0.7408382980859317,0.6716834195431209
117329,116918.0,123623.0,125099.0,108279.0,109824.0,109321.0,107166.0,129152.0,138082.0,120141.0,117431.63333333332,32.0,40.0,36.0,22.9,65.0,80.0,0.0,0.0,0.0,7.65,37.0,7.68,14.0,0.0,38.5,0.0,11.5,0.0,0.0,9.35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3893781415452015,0.9210779895789526,-0.717295271600886,0.6967693257736101
129894,117329.0,116918.0,123623.0,121164.0,119483.0,118680.0,119150.0,127945.0,129152.0,121433.85714285714,117420.86666666668,30.0,36.0,33.0,20.5,61.0,78.0,0.0,0.0,0.0,7.87,63.0,7.32,17.0,0.0,35.2,0.0,14.8,0.0,0.0,9.33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.37347653741307074,0.9276396261490467,-0.6929032710826029,0.7210305520038863
133566,129894.0,117329.0,116918.0,120096.0,121288.0,122273.0,121202.0,136920.0,127945.0,122681.0,118131.46666666666,31.0,38.0,34.5,24.9,70.0,78.0,0.05,0.0,0.0,4.72,72.0,3.53,15.5,0.0,34.5,0.0,15.5,0.0,0.0,9.32,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.3574644155648614,0.9339267592294762,-0.6676911663366994,0.7444383832097441
133914,133566.0,129894.0,117329.0,125808.0,119281.0,128163.0,122832.0,133868.0,136920.0,124605.28571428572,119011.46666666666,36.0,49.0,42.5,31.3,74.0,89.0,0.0,0.0,0.0,8.25,11.0,8.44,7.5,0.0,36.7,0.0,13.3,0.0,0.0,9.31,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.34134651424503615,0.9399375283564133,-0.641688797825113,0.7669651144255266
128387,133914.0,133566.0,129894.0,125099.0,109892.0,126776.0,121526.0,140390.0,133868.0,125763.28571428572,119503.6,39.0,57.0,48.0,34.4,82.0,93.0,0.0,0.0,0.0,8.31,32.0,8.59,2.0,0.0,41.7,0.0,8.3,0.0,0.0,9.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.3251276029999093,0.9456701548465688,-0.6149269413476359,0.7885840835350667
125083,128387.0,133914.0,133566.0,123623.0,112019.0,120227.0,119467.0,143877.0,140390.0,126233.0,119743.1,46.0,58.0,52.0,44.7,94.0,98.0,0.0,0.0,0.0,2.32,77.0,0.56,0.0,0.0,47.5,0.0,3.2,1.0,0.0,9.29,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.30881248126625377,0.9511229423235357,-0.587437271616382,0.8092697028283593
115626,125083.0,128387.0,133914.0,116918.0,108414.0,108928.0,109822.0,140211.0,143877.0,126441.57142857143,119818.13333333332,47.0,62.0,54.5,43.7,81.0,94.0,0.0,0.0,0.0,7.36,66.0,8.71,0.0,0.0,51.5,0.0,0.7,1.0,0.0,9.28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.29240597695107734,0.9562942772197719,-0.5592523247663436,0.828997489286572
111408,115626.0,125083.0,128387.0,117329.0,108279.0,109824.0,109321.0,126146.0,140211.0,126257.0,119621.46666666666,35.0,47.0,41.0,33.2,84.0,97.0,0.26,0.0,0.0,1.61,84.0,0.0,9.0,0.0,49.2,0.0,3.0,0.0,0.0,9.27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27591294500296043,0.9611826292540837,-0.5304054598463659,0.8477440935595867
127287,111408.0,115626.0,125083.0,129894.0,121164.0,119483.0,118680.0,124792.0,126146.0,125411.14285714286,119352.83333333331,30.0,39.0,34.5,18.9,56.0,65.0,0.0,0.0,0.0,8.25,45.0,8.69,15.5,0.0,43.3,0.0,8.2,0.0,0.0,9.26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.2593382659754056,0.9657865518844574,-0.5009308193361626,0.8654873276017395
131009,127287.0,111408.0,115626.0,133566.0,120096.0,121288.0,122273.0,142334.0,124792.0,125038.71428571428,119935.0,24.0,31.0,27.5,17.1,64.0,88.0,0.86,6.5,0.0,2.84,95.0,1.13,22.5,0.0,34.3,0.0,15.7,0.0,0.0,9.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.2426868445825954,0.9701046827361175,-0.4708632887360563,0.8822061909330864
137711,131009.0,127287.0,111408.0,133914.0,125808.0,119281.0,128163.0,145643.0,142334.0,124673.42857142857,120657.93333333332,24.0,33.0,28.5,21.9,81.0,91.0,0.66,4.0,9.1,3.54,86.0,0.85,21.5,0.0,30.2,0.0,19.8,0.0,0.0,9.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.22596360824801906,0.974135744004672,-0.4402384552773285,0.8978808954950716
137467,137711.0,131009.0,127287.0,128387.0,125099.0,109892.0,126776.0,146073.0,145643.0,125215.85714285714,121292.3,24.0,32.0,28.0,16.4,75.0,88.0,0.0,0.0,7.9,8.36,41.0,7.39,22.0,0.0,28.0,0.0,22.0,0.0,0.0,9.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.20917350564635637,0.9778785428342386,-0.40909256580197667,0.9124928890712274
139444,137467.0,137711.0,131009.0,125083.0,123623.0,112019.0,120227.0,155134.0,146073.0,126513.0,121798.76666666666,20.0,32.0,26.0,15.7,82.0,88.0,0.0,0.0,7.1,7.64,56.0,6.72,24.0,0.0,27.5,0.0,22.5,1.0,0.0,9.24,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.19232150523909483,0.9813319716704275,-0.3774624838618108,0.9260248772451376
130836,139444.0,137467.0,137711.0,115626.0,116918.0,108414.0,108928.0,150697.0,155134.0,128564.57142857143,122174.8,31.0,40.0,35.5,25.5,85.0,98.0,0.01,0.0,5.9,4.0,88.0,1.4,14.5,0.0,29.8,0.0,20.2,1.0,0.0,9.24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.17541259380427843,0.9844950085880858,-0.345385646087603,0.9384608438697104
125645,130836.0,139444.0,137467.0,111408.0,117329.0,108279.0,109824.0,137208.0,150697.0,130737.42857142857,122310.13333333332,37.0,46.0,41.5,32.4,93.0,100.0,0.0,0.0,5.1,5.9,82.0,7.07,8.5,0.0,34.3,0.0,15.7,0.0,0.0,9.24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15845177496083632,0.9873667175937016,-0.3129000178799537,0.949786070023521
130958,125645.0,130836.0,139444.0,127287.0,129894.0,121164.0,119483.0,128731.0,137208.0,132771.2857142857,122490.73333333334,38.0,46.0,42.0,30.1,80.0,94.0,0.0,0.0,3.1,8.02,41.0,7.12,8.0,0.0,39.7,0.0,10.3,0.0,0.0,9.24,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.14144406768794202,0.9899462489023779,-0.2800440484743445,0.9599871514317777
129218,130958.0,125645.0,130836.0,131009.0,133566.0,120096.0,121288.0,134395.0,128731.0,133295.7142857143,123225.06666666668,36.0,45.0,40.5,28.1,75.0,87.0,0.0,0.0,2.0,8.31,67.0,8.59,9.5,0.0,41.3,0.0,8.7,0.0,0.0,9.24,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.12439450483979998,0.9922328391893008,-0.2468566254334839,0.9690520143313219
128292,129218.0,130958.0,125645.0,137711.0,133914.0,125808.0,119281.0,129477.0,134395.0,133039.85714285713,123871.53333333334,43.0,59.0,51.0,45.9,84.0,93.0,0.24,0.0,1.2,4.25,93.0,4.36,0.0,0.0,44.5,0.0,5.8,0.0,0.0,9.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.10730813165636247,0.9942258118156161,-0.21337702862092797,0.9769699297608415
121602,128292.0,129218.0,130958.0,137467.0,128387.0,125099.0,109892.0,119684.0,129477.0,131694.2857142857,124165.16666666669,29.0,61.0,45.0,44.5,84.0,96.0,0.92,0.0,0.0,0.91,94.0,0.0,5.0,0.0,45.5,0.0,4.8,0.0,1.0,9.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.09019000427034513,0.9959245770286599,-0.179644883710313,0.9837315262594303
113711,121602.0,128292.0,129218.0,139444.0,125083.0,123623.0,112019.0,131981.0,119684.0,129427.85714285714,124175.63333333332,24.0,32.0,28.0,12.8,55.0,61.0,0.0,0.0,0.0,8.9,1.0,8.77,22.0,0.0,41.3,0.0,9.0,1.0,0.0,9.26,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.07304518821104743,0.9973286321364752,-0.14570011528535065,0.9893288009584253
123588,113711.0,121602.0,128292.0,130836.0,115626.0,116918.0,108414.0,129502.0,131981.0,125751.71428571428,123989.96666666666,24.0,37.0,30.5,18.5,64.0,81.0,0.0,0.0,0.0,8.61,31.0,8.94,19.5,0.0,34.5,0.0,15.5,1.0,0.0,9.26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.05587875690537313,0.9984375616565666,-0.11158289958600157,0.9937551290534204
122776,123588.0,113711.0,121602.0,125645.0,111408.0,117329.0,108279.0,119817.0,129502.0,124716.28571428572,124446.5,35.0,50.0,42.5,32.8,76.0,87.0,0.0,0.0,0.0,5.31,57.0,5.53,7.5,0.0,33.7,0.0,16.3,0.0,0.0,9.27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03869579017652689,0.9992510374388481,-0.07733361695682096,0.9970052716452285
126574,122776.0,123588.0,113711.0,130958.0,127287.0,129894.0,121164.0,120531.0,119817.0,124306.42857142857,124805.06666666668,30.0,43.0,36.5,19.3,56.0,77.0,0.0,0.0,0.0,8.06,21.0,7.1,13.5,0.0,36.5,0.0,13.5,0.0,0.0,9.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.021501372740813793,0.999768818762748,-0.04299280405372191,0.9990753819405211
128663,126574.0,122776.0,123588.0,129218.0,131009.0,133566.0,120096.0,134843.0,120531.0,123680.14285714286,125410.4,28.0,43.0,35.5,21.2,64.0,74.0,0.0,0.0,0.0,6.69,91.0,5.56,14.5,0.0,38.2,0.0,11.8,0.0,0.0,9.29,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.004300592702981974,0.9999907524084426,-0.008601105865714402,0.9999630098048061
130838,128663.0,126574.0,122776.0,128292.0,137711.0,133914.0,125808.0,131905.0,134843.0,123600.85714285714,126089.86666666668,36.0,48.0,42.0,34.3,74.0,92.0,0.48,0.0,0.0,2.68,92.0,0.08,8.0,0.0,38.0,0.0,12.0,0.0,0.0,9.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.012901459949419653,0.9999167727021953,0.02580077239154065,0.9996671046623471
125533,130838.0,128663.0,126574.0,121602.0,137467.0,128387.0,125099.0,124168.0,131905.0,123964.57142857143,126412.33333333331,33.0,40.0,36.5,27.2,78.0,94.0,0.62,0.0,0.0,5.44,83.0,4.47,13.5,0.0,38.0,0.0,12.0,0.0,1.0,9.31,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.017201575418260506,0.9998520419557735,0.03439806061360801,0.9994082116062598
119140,125533.0,130838.0,128663.0,113711.0,139444.0,125083.0,123623.0,135759.0,124168.0,124526.14285714286,126593.56666666668,36.0,51.0,43.5,35.9,81.0,99.0,0.05,0.0,0.0,7.2,65.0,7.76,6.5,0.0,40.7,0.0,9.3,1.0,0.0,9.33,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03439806061360801,0.9994082116062598,0.06875540848113941,0.9976335468520451
