prcp,tmin,tmax,rh_mean,rh_max,dew_point,solar_rad,cloud_cover,daylight_hours,sunshine_hours,is_weekend,is_holiday,day_of_week,tavg,hdd,cdd,tavg_3day,cdd_3day,hdd_3day,tavg_lag1,lag_0,lag_1,lag_2,lag_3,lag_7,lag_14,lag_21,lag_28,lag_365,lag_366,rolling_7,rolling_30
0.0,41.0,48.0,66,83,30.2,7.77,46,9.62,8.14,0,0,1,44.5,5.5,0.0,49.0,0.0,1.8,51.0,121288,119483.0,109824.0,108928.0,122273.0,121202.0,122065.0,117580.0,132542.0,122128.0,119382.0,117540.9
0.0,45.0,56.0,75,88,38.3,5.89,88,9.6,4.31,0,0,2,50.5,0.0,0.0,48.7,0.0,1.8,44.5,119281,121288.0,119483.0,109824.0,128163.0,122832.0,120534.0,118593.0,130426.0,132542.0,119241.3,118062.9
0.79,55.0,65.0,87,95,51.6,4.53,60,9.57,4.83,0,1,3,60.0,0.0,0.0,51.7,0.0,1.8,50.5,109892,119281.0,121288.0,119483.0,126776.0,121526.0,118616.0,120202.0,128403.0,130426.0,117972.4,118084.3
0.0,51.0,63.0,77,94,44.0,8.22,25,9.55,8.96,0,0,4,57.0,0.0,0.0,55.8,0.0,0.0,60.0,112019,109892.0,119281.0,121288.0,120227.0,119467.0,117652.0,122224.0,115759.0,128403.0,115560.4,117828.1
0.0,44.0,56.0,69,90,37.1,7.21,37,9.52,7.36,1,0,5,50.0,0.0,0.0,55.7,0.0,0.0,57.0,108414,112019.0,109892.0,119281.0,108928.0,109822.0,108576.0,112805.0,126365.0,115759.0,114387.9,117608.9
0.0,41.0,54.0,68,85,32.7,9.59,20,9.5,9.11,1,0,6,47.5,2.5,0.0,51.5,0.0,0.8,50.0,108279,108414.0,112019.0,109892.0,109824.0,109321.0,107166.0,114855.0,122415.0,126365.0,114314.4,117216.0
0.98,50.0,63.0,88,97,50.3,0.79,95,9.48,0.0,0,0,0,56.5,0.0,0.0,51.3,0.0,0.8,47.5,121164,108279.0,108414.0,112019.0,119483.0,118680.0,119150.0,123419.0,127480.0,122415.0,114093.7,116751.2
0.0,37.0,62.0,78,99,41.8,5.8,57,9.46,8.35,0,0,1,49.5,0.5,0.0,51.2,0.0,1.0,56.5,120096,121164.0,108279.0,108414.0,121288.0,122273.0,121202.0,122065.0,141752.0,127480.0,114333.9,117029.8
0.0,36.0,43.0,61,68,26.5,5.95,43,9.44,3.91,0,0,2,39.5,10.5,0.0,48.5,0.0,3.7,49.5,125808,120096.0,121164.0,108279.0,119281.0,128163.0,122832.0,120534.0,142575.0,141752.0,114163.6,117204.5
0.0,35.0,50.0,57,78,25.8,9.35,40,9.42,8.86,0,0,3,42.5,7.5,0.0,43.8,0.0,6.2,39.5,125099,125808.0,120096.0,121164.0,109892.0,126776.0,121526.0,118616.0,141162.0,142575.0,115096.0,117284.1
0.11,44.0,52.0,73,93,36.4,4.33,82,9.4,4.0,0,0,4,48.0,2.0,0.0,43.3,0.0,6.7,42.5,123623,125099.0,125808.0,120096.0,112019.0,120227.0,119467.0,117652.0,139469.0,141162.0,117268.4,117385.3
1.02,39.0,47.0,82,96,36.9,2.62,73,9.38,3.1,1,0,5,43.0,7.0,0.0,44.5,0.0,5.5,48.0,116918,123623.0,125099.0,125808.0,108414.0,108928.0,109822.0,108576.0,138082.0,139469.0,118926.1,117488.2
0.0,33.0,40.0,56,65,21.8,8.72,21,9.36,8.71,1,0,6,36.5,13.5,0.0,42.5,0.0,7.5,43.0,117329,116918.0,123623.0,125099.0,108279.0,109824.0,109321.0,107166.0,129152.0,138082.0,120141.0,117431.6
0.0,32.0,40.0,65,80,22.9,7.65,37,9.35,7.68,0,0,0,36.0,14.0,0.0,38.5,0.0,11.5,36.5,129894,117329.0,116918.0,123623.0,121164.0,119483.0,118680.0,119150.0,127945.0,129152.0,121433.9,117420.9
0.0,30.0,36.0,61,78,20.5,7.87,63,9.33,7.32,0,0,1,33.0,17.0,0.0,35.2,0.0,14.8,36.0,133566,129894.0,117329.0,116918.0,120096.0,121288.0,122273.0,121202.0,136920.0,127945.0,122681.0,118131.5
0.05,31.0,38.0,70,78,24.9,4.72,72,9.32,3.53,0,0,2,34.5,15.5,0.0,34.5,0.0,15.5,33.0,133914,133566.0,129894.0,117329.0,125808.0,119281.0,128163.0,122832.0,133868.0,136920.0,124605.3,119011.5
0.0,36.0,49.0,74,89,31.3,8.25,11,9.31,8.44,0,0,3,42.5,7.5,0.0,36.7,0.0,13.3,34.5,128387,133914.0,133566.0,129894.0,125099.0,109892.0,126776.0,121526.0,140390.0,133868.0,125763.3,119503.6
0.0,39.0,57.0,82,93,34.4,8.31,32,9.3,8.59,0,0,4,48.0,2.0,0.0,41.7,0.0,8.3,42.5,125083,128387.0,133914.0,133566.0,123623.0,112019.0,120227.0,119467.0,143877.0,140390.0,126233.0,119743.1
0.0,46.0,58.0,94,98,44.7,2.32,77,9.29,0.56,1,0,5,52.0,0.0,0.0,47.5,0.0,3.2,48.0,115626,125083.0,128387.0,133914.0,116918.0,108414.0,108928.0,109822.0,140211.0,143877.0,126441.6,119818.1
0.0,47.0,62.0,81,94,43.7,7.36,66,9.28,8.71,1,0,6,54.5,0.0,0.0,51.5,0.0,0.7,52.0,111408,115626.0,125083.0,128387.0,117329.0,108279.0,109824.0,109321.0,126146.0,140211.0,126257.0,119621.5
0.26,35.0,47.0,84,97,33.2,1.61,84,9.27,0.0,0,0,0,41.0,9.0,0.0,49.2,0.0,3.0,54.5,127287,111408.0,115626.0,125083.0,129894.0,121164.0,119483.0,118680.0,124792.0,126146.0,125411.1,119352.8
0.0,30.0,39.0,56,65,18.9,8.25,45,9.26,8.69,0,0,1,34.5,15.5,0.0,43.3,0.0,8.2,41.0,131009,127287.0,111408.0,115626.0,133566.0,120096.0,121288.0,122273.0,142334.0,124792.0,125038.7,119935.0
0.86,24.0,31.0,64,88,17.1,2.84,95,9.25,1.13,0,0,2,27.5,22.5,0.0,34.3,0.0,15.7,34.5,137711,131009.0,127287.0,111408.0,133914.0,125808.0,119281.0,128163.0,145643.0,142334.0,124673.4,120657.9
0.66,24.0,33.0,81,91,21.9,3.54,86,9.25,0.85,0,0,3,28.5,21.5,0.0,30.2,0.0,19.8,27.5,137467,137711.0,131009.0,127287.0,128387.0,125099.0,109892.0,126776.0,146073.0,145643.0,125215.9,121292.3
0.0,24.0,32.0,75,88,16.4,8.36,41,9.25,7.39,0,0,4,28.0,22.0,0.0,28.0,0.0,22.0,28.5,139444,137467.0,137711.0,131009.0,125083.0,123623.0,112019.0,120227.0,155134.0,146073.0,126513.0,121798.8
0.0,20.0,32.0,82,88,15.7,7.64,56,9.24,6.72,1,0,5,26.0,24.0,0.0,27.5,0.0,22.5,28.0,130836,139444.0,137467.0,137711.0,115626.0,116918.0,108414.0,108928.0,150697.0,155134.0,128564.6,122174.8
0.01,31.0,40.0,85,98,25.5,4.0,88,9.24,1.4,1,0,6,35.5,14.5,0.0,29.8,0.0,20.2,26.0,125645,130836.0,139444.0,137467.0,111408.0,117329.0,108279.0,109824.0,137208.0,150697.0,130737.4,122310.1
0.0,37.0,46.0,93,100,32.4,5.9,82,9.24,7.07,0,0,0,41.5,8.5,0.0,34.3,0.0,15.7,35.5,130958,125645.0,130836.0,139444.0,127287.0,129894.0,121164.0,119483.0,128731.0,137208.0,132771.3,122490.7
0.0,38.0,46.0,80,94,30.1,8.02,41,9.24,7.12,0,0,1,42.0,8.0,0.0,39.7,0.0,10.3,41.5,129218,130958.0,125645.0,130836.0,131009.0,133566.0,120096.0,121288.0,134395.0,128731.0,133295.7,123225.1
0.0,36.0,45.0,75,87,28.1,8.31,67,9.24,8.59,0,0,2,40.5,9.5,0.0,41.3,0.0,8.7,42.0,128292,129218.0,130958.0,125645.0,137711.0,133914.0,125808.0,119281.0,129477.0,134395.0,133039.9,123871.5
0.24,43.0,59.0,84,93,45.9,4.25,93,9.25,4.36,0,0,3,51.0,0.0,0.0,44.5,0.0,5.8,40.5,121602,128292.0,129218.0,130958.0,137467.0,128387.0,125099.0,109892.0,119684.0,129477.0,131694.3,124165.2
0.92,29.0,61.0,84,96,44.5,0.91,94,9.25,0.0,0,1,4,45.0,5.0,0.0,45.5,0.0,4.8,51.0,113711,121602.0,128292.0,129218.0,139444.0,125083.0,123623.0,112019.0,131981.0,119684.0,129427.9,124175.6
0.0,24.0,32.0,55,61,12.8,8.9,1,9.26,8.77,1,0,5,28.0,22.0,0.0,41.3,0.0,9.0,45.0,123588,113711.0,121602.0,128292.0,130836.0,115626.0,116918.0,108414.0,129502.0,131981.0,125751.7,123990.0
0.0,24.0,37.0,64,81,18.5,8.61,31,9.26,8.94,1,0,6,30.5,19.5,0.0,34.5,0.0,15.5,28.0,122776,123588.0,113711.0,121602.0,125645.0,111408.0,117329.0,108279.0,119817.0,129502.0,124716.3,124446.5
0.0,35.0,50.0,76,87,32.8,5.31,57,9.27,5.53,0,0,0,42.5,7.5,0.0,33.7,0.0,16.3,30.5,126574,122776.0,123588.0,113711.0,130958.0,127287.0,129894.0,121164.0,120531.0,119817.0,124306.4,124805.1
0.0,30.0,43.0,56,77,19.3,8.06,21,9.28,7.1,0,0,1,36.5,13.5,0.0,36.5,0.0,13.5,42.5,128663,126574.0,122776.0,123588.0,129218.0,131009.0,133566.0,120096.0,134843.0,120531.0,123680.1,125410.4
0.0,28.0,43.0,64,74,21.2,6.69,91,9.29,5.56,0,0,2,35.5,14.5,0.0,38.2,0.0,11.8,36.5,130838,128663.0,126574.0,122776.0,128292.0,137711.0,133914.0,125808.0,131905.0,134843.0,123600.9,126089.9
0.48,36.0,48.0,74,92,34.3,2.68,92,9.3,0.08,0,0,3,42.0,8.0,0.0,38.0,0.0,12.0,35.5,125533,130838.0,128663.0,126574.0,121602.0,137467.0,128387.0,125099.0,124168.0,131905.0,123964.6,126412.3
0.62,33.0,40.0,78,94,27.2,5.44,83,9.31,4.47,0,1,4,36.5,13.5,0.0,38.0,0.0,12.0,42.0,119140,125533.0,130838.0,128663.0,113711.0,139444.0,125083.0,123623.0,135759.0,124168.0,124526.1,126593.6
0.05,36.0,51.0,81,99,35.9,7.2,65,9.33,7.76,1,0,5,43.5,6.5,0.0,40.7,0.0,9.3,36.5,117017,119140.0,125533.0,130838.0,123588.0,130836.0,115626.0,116918.0,133483.0,135759.0,125301.7,126371.3
0.22,34.0,38.0,88,96,31.4,1.36,98,9.34,0.0,1,0,6,36.0,14.0,0.0,38.7,0.0,11.3,43.5,120616,117017.0,119140.0,125533.0,122776.0,125645.0,111408.0,117329.0,122924.0,133483.0,124363.0,126101.9
0.02,35.0,43.0,84,97,32.3,6.29,79,9.36,5.05,0,0,0,39.0,11.0,0.0,39.5,0.0,10.5,36.0,128719,120616.0,117017.0,119140.0,126574.0,130958.0,127287.0,129894.0,123997.0,122924.0,124054.4,126001.7
0.0,36.0,42.0,77,86,29.7,4.68,84,9.37,4.19,0,0,1,39.0,11.0,0.0,38.0,0.0,12.0,39.0,128968,128719.0,120616.0,117017.0,128663.0,129218.0,131009.0,133566.0,138154.0,123997.0,124360.9,126395.0
0.0,34.0,41.0,70,91,25.6,8.54,32,9.39,8.76,0,0,2,37.5,12.5,0.0,38.5,0.0,11.5,39.0,129542,128968.0,128719.0,120616.0,130838.0,128292.0,137711.0,133914.0,136907.0,138154.0,124404.4,126783.0
0.0,30.0,41.0,61,70,21.2,9.28,8,9.41,9.24,0,0,3,35.5,14.5,0.0,37.3,0.0,12.7,37.5,130964,129542.0,128968.0,128719.0,125533.0,121602.0,137467.0,128387.0,140076.0,136907.0,124219.3,126771.3
0.0,27.0,37.0,64,78,20.4,8.93,56,9.42,7.34,0,0,4,32.0,18.0,0.0,35.0,0.0,15.0,35.5,132855,130964.0,129542.0,128968.0,119140.0,113711.0,139444.0,125083.0,144582.0,140076.0,124995.1,126684.5
0.0,24.0,37.0,50,57,14.0,7.62,49,9.44,6.77,1,0,5,30.5,19.5,0.0,32.7,0.0,17.3,32.0,125392,132855.0,130964.0,129542.0,117017.0,123588.0,130836.0,115626.0,137402.0,144582.0,126954.4,126649.2
0.0,29.0,41.0,65,82,21.0,9.37,39,9.47,9.3,1,0,6,35.0,15.0,0.0,32.5,0.0,17.5,30.5,121856,125392.0,132855.0,130964.0,120616.0,122776.0,125645.0,111408.0,119972.0,137402.0,128150.9,126549.4
0.0,28.0,37.0,75,85,21.9,3.87,69,9.49,0.0,0,0,0,32.5,17.5,0.0,32.7,0.0,17.3,35.0,133886,121856.0,125392.0,132855.0,128719.0,126574.0,130958.0,127287.0,116201.0,119972.0,128328.0,126441.8
0.0,33.0,44.0,73,86,24.4,9.6,13,9.51,9.35,0,0,1,38.5,11.5,0.0,35.3,0.0,14.7,32.5,130237,133886.0,121856.0,125392.0,128968.0,128663.0,129218.0,131009.0,132956.0,116201.0,129066.1,127050.5
0.0,35.0,43.0,76,88,25.8,7.16,49,9.53,8.49,0,0,2,39.0,11.0,0.0,36.7,0.0,13.3,38.5,128863,130237.0,133886.0,121856.0,129542.0,130838.0,128292.0,137711.0,134513.0,132956.0,129247.4,127678.1
0.0,39.0,49.0,80,91,31.6,7.14,77,9.56,7.74,0,0,3,44.0,6.0,0.0,40.5,0.0,9.5,39.0,126268,128863.0,130237.0,133886.0,130964.0,125533.0,121602.0,137467.0,132082.0,134513.0,129150.4,127730.7
0.38,38.0,46.0,89,96,35.0,3.81,88,9.59,0.83,0,0,4,42.0,8.0,0.0,41.7,0.0,8.3,44.0,127490,126268.0,128863.0,130237.0,132855.0,119140.0,113711.0,139444.0,134558.0,132082.0,128479.6,127572.6
0.78,37.0,47.0,84,97,37.0,3.75,85,9.61,2.73,1,0,5,42.0,8.0,0.0,42.7,0.0,7.3,42.0,118102,127490.0,126268.0,128863.0,125392.0,117017.0,123588.0,130836.0,144695.0,134558.0,127713.1,127231.9
0.0,35.0,44.0,59,73,24.9,9.46,27,9.64,9.4,1,0,6,39.5,10.5,0.0,41.2,0.0,8.8,42.0,117057,118102.0,127490.0,126268.0,121856.0,120616.0,122776.0,125645.0,137365.0,144695.0,126671.7,126586.4
0.0,37.0,45.0,68,84,27.6,9.52,19,9.67,9.51,0,1,0,41.0,9.0,0.0,40.8,0.0,9.2,39.5,122824,117057.0,118102.0,127490.0,133886.0,128719.0,126574.0,130958.0,126410.0,137365.0,125986.1,125840.2
0.0,35.0,43.0,65,82,23.7,6.89,36,9.7,6.31,0,0,1,39.0,11.0,0.0,39.8,0.0,10.2,41.0,129324,122824.0,117057.0,118102.0,130237.0,128968.0,128663.0,129218.0,142280.0,126410.0,124405.9,125573.1
0.02,27.0,40.0,59,83,18.6,9.3,37,9.73,8.89,0,0,2,33.5,16.5,0.0,37.8,0.0,12.2,39.0,131120,129324.0,122824.0,117057.0,128863.0,129542.0,130838.0,128292.0,148015.0,142280.0,124275.4,125695.8
0.0,25.0,43.0,61,86,18.5,8.87,27,9.76,9.0,0,0,3,34.0,16.0,0.0,35.5,0.0,14.5,33.5,132003,131120.0,129324.0,122824.0,126268.0,130964.0,125533.0,121602.0,143862.0,148015.0,124597.9,125701.2
0.0,36.0,45.0,61,87,23.8,8.82,17,9.79,9.63,0,0,4,40.5,9.5,0.0,36.0,0.0,14.0,34.0,128305,132003.0,131120.0,129324.0,127490.0,132855.0,119140.0,113711.0,139314.0,143862.0,125417.1,125794.0
0.0,24.0,36.0,48,77,10.1,8.82,34,9.82,8.68,1,0,5,30.0,20.0,0.0,34.8,0.0,15.2,40.5,125923,128305.0,132003.0,131120.0,118102.0,125392.0,117017.0,123588.0,135154.0,139314.0,125533.6,125794.4
0.0,22.0,32.0,44,52,6.8,11.03,39,9.85,9.69,1,0,6,27.0,23.0,0.0,32.5,0.0,17.5,30.0,128382,125923.0,128305.0,132003.0,117057.0,121856.0,120616.0,122776.0,126400.0,135154.0,126650.9,125938.5
0.0,23.0,37.0,52,65,13.9,9.14,68,9.88,7.88,0,0,0,30.0,20.0,0.0,29.0,0.0,21.0,27.0,136576,128382.0,125923.0,128305.0,122824.0,133886.0,128719.0,126574.0,122177.0,126400.0,128268.7,126427.5
0.1,31.0,34.0,71,95,23.1,2.4,95,9.92,0.25,0,0,1,32.5,17.5,0.0,29.8,0.0,20.2,30.0,135932,136576.0,128382.0,125923.0,129324.0,130237.0,128968.0,128663.0,136627.0,122177.0,130233.3,126860.4
0.0,31.0,37.0,73,99,25.7,7.94,76,9.95,8.07,0,0,2,34.0,16.0,0.0,32.2,0.0,17.8,32.5,134036,135932.0,136576.0,128382.0,131120.0,128863.0,129542.0,130838.0,136552.0,136627.0,131177.3,127299.0
0.0,20.0,34.0,54,69,12.1,10.93,58,9.99,7.74,0,0,3,27.0,23.0,0.0,31.2,0.0,18.8,34.0,138145,134036.0,135932.0,136576.0,132003.0,126268.0,130964.0,125533.0,138459.0,136552.0,131593.9,127547.7
0.0,14.0,25.0,43,50,0.6,12.19,11,10.02,9.77,0,0,4,19.5,30.5,0.0,26.8,0.0,23.2,27.0,146437,138145.0,134036.0,135932.0,128305.0,127490.0,132855.0,119140.0,140924.0,138459.0,132471.3,127863.8
0.0,17.0,32.0,44,57,3.3,12.33,0,10.06,9.79,1,0,5,24.5,25.5,0.0,23.7,0.0,26.3,19.5,136292,146437.0,138145.0,134036.0,125923.0,118102.0,125392.0,117017.0,137659.0,140924.0,135061.6,128383.7
0.12,20.0,26.0,57,75,9.2,5.3,91,10.09,0.84,1,0,6,23.0,27.0,0.0,22.3,0.0,27.7,24.5,135216,136292.0,146437.0,138145.0,128382.0,117057.0,121856.0,120616.0,125498.0,137659.0,136542.9,128742.4
1.85,22.0,34.0,86,90,25.1,1.66,100,10.13,0.0,0,0,0,28.0,22.0,0.0,25.2,0.0,24.8,23.0,140057,135216.0,136292.0,146437.0,136576.0,122824.0,133886.0,128719.0,122930.0,125498.0,137519.1,129278.2
0.13,30.0,33.0,82,86,27.0,3.06,100,10.17,0.0,0,0,1,31.5,18.5,0.0,27.5,0.0,22.5,28.0,137952,140057.0,135216.0,136292.0,135932.0,129324.0,130237.0,128968.0,133021.0,122930.0,138016.4,130046.2
0.01,29.0,37.0,74,84,23.6,6.5,88,10.2,2.1,0,0,2,33.0,17.0,0.0,30.8,0.0,19.2,31.5,138779,137952.0,140057.0,135216.0,134036.0,131120.0,128863.0,129542.0,132023.0,133021.0,138305.0,130624.1
0.0,31.0,43.0,72,88,22.8,13.02,14,10.24,9.87,0,0,3,37.0,13.0,0.0,33.8,0.0,16.2,33.0,135223,138779.0,137952.0,140057.0,138145.0,132003.0,126268.0,130964.0,133837.0,132023.0,138982.6,130959.4
0.07,37.0,47.0,82,89,29.7,10.05,62,10.28,7.0,0,0,4,42.0,8.0,0.0,37.3,0.0,12.7,37.0,130750,135223.0,138779.0,137952.0,146437.0,128305.0,127490.0,132855.0,136492.0,133837.0,138565.1,131167.9
0.0,34.0,44.0,69,86,22.0,12.97,21,10.32,9.91,1,0,5,39.0,11.0,0.0,39.3,0.0,10.7,42.0,122034,130750.0,135223.0,138779.0,136292.0,125923.0,118102.0,125392.0,135744.0,136492.0,136324.1,131208.2
0.39,24.0,40.0,85,90,24.9,3.03,83,10.36,0.0,1,0,6,32.0,18.0,0.0,37.7,0.0,12.3,39.0,125601,122034.0,130750.0,135223.0,135216.0,128382.0,117057.0,121856.0,127588.0,135744.0,134287.3,130910.5
0.0,17.0,29.0,67,80,9.9,13.87,10,10.4,9.95,0,0,0,23.0,27.0,0.0,31.3,0.0,18.7,32.0,141172,125601.0,122034.0,130750.0,140057.0,136576.0,122824.0,133886.0,124149.0,127588.0,132913.7,130668.7
0.0,27.0,33.0,84,89,20.4,4.59,82,10.44,0.63,0,0,1,30.0,20.0,0.0,28.3,0.0,21.7,23.0,140180,141172.0,125601.0,122034.0,137952.0,135932.0,129324.0,130237.0,135691.0,124149.0,133073.0,131194.7
0.01,26.0,35.0,71,89,16.3,13.3,60,10.48,9.23,0,0,2,30.5,19.5,0.0,27.8,0.0,22.2,30.0,138469,140180.0,141172.0,125601.0,138779.0,134036.0,131120.0,128863.0,133740.0,135691.0,133391.3,131805.5
0.1,26.0,33.0,77,92,20.4,12.74,96,10.52,8.0,0,0,3,29.5,20.5,0.0,30.0,0.0,20.0,30.5,139773,138469.0,140180.0,141172.0,135223.0,138145.0,132003.0,126268.0,133541.0,133740.0,133347.0,131958.3
0.0,20.0,30.0,68,83,11.4,11.44,70,10.56,6.89,0,0,4,25.0,25.0,0.0,28.3,0.0,21.7,29.5,140363,139773.0,138469.0,140180.0,130750.0,146437.0,128305.0,127490.0,136077.0,133541.0,133997.0,132276.2
0.0,25.0,30.0,68,78,14.4,7.24,98,10.61,4.63,1,0,5,27.5,22.5,0.0,27.3,0.0,22.7,25.0,132183,140363.0,139773.0,138469.0,122034.0,136292.0,125923.0,118102.0,139289.0,136077.0,135370.3,132659.5
0.0,27.0,38.0,79,85,25.0,7.07,99,10.65,2.7,1,0,6,32.5,17.5,0.0,28.3,0.0,21.7,27.5,126416,132183.0,140363.0,139773.0,125601.0,135216.0,128382.0,117057.0,134595.0,139289.0,136820.1,132856.7
0.02,31.0,36.0,82,92,25.7,3.73,100,10.69,0.0,0,1,0,33.5,16.5,0.0,31.2,0.0,18.8,32.5,130360,126416.0,132183.0,140363.0,141172.0,140057.0,136576.0,122824.0,126028.0,134595.0,136936.6,132820.9
0.82,34.0,51.0,83,100,35.3,11.43,59,10.73,7.47,0,0,1,42.5,7.5,0.0,36.2,0.0,13.8,33.5,129738,130360.0,126416.0,132183.0,140180.0,137952.0,135932.0,129324.0,125814.0,126028.0,135392.0,133229.5
0.0,22.0,34.0,59,70,12.6,13.96,48,10.77,10.29,0,0,2,28.0,22.0,0.0,34.7,0.0,15.3,42.5,135983,129738.0,130360.0,126416.0,138469.0,138779.0,134036.0,131120.0,134632.0,125814.0,133900.3,133652.2
0.45,24.0,30.0,74,90,18.3,2.96,99,10.81,0.0,0,0,3,27.0,23.0,0.0,32.5,0.0,17.5,28.0,140048,135983.0,129738.0,130360.0,139773.0,135223.0,138145.0,132003.0,131988.0,134632.0,133545.1,134090.8
0.14,28.0,33.0,89,91,26.1,3.72,100,10.86,0.0,0,0,4,30.5,19.5,0.0,28.5,0.0,21.5,27.0,138927,140048.0,135983.0,129738.0,140363.0,130750.0,146437.0,128305.0,138646.0,131988.0,133584.4,134448.3
0.0,26.0,35.0,72,90,19.9,10.56,51,10.9,5.19,1,0,5,30.5,19.5,0.0,29.3,0.0,20.7,30.5,128536,138927.0,140048.0,135983.0,132183.0,122034.0,136292.0,125923.0,141414.0,138646.0,133379.3,134708.5
0.0,24.0,37.0,68,83,14.9,16.51,16,10.94,10.56,1,0,6,30.5,19.5,0.0,30.5,0.0,19.5,30.5,126574,128536.0,138927.0,140048.0,126416.0,125601.0,135216.0,128382.0,125920.0,141414.0,132858.3,134592.9
0.52,32.0,39.0,85,100,26.3,3.62,91,10.99,0.03,0,0,0,35.5,14.5,0.0,32.2,0.0,17.8,30.5,136545,126574.0,128536.0,138927.0,130360.0,141172.0,140057.0,136576.0,119214.0,125920.0,132880.9,134535.2
0.01,36.0,45.0,76,87,29.8,7.6,66,11.03,3.35,0,0,1,40.5,9.5,0.0,35.5,0.0,14.5,35.5,131994,136545.0,126574.0,128536.0,129738.0,140180.0,137952.0,135932.0,129724.0,119214.0,133764.4,134889.3
0.0,39.0,54.0,70,89,31.7,15.55,36,11.08,10.64,0,0,2,46.5,3.5,0.0,40.8,0.0,9.2,40.5,126791,131994.0,136545.0,126574.0,135983.0,138469.0,138779.0,134036.0,130168.0,129724.0,134086.7,135009.7
0.0,40.0,50.0,54,69,25.7,16.74,12,11.12,10.65,0,0,3,45.0,5.0,0.0,44.0,0.0,6.0,46.5,125507,126791.0,131994.0,136545.0,140048.0,139773.0,135223.0,138145.0,131364.0,130168.0,132773.6,134683.5
0.0,33.0,45.0,63,74,22.8,16.35,69,11.16,10.08,0,0,4,39.0,11.0,0.0,43.5,0.0,6.5,45.0,126063,125507.0,126791.0,131994.0,138927.0,140363.0,130750.0,146437.0,133929.0,131364.0,130696.3,134336.0
0.39,38.0,50.0,87,96,39.3,4.34,76,11.21,2.68,1,0,5,44.0,6.0,0.0,42.7,0.0,7.3,39.0,118029,126063.0,125507.0,126791.0,128536.0,132183.0,122034.0,136292.0,138016.0,133929.0,128858.6,134070.3
0.22,41.0,45.0,82,96,34.8,4.37,99,11.25,0.0,1,0,6,43.0,7.0,0.0,42.0,0.0,8.0,44.0,116302,118029.0,126063.0,125507.0,126574.0,126416.0,125601.0,135216.0,129490.0,138016.0,127357.6,133399.7
0.16,31.0,49.0,79,100,34.8,4.91,82,11.3,2.16,0,0,0,40.0,10.0,0.0,42.3,0.0,7.7,43.0,127058,116302.0,118029.0,126063.0,136545.0,130360.0,141172.0,140057.0,126062.0,129490.0,125890.1,132395.2
0.0,21.0,33.0,43,59,6.2,18.03,8,11.34,11.02,0,0,1,27.0,23.0,0.0,36.7,0.0,13.3,40.0,135634,127058.0,116302.0,118029.0,131994.0,129738.0,140180.0,137952.0,131611.0,126062.0,124534.9,132087.4
0.0,32.0,52.0,52,79,20.9,17.43,10,11.39,11.03,0,0,2,42.0,8.0,0.0,36.3,0.0,13.7,27.0,128236,135634.0,127058.0,116302.0,126791.0,135983.0,138469.0,138779.0,128988.0,131611.0,125054.9,132101.4
0.0,27.0,45.0,57,85,20.9,12.43,40,11.43,9.78,0,0,3,36.0,14.0,0.0,35.0,0.0,15.0,42.0,128077,128236.0,135634.0,127058.0,125507.0,140048.0,139773.0,135223.0,128251.0,128988.0,125261.3,131707.3
0.0,23.0,37.0,42,54,7.4,18.71,3,11.48,11.21,0,0,4,30.0,20.0,0.0,36.0,0.0,14.0,36.0,133762,128077.0,128236.0,135634.0,126063.0,138927.0,140363.0,130750.0,129517.0,128251.0,125628.4,131378.2
0.0,29.0,34.0,53,76,13.8,12.18,61,11.52,8.71,1,0,5,31.5,18.5,0.0,32.5,0.0,17.5,30.0,124363,133762.0,128077.0,128236.0,118029.0,128536.0,132183.0,122034.0,132096.0,129517.0,126728.3,131210.9
0.0,29.0,41.0,54,67,15.3,16.94,12,11.57,11.39,1,0,6,35.0,15.0,0.0,32.2,0.0,17.8,31.5,121035,124363.0,133762.0,128077.0,116302.0,126574.0,126416.0,125601.0,122125.0,132096.0,127633.1,130848.9
0.0,26.0,43.0,51,63,14.3,19.12,10,11.61,11.47,0,0,0,34.5,15.5,0.0,33.7,0.0,16.3,35.0,130321,121035.0,124363.0,133762.0,127058.0,136545.0,130360.0,141172.0,113235.0,122125.0,128309.3,130525.1
0.0,42.0,64.0,50,67,27.9,18.37,22,11.66,10.97,0,0,1,53.0,0.0,0.0,40.8,0.0,10.2,34.5,122402,130321.0,121035.0,124363.0,135634.0,131994.0,129738.0,140180.0,126959.0,113235.0,128775.4,130801.3
0.0,41.0,54.0,76,96,33.1,18.67,13,11.7,11.56,0,0,2,47.5,2.5,0.0,45.0,0.0,6.0,53.0,120607,122402.0,130321.0,121035.0,128236.0,126791.0,135983.0,138469.0,125748.0,126959.0,126885.1,130694.7
0.0,44.0,71.0,71,100,41.2,17.79,55,11.75,9.91,0,0,3,57.5,0.0,0.0,52.7,0.0,0.8,47.5,118569,120607.0,122402.0,130321.0,128077.0,125507.0,140048.0,139773.0,124617.0,125748.0,125795.3,130009.2
0.0,52.0,68.0,52,92,37.2,17.74,48,11.79,10.92,0,0,4,60.0,0.0,0.0,55.0,0.0,0.8,57.5,115813,118569.0,120607.0,122402.0,133762.0,126063.0,138927.0,140363.0,128016.0,124617.0,124437.0,129288.8
