prcp,tmin,tmax,rh_mean,rh_max,dew_point,solar_rad,cloud_cover,daylight_hours,sunshine_hours,is_weekend,is_holiday,day_of_week,tavg,hdd,cdd,tavg_3day,cdd_3day,hdd_3day,tavg_lag1,lag_0,lag_1,lag_2,lag_3,lag_7,lag_14,lag_21,lag_28,lag_365,lag_366,rolling_7,rolling_30
0.29,69.0,77.0,76,90,66.3,11.54,84,15.08,4.06,0,0,0,73.0,0.0,8.0,78.0,13.0,0.0,81.5,164152,155264.0,149562.0,143764.0,126826.0,160107.0,137896.0,133272.0,159179.0,147001.0,140447.3,139826.9
0.0,66.0,79.0,54,88,53.0,27.82,61,15.08,13.0,0,0,1,72.5,0.0,7.5,75.7,10.7,0.0,73.0,148109,164152.0,155264.0,149562.0,139512.0,152013.0,140917.0,175375.0,194131.0,159179.0,145779.6,141223.8
0.0,66.0,84.0,62,89,58.0,27.54,33,15.07,14.0,0,0,2,75.0,0.0,10.0,73.5,8.5,0.0,72.5,153946,148109.0,164152.0,155264.0,134420.0,154053.0,155202.0,138381.0,206885.0,194131.0,147007.7,142271.1
0.0,69.0,86.0,57,79,57.8,28.28,15,15.06,14.0,0,0,3,77.5,0.0,12.5,75.0,10.0,0.0,75.0,162912,153946.0,148109.0,164152.0,133783.0,142516.0,158163.0,144168.0,212086.0,206885.0,149797.1,142960.3
0.0,73.0,91.0,67,93,66.0,24.91,43,15.05,14.0,0,0,4,82.0,0.0,17.0,78.2,13.2,0.0,77.5,179043,162912.0,153946.0,148109.0,143764.0,161751.0,143138.0,140673.0,185946.0,212086.0,153958.4,142544.8
0.0,73.0,87.0,77,90,70.4,17.49,91,15.04,9.54,1,0,5,80.0,0.0,15.0,79.8,14.8,0.0,82.0,170430,179043.0,162912.0,153946.0,149562.0,125441.0,129673.0,127057.0,161877.0,185946.0,158998.3,143900.2
0.0,73.0,88.0,60,98,59.1,23.48,49,15.03,9.0,1,0,6,80.5,0.0,15.5,80.8,15.8,0.0,80.0,154052,170430.0,179043.0,162912.0,155264.0,109016.0,124392.0,119538.0,120541.0,161877.0,161979.4,144775.6
0.0,65.0,85.0,43,66,50.0,28.01,26,15.01,12.59,0,1,0,75.0,0.0,10.0,78.5,13.5,0.0,80.5,144918,154052.0,170430.0,179043.0,164152.0,126826.0,160107.0,137896.0,118334.0,120541.0,161806.3,145221.6
0.09,70.0,87.0,64,89,61.9,19.15,89,15.0,7.99,0,0,1,78.5,0.0,13.5,78.0,13.0,0.0,75.0,166529,144918.0,154052.0,170430.0,148109.0,139512.0,152013.0,140917.0,141039.0,118334.0,159058.6,145817.0
0.0,71.0,85.0,66,96,65.8,23.62,85,14.99,12.18,0,0,2,78.0,0.0,13.0,77.2,12.2,0.0,78.5,177523,166529.0,144918.0,154052.0,153946.0,134420.0,154053.0,155202.0,178255.0,141039.0,161690.0,147383.3
0.0,69.0,84.0,66,88,62.3,16.4,87,14.97,9.58,0,0,3,76.5,0.0,11.5,77.7,12.7,0.0,78.0,167089,177523.0,166529.0,144918.0,162912.0,133783.0,142516.0,158163.0,190084.0,178255.0,165058.1,148704.2
0.24,68.0,83.0,77,93,66.3,20.8,97,14.95,12.75,0,0,4,75.5,0.0,10.5,76.7,11.7,0.0,76.5,163633,167089.0,177523.0,166529.0,179043.0,143764.0,161751.0,143138.0,184239.0,190084.0,165654.9,149576.6
0.0,71.0,85.0,65,98,61.7,25.14,92,14.94,13.43,1,0,5,78.0,0.0,13.0,76.7,11.7,0.0,75.5,150168,163633.0,167089.0,177523.0,170430.0,149562.0,125441.0,129673.0,172232.0,184239.0,163453.4,149857.7
0.0,67.0,83.0,56,82,55.4,28.73,13,14.92,14.0,1,0,6,75.0,0.0,10.0,76.2,11.2,0.0,78.0,139373,150168.0,163633.0,167089.0,154052.0,155264.0,109016.0,124392.0,152105.0,172232.0,160558.9,149591.2
0.0,67.0,85.0,64,92,59.0,27.17,6,14.9,14.0,0,0,0,76.0,0.0,11.0,76.3,11.3,0.0,75.0,157769,139373.0,150168.0,163633.0,144918.0,164152.0,126826.0,160107.0,146754.0,152105.0,158461.9,149465.7
0.0,70.0,90.0,61,83,64.2,24.33,41,14.88,12.0,0,0,1,80.0,0.0,15.0,77.0,12.0,0.0,76.0,174348,157769.0,139373.0,150168.0,166529.0,148109.0,139512.0,152013.0,176422.0,146754.0,160297.7,150402.2
0.0,74.0,91.0,60,87,63.8,24.64,51,14.86,13.89,0,0,2,82.5,0.0,17.5,79.5,14.5,0.0,80.0,184608,174348.0,157769.0,139373.0,177523.0,153946.0,134420.0,154053.0,157758.0,176422.0,161414.7,152067.4
0.0,72.0,90.0,59,86,62.5,23.0,43,14.83,13.14,0,0,3,81.0,0.0,16.0,81.2,16.2,0.0,82.5,183502,184608.0,174348.0,157769.0,167089.0,162912.0,133783.0,142516.0,169728.0,157758.0,162426.9,152884.1
0.0,73.0,86.0,58,94,59.2,23.25,24,14.81,14.0,0,0,4,79.5,0.0,14.5,81.0,16.0,0.0,81.0,171094,183502.0,184608.0,174348.0,163633.0,179043.0,143764.0,161751.0,183799.0,169728.0,164771.6,153933.7
1.11,66.0,85.0,80,96,67.7,19.22,87,14.79,9.37,1,0,5,75.5,0.0,10.5,78.7,13.7,0.0,79.5,158680,171094.0,183502.0,184608.0,150168.0,170430.0,149562.0,125441.0,198095.0,183799.0,165837.4,154501.8
0.0,71.0,83.0,80,96,68.5,20.37,81,14.76,10.46,1,0,6,77.0,0.0,12.0,77.3,12.3,0.0,75.5,159519,158680.0,171094.0,183502.0,139373.0,154052.0,155264.0,109016.0,181974.0,198095.0,167053.4,155040.6
1.85,69.0,81.0,84,94,71.9,14.04,96,14.74,4.96,0,0,0,75.0,0.0,10.0,75.8,10.8,0.0,77.0,184640,159519.0,158680.0,171094.0,157769.0,144918.0,164152.0,126826.0,163541.0,181974.0,169931.4,154966.2
0.0,73.0,90.0,65,91,66.6,25.84,44,14.71,13.87,0,0,1,81.5,0.0,16.5,77.8,12.8,0.0,75.0,190594,184640.0,159519.0,158680.0,174348.0,166529.0,148109.0,139512.0,167678.0,163541.0,173770.1,156939.5
0.0,78.0,95.0,62,80,68.2,25.19,11,14.69,14.0,0,0,2,86.5,0.0,21.5,81.0,16.0,0.0,81.5,204640,190594.0,184640.0,159519.0,184608.0,177523.0,153946.0,134420.0,178188.0,167678.0,176091.0,159658.7
0.16,74.0,92.0,68,88,71.3,21.79,24,14.66,13.99,0,0,3,83.0,0.0,18.0,83.7,18.7,0.0,86.5,210299,204640.0,190594.0,184640.0,183502.0,167089.0,162912.0,133783.0,172786.0,178188.0,178952.7,162252.5
0.0,78.0,94.0,63,90,66.6,24.49,12,14.63,14.0,0,0,4,86.0,0.0,21.0,85.2,20.2,0.0,83.0,203448,210299.0,204640.0,190594.0,171094.0,163633.0,179043.0,143764.0,157731.0,172786.0,182780.9,164612.1
0.0,78.0,95.0,60,81,66.2,27.19,43,14.61,14.0,1,0,5,86.5,0.0,21.5,85.2,20.2,0.0,86.0,190168,203448.0,210299.0,204640.0,158680.0,150168.0,170430.0,149562.0,153539.0,157731.0,187402.9,166913.0
0.0,79.0,95.0,52,89,64.8,24.93,88,14.58,13.88,1,0,6,87.0,0.0,22.0,86.5,21.5,0.0,86.5,194414,190168.0,203448.0,210299.0,159519.0,139373.0,154052.0,155264.0,144541.0,153539.0,191901.1,168792.5
0.98,73.0,86.0,74,88,71.9,15.01,73,14.55,8.99,0,0,0,79.5,0.0,14.5,84.3,19.3,0.0,87.0,211703,194414.0,190168.0,203448.0,184640.0,157769.0,144918.0,164152.0,150491.0,144541.0,196886.1,170480.9
0.0,71.0,81.0,57,90,59.4,21.54,71,14.52,11.85,0,0,1,76.0,0.0,11.0,80.8,15.8,0.0,79.5,179363,211703.0,194414.0,190168.0,190594.0,174348.0,166529.0,148109.0,181389.0,150491.0,200752.3,172552.2
0.0,70.0,85.0,64,87,61.4,22.09,62,14.49,10.87,0,0,2,77.5,0.0,12.5,77.7,12.7,0.0,76.0,174823,179363.0,211703.0,194414.0,204640.0,184608.0,177523.0,153946.0,181143.0,181389.0,199147.9,173355.5
0.02,73.0,87.0,78,95,71.6,21.0,64,14.45,12.67,0,0,3,80.0,0.0,15.0,77.8,12.8,0.0,77.5,193239,174823.0,179363.0,211703.0,210299.0,183502.0,167089.0,162912.0,170345.0,181143.0,194888.3,173711.2
0.1,72.0,85.0,64,83,65.7,13.33,91,14.42,7.02,0,0,4,78.5,0.0,13.5,78.7,13.7,0.0,80.0,185361,193239.0,174823.0,179363.0,203448.0,171094.0,163633.0,179043.0,164946.0,170345.0,192451.1,175215.6
0.0,73.0,87.0,55,90,59.6,25.29,46,14.39,14.0,1,0,5,80.0,0.0,15.0,79.5,14.5,0.0,78.5,165175,185361.0,193239.0,174823.0,190168.0,158680.0,150168.0,170430.0,157158.0,164946.0,189867.3,176262.7
0.0,71.0,86.0,64,87,62.4,20.46,67,14.35,10.55,1,0,6,78.5,0.0,13.5,79.0,14.0,0.0,80.0,160843,165175.0,185361.0,193239.0,194414.0,159519.0,139373.0,154052.0,129226.0,157158.0,186296.9,176338.2
0.48,68.0,77.0,76,88,66.2,12.52,74,14.32,5.4,0,0,0,72.5,0.0,7.5,77.0,12.0,0.0,78.5,165984,160843.0,165175.0,185361.0,211703.0,184640.0,157769.0,144918.0,132174.0,129226.0,181501.0,175731.5
0.0,72.0,90.0,65,86,66.4,23.77,31,14.29,14.0,0,0,1,81.0,0.0,16.0,77.3,12.3,0.0,72.5,184097,165984.0,160843.0,165175.0,179363.0,190594.0,174348.0,166529.0,145959.0,132174.0,174969.7,175583.3
0.0,71.0,89.0,64,91,64.4,26.65,18,14.25,14.0,0,0,2,80.0,0.0,15.0,77.8,12.8,0.0,81.0,188058,184097.0,165984.0,160843.0,174823.0,204640.0,184608.0,177523.0,143955.0,145959.0,175646.0,176584.8
0.0,76.0,93.0,67,93,68.3,24.54,19,14.21,13.99,0,0,3,84.5,0.0,19.5,81.8,16.8,0.0,80.0,198706,188058.0,184097.0,165984.0,193239.0,210299.0,183502.0,167089.0,144567.0,143955.0,177536.7,178022.8
0.0,78.0,89.0,64,79,68.8,16.98,78,14.18,9.67,0,0,4,83.5,0.0,18.5,82.7,17.7,0.0,84.5,194961,198706.0,188058.0,184097.0,185361.0,203448.0,171094.0,163633.0,149371.0,144567.0,178317.7,179095.4
0.0,77.0,92.0,71,95,71.0,21.94,58,14.14,13.67,1,0,5,84.5,0.0,19.5,84.2,19.2,0.0,83.5,186868,194961.0,198706.0,188058.0,165175.0,190168.0,158680.0,150168.0,163006.0,149371.0,179689.1,179676.6
0.16,76.0,92.0,73,94,72.1,20.7,68,14.11,12.22,1,0,6,84.0,0.0,19.0,84.0,19.0,0.0,84.5,190719,186868.0,194961.0,198706.0,160843.0,194414.0,159519.0,139373.0,154929.0,163006.0,182788.1,180335.9
0.0,79.0,93.0,65,87,71.5,22.9,47,14.07,13.91,0,0,0,86.0,0.0,21.0,84.8,19.8,0.0,84.0,213959,190719.0,186868.0,194961.0,165984.0,211703.0,184640.0,157769.0,139597.0,154929.0,187056.1,181238.8
0.03,78.0,97.0,69,87,73.8,20.41,54,14.03,12.81,0,0,1,87.5,0.0,22.5,85.8,20.8,0.0,86.0,222979,213959.0,190719.0,186868.0,184097.0,179363.0,190594.0,174348.0,158928.0,139597.0,193909.7,183365.2
0.0,75.0,87.0,69,87,67.7,18.42,52,14.0,12.93,0,0,2,81.0,0.0,16.0,84.8,19.8,0.0,87.5,197816,222979.0,213959.0,190719.0,188058.0,174823.0,204640.0,184608.0,171450.0,158928.0,199464.3,186152.0
0.11,72.0,89.0,65,93,64.9,20.76,84,13.96,9.96,0,0,3,80.5,0.0,15.5,83.0,18.0,0.0,81.0,189338,197816.0,222979.0,213959.0,198706.0,193239.0,210299.0,183502.0,187093.0,171450.0,200858.3,187486.9
0.0,71.0,85.0,47,70,53.5,24.76,42,13.92,13.17,0,0,4,78.0,0.0,13.0,79.8,14.8,0.0,80.5,167983,189338.0,197816.0,222979.0,194961.0,185361.0,203448.0,171094.0,195957.0,187093.0,199520.0,187986.6
0.0,65.0,79.0,49,71,50.1,25.16,4,13.88,13.72,1,0,5,72.0,0.0,7.0,76.8,11.8,0.0,78.0,140266,167983.0,189338.0,197816.0,186868.0,165175.0,190168.0,158680.0,202936.0,195957.0,195666.0,187432.4
0.0,66.0,82.0,56,78,54.5,22.35,49,13.84,13.66,1,0,6,74.0,0.0,9.0,74.7,9.7,0.0,72.0,138641,140266.0,167983.0,189338.0,190719.0,160843.0,194414.0,159519.0,185433.0,202936.0,189008.6,185991.2
0.0,68.0,83.0,60,81,57.4,21.79,55,13.8,13.12,0,0,0,75.5,0.0,10.5,73.8,8.8,0.0,74.0,157926,138641.0,140266.0,167983.0,213959.0,165984.0,211703.0,184640.0,153218.0,185433.0,181568.9,184909.5
0.0,66.0,83.0,62,92,57.8,23.5,71,13.76,13.04,0,0,1,74.5,0.0,9.5,74.7,9.7,0.0,75.5,157429,157926.0,138641.0,140266.0,222979.0,184097.0,179363.0,190594.0,165007.0,153218.0,173564.1,184884.3
0.34,63.0,81.0,62,87,57.5,15.27,61,13.72,10.75,0,0,2,72.0,0.0,7.0,74.0,9.0,0.0,74.5,153379,157429.0,157926.0,138641.0,197816.0,188058.0,174823.0,204640.0,166593.0,165007.0,164199.9,184814.7
0.0,62.0,87.0,56,93,55.0,22.27,13,13.68,13.42,0,0,3,74.5,0.0,9.5,73.7,8.7,0.0,72.0,155905,153379.0,157429.0,157926.0,189338.0,198706.0,193239.0,210299.0,177119.0,166593.0,157851.7,183772.6
0.0,69.0,90.0,54,78,57.8,21.47,33,13.64,12.75,0,0,4,79.5,0.0,14.5,75.3,10.3,0.0,74.5,164738,155905.0,153379.0,157429.0,167983.0,194961.0,185361.0,203448.0,186082.0,177119.0,153075.6,182616.3
0.0,74.0,90.0,61,80,63.4,21.21,40,13.6,13.1,1,0,5,82.0,0.0,17.0,78.7,13.7,0.0,79.5,163800,164738.0,155905.0,153379.0,140266.0,186868.0,165175.0,190168.0,175365.0,186082.0,152612.0,181286.3
0.0,72.0,82.0,75,95,66.9,17.22,79,13.56,9.09,1,0,6,77.0,0.0,12.0,79.5,14.5,0.0,82.0,158274,163800.0,164738.0,155905.0,138641.0,190719.0,160843.0,194414.0,162279.0,175365.0,155974.0,179736.3
0.23,73.0,79.0,88,96,69.4,12.18,95,13.52,5.14,0,0,0,76.0,0.0,11.0,78.3,13.3,0.0,77.0,173383,158274.0,163800.0,164738.0,157926.0,213959.0,165984.0,211703.0,151885.0,162279.0,158778.7,178230.5
0.0,72.0,86.0,77,96,67.3,21.36,46,13.47,12.12,0,0,1,79.0,0.0,14.0,77.3,12.3,0.0,76.0,177772,173383.0,158274.0,163800.0,157429.0,222979.0,184097.0,179363.0,168032.0,151885.0,160986.9,177671.0
0.0,71.0,90.0,60,87,60.8,22.81,10,13.43,12.74,0,0,2,80.5,0.0,15.5,78.5,13.5,0.0,79.0,176396,177772.0,173383.0,158274.0,153379.0,197816.0,188058.0,174823.0,181545.0,168032.0,163893.0,177116.3
0.0,72.0,91.0,58,84,60.6,23.06,29,13.39,12.45,0,0,3,81.5,0.0,16.5,80.3,15.3,0.0,80.5,179804,176396.0,177772.0,173383.0,155905.0,189338.0,198706.0,193239.0,189996.0,181545.0,167181.1,175939.4
0.24,74.0,87.0,73,83,67.3,18.84,50,13.35,11.37,0,0,4,80.5,0.0,15.5,80.8,15.8,0.0,81.5,183405,179804.0,176396.0,177772.0,164738.0,167983.0,194961.0,185361.0,202186.0,189996.0,170595.3,175954.1
0.0,74.0,90.0,71,95,65.9,21.17,10,13.31,12.37,1,0,5,82.0,0.0,17.0,81.3,16.3,0.0,80.5,168017,183405.0,179804.0,176396.0,163800.0,140266.0,186868.0,165175.0,201023.0,202186.0,173262.0,176240.1
0.0,73.0,82.0,81,95,68.6,15.17,54,13.26,9.49,1,0,6,77.5,0.0,12.5,80.0,15.0,0.0,82.0,159404,168017.0,183405.0,179804.0,158274.0,138641.0,190719.0,160843.0,154176.0,201023.0,173864.4,175399.4
0.0,75.0,85.0,83,97,70.5,19.17,29,13.22,12.15,0,0,0,80.0,0.0,15.0,79.8,14.8,0.0,77.5,185384,159404.0,168017.0,183405.0,173383.0,157926.0,213959.0,165984.0,136489.0,154176.0,174025.9,174534.2
0.12,73.0,89.0,81,98,70.9,19.48,47,13.18,11.97,0,0,1,81.0,0.0,16.0,79.5,14.5,0.0,80.0,190278,185384.0,159404.0,168017.0,177772.0,157429.0,222979.0,184097.0,175220.0,136489.0,175740.3,175207.8
0.0,69.0,85.0,63,90,60.3,21.92,23,13.14,12.28,0,0,2,77.0,0.0,12.0,79.3,14.3,0.0,81.0,173537,190278.0,185384.0,159404.0,176396.0,153379.0,197816.0,188058.0,176635.0,175220.0,177526.9,176189.0
0.0,69.0,86.0,47,66,52.5,23.33,5,13.09,12.3,0,0,3,77.5,0.0,12.5,78.5,13.5,0.0,77.0,162975,173537.0,190278.0,185384.0,179804.0,155905.0,189338.0,198706.0,159108.0,176635.0,177118.4,176440.7
0.0,62.0,79.0,63,83,55.2,23.02,16,13.05,12.25,0,0,4,70.5,0.0,5.5,75.0,10.0,0.0,77.5,146970,162975.0,173537.0,190278.0,183405.0,164738.0,167983.0,194961.0,135740.0,159108.0,174714.3,175736.7
0.0,65.0,82.0,73,94,61.7,19.51,75,13.01,9.98,1,0,5,73.5,0.0,8.5,73.8,8.8,0.0,70.5,138975,146970.0,162975.0,173537.0,168017.0,163800.0,140266.0,186868.0,131258.0,135740.0,169509.3,174367.1
0.0,71.0,90.0,75,94,66.8,16.19,92,12.96,12.0,1,0,6,80.5,0.0,15.5,74.8,9.8,0.0,73.5,151378,138975.0,146970.0,162975.0,159404.0,158274.0,138641.0,190719.0,125285.0,131258.0,165360.4,172376.0
0.06,73.0,88.0,80,95,68.8,14.56,100,12.92,6.29,0,1,0,80.5,0.0,15.5,78.2,13.2,0.0,80.5,163790,151378.0,138975.0,146970.0,185384.0,173383.0,157926.0,213959.0,128107.0,125285.0,164213.9,170923.3
0.78,67.0,74.0,90,94,67.9,4.39,95,12.88,0.76,0,0,1,70.5,0.0,5.5,77.2,12.2,0.0,80.5,165915,163790.0,151378.0,138975.0,190278.0,177772.0,157429.0,222979.0,138924.0,128107.0,161129.0,170154.0
0.0,65.0,72.0,82,93,62.8,7.74,100,12.83,1.59,0,0,2,68.5,0.0,3.5,73.2,8.2,0.0,70.5,147130,165915.0,163790.0,151378.0,173537.0,176396.0,153379.0,197816.0,149054.0,138924.0,157648.6,169327.2
0.0,65.0,78.0,76,93,60.9,13.02,54,12.79,7.92,0,0,3,71.5,0.0,6.5,70.2,5.2,0.0,68.5,145739,147130.0,165915.0,163790.0,162975.0,179804.0,155905.0,189338.0,163652.0,149054.0,153876.1,167099.6
0.0,62.0,80.0,72,94,58.0,22.1,0,12.74,12.05,0,0,4,71.0,0.0,6.0,70.3,5.3,0.0,71.5,145064,145739.0,147130.0,165915.0,146970.0,183405.0,164738.0,167983.0,156434.0,163652.0,151413.9,164524.9
0.0,64.0,86.0,72,94,59.5,21.45,48,12.7,12.06,1,0,5,75.0,0.0,10.0,72.5,7.5,0.0,71.0,138750,145064.0,145739.0,147130.0,138975.0,168017.0,163800.0,140266.0,139917.0,156434.0,151141.6,162766.5
0.32,67.0,76.0,81,96,63.4,6.3,100,12.65,0.6,1,0,6,71.5,0.0,6.5,72.5,7.5,0.0,75.0,138190,138750.0,145064.0,145739.0,151378.0,159404.0,158274.0,138641.0,127733.0,139917.0,151109.4,161080.2
0.81,68.0,81.0,84,98,68.3,14.15,93,12.61,10.0,0,0,0,74.5,0.0,9.5,73.7,8.7,0.0,71.5,162078,138190.0,138750.0,145064.0,163790.0,185384.0,173383.0,157926.0,138482.0,127733.0,149225.4,160087.1
0.41,68.0,82.0,83,97,67.2,12.47,70,12.56,8.82,0,0,1,75.0,0.0,10.0,73.7,8.7,0.0,74.5,168566,162078.0,138190.0,138750.0,165915.0,190278.0,177772.0,157429.0,170347.0,138482.0,148980.9,160814.2
0.0,62.0,80.0,68,84,57.7,20.13,7,12.52,12.0,0,0,2,71.0,0.0,6.0,73.5,8.5,0.0,75.0,150871,168566.0,162078.0,138190.0,147130.0,173537.0,176396.0,153379.0,162684.0,170347.0,149359.6,161811.7
0.0,62.0,74.0,62,81,52.4,21.45,4,12.48,12.0,0,0,3,68.0,0.0,3.0,71.3,6.3,0.0,71.0,141132,150871.0,168566.0,162078.0,145739.0,162975.0,179804.0,155905.0,176961.0,162684.0,149894.0,161576.5
0.0,57.0,75.0,62,90,49.4,21.1,33,12.43,11.98,0,0,4,66.0,0.0,1.0,68.3,3.3,0.0,68.0,131992,141132.0,150871.0,168566.0,145064.0,146970.0,183405.0,164738.0,160157.0,176961.0,149235.9,161033.3
0.0,64.0,76.0,73,86,57.8,18.5,54,12.39,11.95,1,0,5,70.0,0.0,5.0,68.0,3.0,0.0,66.0,126203,131992.0,141132.0,150871.0,138750.0,138975.0,168017.0,163800.0,156474.0,160157.0,147368.4,160320.4
0.0,67.0,83.0,70,93,61.1,19.8,42,12.34,11.93,1,0,6,75.0,0.0,10.0,70.3,5.3,0.0,70.0,136914,126203.0,131992.0,141132.0,138190.0,151378.0,159404.0,158274.0,149956.0,156474.0,145576.0,159330.3
0.14,68.0,85.0,71,90,62.8,17.26,51,12.3,9.75,0,0,0,76.5,0.0,11.5,73.8,8.8,0.0,75.0,159023,136914.0,126203.0,131992.0,162078.0,163790.0,185384.0,173383.0,134734.0,149956.0,145393.7,158402.9
0.0,67.0,79.0,72,93,60.3,16.74,19,12.25,11.87,0,0,1,73.0,0.0,8.0,74.8,9.8,0.0,76.5,153148,159023.0,136914.0,126203.0,168566.0,165915.0,190278.0,177772.0,143830.0,134734.0,144957.3,158243.6
0.0,62.0,80.0,74,90,59.7,18.78,38,12.21,11.76,0,0,2,71.0,0.0,6.0,73.5,8.5,0.0,73.0,149092,153148.0,159023.0,136914.0,150871.0,147130.0,173537.0,176396.0,144080.0,143830.0,142754.7,158072.8
0.47,57.0,75.0,72,84,58.0,6.37,56,12.16,3.84,0,0,3,66.0,0.0,1.0,70.0,5.0,0.0,71.0,144449,149092.0,153148.0,159023.0,141132.0,145739.0,162975.0,179804.0,161347.0,144080.0,142500.6,157263.1
0.0,51.0,63.0,54,66,39.0,20.07,4,12.12,11.79,0,0,4,57.0,0.0,0.0,64.7,2.3,0.0,66.0,117836,144449.0,149092.0,153148.0,131992.0,145064.0,146970.0,183405.0,163865.0,161347.0,142974.4,156152.3
0.0,49.0,69.0,57,68,42.2,17.61,38,12.08,11.76,1,0,5,59.0,0.0,0.0,60.7,0.3,0.0,57.0,106856,117836.0,144449.0,149092.0,126203.0,138750.0,138975.0,168017.0,136329.0,163865.0,140952.1,154200.3
1.11,59.0,72.0,70,86,52.8,9.51,75,12.03,3.57,1,0,6,65.5,0.0,0.5,60.5,0.2,0.0,59.0,110245,106856.0,117836.0,144449.0,136914.0,138190.0,151378.0,159404.0,122402.0,136329.0,138188.3,151768.7
0.0,58.0,74.0,65,91,51.4,17.58,12,11.99,11.7,0,0,0,66.0,0.0,1.0,63.5,0.5,0.0,65.5,123806,110245.0,106856.0,117836.0,159023.0,162078.0,163790.0,185384.0,117189.0,122402.0,134378.4,149330.0
0.0,59.0,70.0,56,69,45.8,16.79,56,11.94,10.22,0,0,1,64.5,0.0,0.0,65.3,0.5,0.0,66.0,122666,123806.0,110245.0,106856.0,153148.0,168566.0,165915.0,190278.0,133727.0,117189.0,129347.4,147856.3
0.0,53.0,69.0,59,79,45.7,14.98,38,11.9,10.35,0,0,2,61.0,0.0,0.0,63.8,0.3,0.0,64.5,121113,122666.0,123806.0,110245.0,149092.0,150871.0,147130.0,173537.0,136749.0,133727.0,124992.9,146631.7
0.0,53.0,66.0,63,80,46.0,18.13,48,11.85,10.74,0,0,3,59.5,0.0,0.0,61.7,0.0,0.0,61.0,119435,121113.0,122666.0,123806.0,144449.0,141132.0,145739.0,162975.0,123112.0,136749.0,120995.9,144489.4
0.0,52.0,62.0,68,78,46.2,10.63,100,11.8,4.4,0,0,4,57.0,0.0,0.0,59.2,0.0,0.0,59.5,116138,119435.0,121113.0,122666.0,117836.0,131992.0,145064.0,146970.0,120583.0,123112.0,117422.4,142127.9
0.59,51.0,61.0,82,90,52.6,6.42,100,11.76,2.04,1,0,5,56.0,0.0,0.0,57.5,0.0,0.0,57.0,108767,116138.0,119435.0,121113.0,106856.0,126203.0,138750.0,138975.0,118461.0,120583.0,117179.9,140214.6
0.0,50.0,60.0,65,84,43.9,2.49,100,11.71,0.0,1,0,6,55.0,0.0,0.0,56.0,0.0,0.0,56.0,106977,108767.0,116138.0,119435.0,110245.0,136914.0,138190.0,151378.0,113157.0,118461.0,117452.9,138407.7
0.47,47.0,53.0,67,87,40.1,3.39,100,11.67,0.0,0,0,0,50.0,0.0,0.0,53.7,0.0,0.0,55.0,119768,106977.0,108767.0,116138.0,123806.0,159023.0,162078.0,163790.0,120008.0,113157.0,116986.0,137074.6
1.85,46.0,55.0,88,93,48.0,3.28,100,11.62,0.0,0,0,1,50.5,0.0,0.0,51.8,0.0,0.0,50.0,122825,119768.0,106977.0,108767.0,122666.0,153148.0,168566.0,165915.0,138989.0,120008.0,116409.1,136434.4
0.37,54.0,59.0,90,96,54.2,5.08,88,11.58,0.32,0,0,2,56.5,0.0,0.0,52.3,0.0,0.0,50.5,119801,122825.0,119768.0,106977.0,121113.0,149092.0,150871.0,147130.0,126645.0,138989.0,116431.9,135482.6
0.0,53.0,74.0,78,95,53.1,17.16,32,11.54,11.09,0,0,3,63.5,0.0,0.0,56.8,0.0,0.0,56.5,121185,119801.0,122825.0,119768.0,119435.0,144449.0,141132.0,145739.0,127627.0,126645.0,116244.4,134016.3
0.0,58.0,76.0,73,92,53.5,16.0,40,11.49,10.94,0,0,4,67.0,0.0,2.0,62.3,0.7,0.0,63.5,123565,121185.0,119801.0,122825.0,116138.0,117836.0,131992.0,145064.0,132754.0,127627.0,116494.4,132525.3
0.03,47.0,58.0,61,85,39.4,13.75,41,11.45,10.19,1,0,5,52.5,0.0,0.0,61.0,0.7,0.0,67.0,106905,123565.0,121185.0,119801.0,108767.0,106856.0,126203.0,138750.0,134616.0,132754.0,117555.4,131739.8
0.0,44.0,61.0,64,87,39.0,16.6,6,11.4,10.91,1,0,6,52.5,0.0,0.0,57.3,0.7,0.0,52.5,104858,106905.0,123565.0,121185.0,106977.0,110245.0,136914.0,138190.0,116687.0,134616.0,117289.4,130445.3
0.0,52.0,67.0,62,82,42.1,15.15,34,11.36,10.24,0,1,0,59.5,0.0,0.0,54.8,0.0,0.0,52.5,114403,104858.0,106905.0,123565.0,119768.0,123806.0,159023.0,162078.0,113337.0,116687.0,116986.7,129105.1
0.0,51.0,70.0,75,92,47.9,16.19,0,11.32,10.87,0,0,1,60.5,0.0,0.0,57.5,0.0,0.0,59.5,119315,114403.0,104858.0,106905.0,122825.0,122666.0,153148.0,168566.0,123650.0,113337.0,116220.3,128293.6
0.0,57.0,70.0,72,85,48.6,16.08,59,11.27,10.86,0,0,2,63.5,0.0,0.0,61.2,0.0,0.0,60.5,120438,119315.0,114403.0,104858.0,119801.0,121113.0,149092.0,150871.0,128455.0,123650.0,115718.9,127664.4
0.8,54.0,69.0,88,96,59.5,6.02,100,11.23,2.57,0,0,3,61.5,0.0,0.0,61.8,0.0,0.0,63.5,125333,120438.0,119315.0,114403.0,121185.0,119435.0,144449.0,141132.0,130421.0,128455.0,115809.9,126276.4
